,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    ADULT., Knitting Factory, 74 Leonard Street, TriBeCa, (212) 219-3006. The Detroit-based duo Adult. (the group renders its name with a period at the end) specialized in tuneless, clammy tracks full of old-fashioned synthesizer lines and impassive vocals. The duo's current album, ''Anxiety Always'' (Ersatz Audio), includes a ridiculous song called ''Glue Your Eyelids Together''; in the CD booklet, the principals act out the title. Tomorrow night at 10, with Electronikat and Tamion 12 Inch; tickets are $15 (Kelefa Sanneh).",https://www.nytimes.com/2003/12/12/movies/pop-and-jazz-guide-518549.html,,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,E,30,The New York Times,[],[],2003-12-12T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/7bfcf637-f706-57b7-a130-ad6c88065fbd,3223,nyt://article/7bfcf637-f706-57b7-a130-ad6c88065fbd,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,
1,Sampling of holiday season musical presentations at churches and concert halls in New York City (L),https://www.nytimes.com/2003/12/12/movies/solemnizing-the-holidays-with-a-cornucopia-of-music.html,Sampling of holiday season musical presentations at churches and concert halls in New York City (L),"A sampling of musical presentations planned for the holiday season at churches and concert halls in New York City. All are free unless otherwise noted. (Churches accept donations.) This selection, compiled by Anne Midgette, represents what caught this critic's eye and excited her expectations. More holiday recommendations for this weekend are in the Classical Music and Dance Guide on Page 4 and the Pop and Jazz Guide on Page 30. (Unless noted, church choirs are featured in church concerts.)",E,6,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}]",2003-12-12T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/b9237db5-2c25-5605-aa7a-b59ac64728a4,4779,nyt://article/b9237db5-2c25-5605-aa7a-b59ac64728a4,Solemnizing the Holidays With a Cornucopia of Music,,,Solemnizing the Holidays With a Cornucopia of Music,,,,,[],,
2,"Audubon Society incurs wrath of Friends of Animals by agreeing to deer hunt on 265 acres of bird sanctuary in Greenwich, Conn; hunters agree to donate venison taken at site to Fairfield County's homeless; homeless groups are caught in middle of debate and ask only that either side donate food if it is available; Audubon Society says deer have become so pleniful they are crowding out species of birds in habitat; photos (M)",https://www.nytimes.com/2003/12/10/nyregion/homeless-meatless-deer-hunt-aid-hungry-brings-vegan-response.html,"Audubon Society incurs wrath of Friends of Animals by agreeing to deer hunt on 265 acres of bird sanctuary in Greenwich, Conn; hunters agree to donate venison taken at site to Fairfield County's homeless; homeless groups are caught in middle of de...","When a deer hunt was proposed on 285 acres of pristine open land here owned by the Audubon center, it was not surprising that hunters, animal rights activists and bird lovers found themselves locked in battle.",B,1,The New York Times,[],"[{'name': 'glocations', 'value': 'Greenwich (Conn)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Friends of Animals', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'AUDUBON SOCIETY', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hunting and Trapping', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Homeless Persons', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Cruelty to Animals', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Birds', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Deer', 'rank': 8, 'major': 'N'}]",2003-12-10T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/43e0bfe1-d8bb-5a68-82c1-a08e90bea89e,1546,nyt://article/43e0bfe1-d8bb-5a68-82c1-a08e90bea89e,The Homeless and the Meatless; A Deer Hunt to Aid the Hungry Brings a Vegan Response,,,The Homeless and the Meatless; A Deer Hunt to Aid the Hungry Brings a Vegan Response,,,,By Alison Leigh Cowan,"[{'firstname': 'Alison', 'middlename': 'Leigh', 'lastname': 'Cowan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
3,"Article on plan by US Navy to sell Mitchel Field area housing complexes in East Meadow and East Garden City, Long Island, to private developer by October 2004 and impact sale is likely to have on military families; nearly 400 active-duty military personnel and their families--1,200 in all-- will be forced onto private rental market in Nassau and Suffolk Counties and Queens; Navy officials contend virtually all military families stationed on Long island will find suitable, affordable housing in area; photos; map (M)",https://www.nytimes.com/2003/12/07/nyregion/a-forced-march.html,"Article on plan by US Navy to sell Mitchel Field area housing complexes in East Meadow and East Garden City, Long Island, to private developer by October 2004 and impact sale is likely to have on military families; nearly 400 active-duty military ...","FIFTEEN years ago when Hope LaMonica married her husband, Eddie, now a sergeant first class in the Army, she was prepared for the itinerant life of a military wife and had even resolved to live apart from him for up to a year at a time while he served overseas.",LI,14,The New York Times,[],"[{'name': 'glocations', 'value': 'Queens (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Garden City (NY)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'East Meadow (NY)', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Nassau County (NY)', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Suffolk County (NY)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Housing', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Renting and Leasing', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 8, 'major': 'N'}]",2003-12-07T05:00:00+0000,article,Long Island Weekly Desk,New York,News,nyt://article/e5c669e3-b60e-535c-b95e-1a5b5169aadc,1908,nyt://article/e5c669e3-b60e-535c-b95e-1a5b5169aadc,A Forced March,,,A Forced March,,,,By Donna Kutt Nahas,"[{'firstname': 'Donna', 'middlename': 'Kutt', 'lastname': 'Nahas', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
4,Opera.,https://www.nytimes.com/2003/12/07/arts/music/music-listings.html,Opera.,Correction Appended,,,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2003-12-07T05:00:00+0000,article,Arts / Music,Arts,News,nyt://article/d77c7702-8080-5aa0-8c3f-b5669a5a92b4,2597,nyt://article/d77c7702-8080-5aa0-8c3f-b5669a5a92b4,Music Listings,,,Music Listings,,,,,[],,Music
5,"John Perry, president of New Jersey Christmas Tree Growers' Assn and co-owner of Yuletide Christmas Tree Farm in New Egypt, says his was first Christmas tree farm anywhere; says farmer William McGalliard planted about 25,000 Norway spruce seedlings on site in 1901; farmers, citing wildly fluctuating weather over past several years, expect this Christmas to be average year for live Christmas trees; photo (M)",https://www.nytimes.com/2003/12/07/nyregion/a-christmas-tale.html,"John Perry, president of New Jersey Christmas Tree Growers' Assn and co-owner of Yuletide Christmas Tree Farm in New Egypt, says his was first Christmas tree farm anywhere; says farmer William McGalliard planted about 25,000 Norway spruce seedling...","IN 1901, a farmer named William McGalliard planted about 25,000 Norway spruce seedlings on a plot of land outside Trenton.",NJ,14,The New York Times,[],"[{'name': 'glocations', 'value': 'New Jersey', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'YULETIDE CHRISTMAS TREE FARM', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': ""NEW JERSEY CHRISTMAS TREE GROWERS' ASSN"", 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'PERRY, JOHN', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'MCGALLIARD, WILLIAM', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Christmas Trees', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Christmas', 'rank': 7, 'major': 'N'}]",2003-12-07T05:00:00+0000,article,New Jersey Weekly Desk,New York,News,nyt://article/e2714655-85dc-5bfd-a043-19e746030bf5,762,nyt://article/e2714655-85dc-5bfd-a043-19e746030bf5,A Christmas Tale,,,A Christmas Tale,,,,By Robert Strauss,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Strauss', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
6," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * HAMIET BLUIETT, Sista's Place, 456 Nostrand Avenue, at Jefferson Avenue, Bedford-Stuyvesant, Brooklyn, (718) 398-1766. What a sound Mr. Bluiett has on the baritone saxophone, and what a ruckus he can kick up when he's improvising. A longtime member of the World Saxophone Quartet, he has had a following since the 1970's; he is still hiring good young musicians and creating converts. The band this weekend includes Rodney Jones on guitar, Curtis Lundy on bass, the drummer Lee Person and the percussionist Chief Bey. Tomorrow night at 9 and 10:30; cover charge is $15 (Ben Ratliff).",https://www.nytimes.com/2003/12/05/movies/pop-and-jazz-guide-418757.html,,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,E,37,The New York Times,[],[],2003-12-05T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/096ca418-61d0-5936-a3b0-7f84de91c935,3492,nyt://article/096ca418-61d0-5936-a3b0-7f84de91c935,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,
7,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend.,https://www.nytimes.com/2003/12/05/arts/music/pop-and-jazz-listings.html,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend., Aselective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert. ,,,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 3, 'major': 'N'}]",2003-12-05T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/51e96dea-2411-534e-85a0-08b88debfca7,3491,nyt://article/51e96dea-2411-534e-85a0-08b88debfca7,Pop and Jazz Listings,,,Pop and Jazz Listings,,,,,[],,Music
8,Opera.,https://www.nytimes.com/2003/11/30/arts/music/music-listings.html,Opera., Opera ,,,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2003-11-30T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/4d1ce130-3fcd-52cf-adda-2eee4422dc0e,2308,nyt://article/4d1ce130-3fcd-52cf-adda-2eee4422dc0e,Music Listings,,,Music Listings,,,,,[],,Music
9,Opera.,https://www.nytimes.com/2003/11/23/arts/music/music-listings.html,Opera., Opera ,,,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2003-11-23T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/cd742ced-c6f7-5ae2-b52c-f02afcb04e81,2269,nyt://article/cd742ced-c6f7-5ae2-b52c-f02afcb04e81,Music Listings,,,Music Listings,,,,,[],,Music
