,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0," ATTRACTIONS    Museums and Sites    MUSEUM OF THE CITY OF NEW YORK, Fifth Avenue at 103rd Street. The museum collects, preserves and presents material related to the city's history. Tomorrow at 2 p.m., a lecture by Patrick Downey, author of ''Gangster City.'' Through Sept. 26, ''New York's Moynihan,'' an exhibition of photographs, letters, videos and other items. ''Magnum's New Yorkers,'' with 130 photographs covering 50 years in the city's history; and ''Global New York: The Lower East Side,'' photographs of immigrant life from the past century; both through Sept. 6. Hours: Tuesdays, 10 a.m. to 2 p.m. for registered groups only; Wednesdays through Sundays, 10 a.m. to 5 p.m. Suggested admission: $7; 62+, students and children, $4; families, $12. Information: (212) 534-1672.",https://www.nytimes.com/2004/07/09/arts/spare-times-244899.html,"ATTRACTIONS    Museums and Sites    MUSEUM OF THE CITY OF NEW YORK, Fifth Avenue at 103rd Street. The museum collects, preserves and presents material related to the city's history. Tomorrow at 2 p.m., a lecture by Patrick Downey, author of ''Gang...",ATTRACTIONS,E,31,The New York Times,[],[],2004-07-09T05:00:00+0000,article,Leisure/Weekend Desk,Arts,Schedule,nyt://article/a5514052-82c8-5ac6-aeaa-afefb68e8426,4268,nyt://article/a5514052-82c8-5ac6-aeaa-afefb68e8426,SPARE TIMES,,,SPARE TIMES,,,,,[],,
1,"LEVINE--Howard R., on July 6th. Devoted father, passionate lawyer, lifelong New Yorker, he is survived by sons Scott of NY and Todd of Fridley, MN, as well as former wife DeLane, also of MN, and brother Robert of Titusville, FL. He was a proud alumnus of Horace Mann '51, University of Pennsylvania '55, and St. John's Law School '58. Memorial service will be held Friday, July 9th, at 2:30 P.M., at Plaza Memorial Chapel, Amsterdam Ave and 91st St. Contributions to Stephen Wise Free Synagogue.",https://www.nytimes.com/2004/07/08/classified/paid-notice-deaths-levine-howard-r.html,"LEVINE--Howard R., on July 6th. Devoted father, passionate lawyer, lifelong New Yorker, he is survived by sons Scott of NY and Todd of Fridley, MN, as well as former wife DeLane, also of MN, and brother Robert of Titusville, FL. He was a proud alu...","LEVINE--Howard R., on July 6th. Devoted father, passionate lawyer, lifelong New Yorker, he is survived by sons Scott of NY and Todd of Fridley, MN, as well as former wife DeLane, also of MN, and brother Robert of Titusville, FL. He was a proud alumnus of Horace Mann '51, University of Pennsylvania '55, and St. John's Law School '58. Memorial service will be held Friday, July 9th, at 2:30 P.M., at Plaza Memorial Chapel, Amsterdam Ave and 91st St. Contributions to Stephen Wise Free Synagogue.",C,12,The New York Times,[],"[{'name': 'persons', 'value': 'LEVINE, HOWARD R.', 'rank': 1, 'major': 'N'}]",2004-07-08T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/1757864a-fd4a-504c-8ca8-63a5e21bd5a1,86,nyt://article/1757864a-fd4a-504c-8ca8-63a5e21bd5a1,"Paid Notice: Deaths   LEVINE, HOWARD R.",,,"Paid Notice: Deaths   LEVINE, HOWARD R.",,,,,[],,
2,"Jacksonville, Fla, feverishly prepares for Super Bowl XXXIX, which will be played at its Alltel Stadium on Feb 6; some are calling event Jacksonville's coming-out party; city is counting on event to bring it $300 million in economic benefits; photos; map (M)",https://www.nytimes.com/2004/07/08/us/set-for-a-super-bowl-and-in-a-rebuilding-year-too.html,"Jacksonville, Fla, feverishly prepares for Super Bowl XXXIX, which will be played at its Alltel Stadium on Feb 6; some are calling event Jacksonville's coming-out party; city is counting on event to bring it $300 million in economic benefits; phot...","At the very least, this city knows what it is not: Miami with its Cuban essence, Orlando with its theme parks or Palm Beach with its mansions. But what is Jacksonville, other than a blur outside your window en route to Disney?",A,12,The New York Times,[],"[{'name': 'glocations', 'value': 'Jacksonville (Fla)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ALLTEL STADIUM (JACKSONVILLE, FLA)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Super Bowl', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 4, 'major': 'N'}]",2004-07-08T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/ac502d41-d4bd-5499-a165-2acb88cd7b7c,1230,nyt://article/ac502d41-d4bd-5499-a165-2acb88cd7b7c,"Set for a Super Bowl, and in a Rebuilding Year, Too",,,"Set for a Super Bowl, and in a Rebuilding Year, Too",,,,By Abby Goodnough,"[{'firstname': 'Abby', 'middlename': None, 'lastname': 'Goodnough', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
3,Pop/Jazz.,https://www.nytimes.com/2004/07/04/arts/music/music-listings.html,Pop/Jazz., Pop/Jazz ,,,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2004-07-04T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/6d71a71f-e367-5698-a2c2-0fe7b43b19f5,2493,nyt://article/6d71a71f-e367-5698-a2c2-0fe7b43b19f5,Music Listings,,,Music Listings,,,,,[],,Music
4,"Ben Sisario, noting that more than 500 free outdoor concerts will take place in New York City over summer, offers highlights of more than dozen he attended over two weekends that took him from Washington Heights to Prospect Park, from Rockefeller Plaza to South Street Seaport; photos; list (L)",https://www.nytimes.com/2004/07/02/movies/when-a-park-turns-into-a-soundscape.html,"Ben Sisario, noting that more than 500 free outdoor concerts will take place in New York City over summer, offers highlights of more than dozen he attended over two weekends that took him from Washington Heights to Prospect Park, from Rockefeller ...","The usual concert season in New York lasts from September to June, but for those who like to make concertgoing an adventure -- and don't like to pay much for their adventures -- the best time of year is summer.",E,1,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}]",2004-07-02T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,News,nyt://article/fd95dbca-a811-5094-a8d7-8fbe29d6db99,2860,nyt://article/fd95dbca-a811-5094-a8d7-8fbe29d6db99,When a Park Turns Into a Soundscape,,,When a Park Turns Into a Soundscape,,,,By Ben Sisario,"[{'firstname': 'Ben', 'middlename': None, 'lastname': 'Sisario', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
5," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    HASIL ADKINS/DEXTER ROMWEBER, Maxwell's, 1039 Washington Street, Hoboken, N.J., (201) 798-0406. Hasil Adkins has been writing and singing wild-eyed rockabilly songs since the 1950's. Dexter Romweber started playing his own version of rockabilly in the 1980's as the guitarist in the two-man band the Flat Duo Jets. Tonight at 9:30; admission is $10 (Jon Pareles).",https://www.nytimes.com/2004/07/02/movies/pop-and-jazz-guide-160512.html,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    HASIL ADKINS/DEXTER ROMWEBER, Maxwell's, 1039 Washington Street, Hobo...",A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,E,4,The New York Times,[],[],2004-07-02T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/b3d550a9-7392-5d12-bf75-94b93ba6ec34,3189,nyt://article/b3d550a9-7392-5d12-bf75-94b93ba6ec34,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,
6,"Profile of and interview with Bea Thomas, 92, popular field hockey coach at Moorestown High School who has been playing and coaching for 70 years; photo (M)",https://www.nytimes.com/2004/06/27/nyregion/in-person-at-92-still-teaching-good-d.html,"Profile of and interview with Bea Thomas, 92, popular field hockey coach at Moorestown High School who has been playing and coaching for 70 years; photo (M)","TRYING to describe Bea Thomas is a bit like trying to zero in on a moving target. ''Feisty'' is one word that often comes up when people mention her, but that doesn't quite do it. ''Disciplined'' is another, but that's only part of the picture. What most people do when they are trying to sum up Mrs. Thomas, a popular field hockey coach, is to resort to a story.",NJ,14,The New York Times,[],"[{'name': 'glocations', 'value': 'MOORESTOWN (NJ)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'THOMAS, BEA', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Hockey, Field', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Coaches and Managers', 'rank': 4, 'major': 'N'}]",2004-06-27T05:00:00+0000,article,New Jersey Weekly Desk,New York,News,nyt://article/c37c78f5-95c1-5840-bf5d-4952dce28593,1571,nyt://article/c37c78f5-95c1-5840-bf5d-4952dce28593,"At 92, Still Teaching Good 'D'",IN PERSON,,"IN PERSON; At 92, Still Teaching Good 'D'",,,,By Debra Nussbaum,"[{'firstname': 'Debra', 'middlename': None, 'lastname': 'Nussbaum', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,Pop/Jazz.,https://www.nytimes.com/2004/06/27/arts/music/music-listings.html,Pop/Jazz., Correction Appended ,,,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2004-06-27T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/d720dab2-544e-5e5d-ba57-fdc4371cf323,2463,nyt://article/d720dab2-544e-5e5d-ba57-fdc4371cf323,Music Listings,,,Music Listings,,,,,[],,Music
8," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * MONTY ALEXANDER, ERNEST RANGLIN, Satalla, 37 West 26th Street, Manhattan, (212) 576-1155. Mr. Alexander, a jazz pianist originally from Jamaica, has often refitted reggae songs and steel-drum sounds for a jazz-trio context. But this weekend he is appearing with Ernest Ranglin, a great Jamaican guitar player now in his 70's, who is one of the backbones of reggae's history. Tonight and tomorrow night at 8 and 10; cover charge is $25 (Ben Ratliff).",https://www.nytimes.com/2004/06/25/movies/pop-and-jazz-guide-085189.html,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * MONTY ALEXANDER, ERNEST RANGLIN, Satalla, 37 West 26th Street, Manh...",A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,E,23,The New York Times,[],[],2004-06-25T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/68e4e510-3050-5a33-bc0e-3ea85bec64d5,4473,nyt://article/68e4e510-3050-5a33-bc0e-3ea85bec64d5,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,
9," ATTRACTIONS    Museums and Sites    INTREPID SEA-AIR-SPACE MUSEUM, Pier 86, West 46th Street at the Hudson River, Clinton. The Intrepid is a converted World War II aircraft carrier with two decks of displays, including four theme halls: United States Navy Hall, Pioneer Hall, Technologies Hall and Intrepid Hall. ''British Celebration'' includes a tour of the interior of the Concorde, a display of British cars, performances of British rock music, and crafts workshop, tomorrow, 2 to 6 p.m. and Sunday, 10 a.m. to 6 p.m. On view: ''All Hands on Deck,'' an interactive exhibition about life aboard a ship; ''Defending Our Future,'' a high-tech, interactive exhibition about the future of military technology; ''Intrepid Remembers 9/11,'' an exhibition of photographs and artwork; ''Prepare to Dive: The 100th Anniversary of the Navy's First Submarine,'' about the pioneering days of the submarine. With screenings of the film ''Concorde Alpha-Delta: An Intrepid Journey,'' that documents the history of the aircraft. Admission: $14.50; 65+, veterans, reservists, students and 65+, $10.50; 6 to 17, $9.50; 2 to 5 years old, $2.50; under 2, active military personnel and museum members, free; wheelchair patrons, half price. Mondays through Fridays, 10 a.m. to 5 p.m.; Saturdays, Sundays and holidays, 10 a.m. to 6 p.m. Information: (212) 245-0072; www.intrepidmuseum.org.",https://www.nytimes.com/2004/06/25/arts/spare-times-085308.html,"ATTRACTIONS    Museums and Sites    INTREPID SEA-AIR-SPACE MUSEUM, Pier 86, West 46th Street at the Hudson River, Clinton. The Intrepid is a converted World War II aircraft carrier with two decks of displays, including four theme halls: United Sta...",ATTRACTIONS,E,35,The New York Times,[],[],2004-06-25T05:00:00+0000,article,Leisure/Weekend Desk,Arts,Schedule,nyt://article/77c14c6b-baf6-5bd2-bb2e-540fbc00cf6f,4241,nyt://article/77c14c6b-baf6-5bd2-bb2e-540fbc00cf6f,SPARE TIMES,,,SPARE TIMES,,,,,[],,
