,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section,print_page
0,Opera.,https://www.nytimes.com/2004/02/22/arts/music/music-listings.html,Opera., Opera ,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2004-02-22T05:00:00+0000,article,Arts / Music,Arts,Music,Results Listing,nyt://article/0b046eb5-49b9-584a-9824-ca9aac6293f7,2256,nyt://article/0b046eb5-49b9-584a-9824-ca9aac6293f7,Music Listings,,,Music Listings,,,,,[],,,
1,"Wendy Moonan Antiques column on Rookwood Pottery, founded in 1880 in Cincinnati by Maria Longworth Nichols; 140 works from Gerald and Virginia Gordon collection are on view at Philadelphia Museum of Art; David Rago Auctions will auction Rookwood ceramics from collection of Toni Schulman of New York; photo (M)",https://www.nytimes.com/2004/02/20/arts/antiques-rookwood-pottery-with-a-heritage.html,"Wendy Moonan Antiques column on Rookwood Pottery, founded in 1880 in Cincinnati by Maria Longworth Nichols; 140 works from Gerald and Virginia Gordon collection are on view at Philadelphia Museum of Art; David Rago Auctions will auction Rookwood c...","International expositions are rare these days, so it is hard to imagine the impact they had in the late 1800's. The Centennial Exhibition in Philadelphia in 1876 inspired America's manufacturers in many areas, none more so than pottery.",The New York Times,[],"[{'name': 'organizations', 'value': 'Philadelphia Museum of Art', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'ROOKWOOD POTTERY', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'NICHOLS, MARIA LONGWORTH', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Gordon, Gerald', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'SCHULMAN, TONI', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'GORDON, VIRGINIA', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Collectors and Collections', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'ANTIQUES', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Auctions', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Ceramics and Pottery', 'rank': 10, 'major': 'N'}]",2004-02-20T05:00:00+0000,article,Leisure/Weekend Desk,Arts,,News,nyt://article/3dfacd1e-b43c-598a-891c-d6e00b29e2b8,1133,nyt://article/3dfacd1e-b43c-598a-891c-d6e00b29e2b8,"Rookwood, Pottery With A Heritage",ANTIQUES,,"ANTIQUES; Rookwood, Pottery With A Heritage",,,,By Wendy Moonan,"[{'firstname': 'Wendy', 'middlename': None, 'lastname': 'Moonan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,E,38
2," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    RASHIED ALI QUINTET, Sweet Rhythm, 88 Seventh Avenue South, above Bleecker Street, West Village, (212) 255-3626. Best known as John Coltrane's drummer in his last few years and his foil on the duet album ''Interstellar Space,'' Mr. Ali has never stopped collaborating with up-and-coming musicians. This band includes Greg Murphy, Joris Teepe, Jumaane Smith and Lawrence Clark. Tonight and tomorrow night at 8, 10 and midnight; cover charge is $20, minimum, $10 (Ben Ratliff).",https://www.nytimes.com/2004/02/20/movies/pop-and-jazz-guide-460982.html,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    RASHIED ALI QUINTET, Sweet Rhythm, 88 Seventh Avenue South, above Ble...",A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,The New York Times,[],[],2004-02-20T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,,Schedule,nyt://article/3f17bfc7-1626-5af5-b6ba-8b860dcb86e5,5342,nyt://article/3f17bfc7-1626-5af5-b6ba-8b860dcb86e5,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,E,8
3,Opera.,https://www.nytimes.com/2004/02/15/arts/music/music-listings.html,Opera., Opera ,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2004-02-15T05:00:00+0000,article,Arts / Music,Arts,Music,Results Listing,nyt://article/456e40a1-3f5b-59cd-beba-dc3229a898c1,2255,nyt://article/456e40a1-3f5b-59cd-beba-dc3229a898c1,Music Listings,,,Music Listings,,,,,[],,,
4,"Profile of and interview with Gordon Frank, 33, of Teaneck, NJ, 5 feet 7 inches tall and toothpick thin, who has been named interim coach of New Jersey Nets; photos (M)",https://www.nytimes.com/2004/02/15/nyregion/in-person-he-s-making-a-little-splash-and-more.html,"Profile of and interview with Gordon Frank, 33, of Teaneck, NJ, 5 feet 7 inches tall and toothpick thin, who has been named interim coach of New Jersey Nets; photos (M)","THE clank, clank, whoosh, whoosh would go on night after night, later and later. Eleven-year-old Bruce Frank was out practicing on the new hoop his father, Gordon, had put up in the driveway of their house in Teaneck. It wasn't long before 8-year-old Steven started joining in. Then one night, a neighbor came to the door.",The New York Times,[],"[{'name': 'organizations', 'value': 'New Jersey Nets', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'FRANK, GORDON', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coaches and Managers', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Basketball', 'rank': 4, 'major': 'N'}]",2004-02-15T05:00:00+0000,article,New Jersey Weekly Desk,New York,,News,nyt://article/24aeb995-e57f-5fb9-a1c7-46faf3910103,2372,nyt://article/24aeb995-e57f-5fb9-a1c7-46faf3910103,"He's Making A Little Splash, And More",IN PERSON,,"IN PERSON; He's Making A Little Splash, And More",,,,By Robert Strauss,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Strauss', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,NJ,14
5," ATTRACTIONS    Museums and Sites    AMERICAN MUSEUM OF NATURAL HISTORY, Central Park West and 79th Street. Tomorrow, ''South Africa: Freedom, Liberation and Democracy, a three-weekend performance series''; at 1 p.m., ''Woza, Albert!,'' by the Voza Rivers/New Heritage Theater Group and Community Works; at 3 p.m., a conversation with South African artists and activists; at 4:15 p.m., a performance by the singer and actress Tsidii Le Loka. Through Aug. 15, ''Exploratorium/A.M.N.H.,'' an interactive exhibition on the principles of nature; timed tickets to the exhibition are $19; students and 60+, $14; children under 12, $11. The Arthur Ross Hall of Meteorites, with the 34-ton Ahnighito meteorite, the world's largest, on display. ''Petra: Lost City of Stone,'' with objects from that ancient Jordanian city, as well as 19th-century drawings and prints; through July 6; timed tickets to the exhibition are $19; students and 60+, $16.50; children under 12, $13. ''Vietnam: Journeys of Body, Mind and Spirit,'' an exhibition on Vietnamese life with photography, sculpture, clothing and other items; through March 7. ''Seasons of Life and Land: Arctic National Wildlife Refuge,'' a display of more than 40 large-format photographs by Subhankar Banerjee; through March 7. In the Imax Theater, ''Volcanoes of the Deep Sea,'' documenting expeditions to the Atlantic and Pacific Oceans, and ''India: Kingdom of the Tiger,'' a docudrama about a hunting expedition by Jim Corbett, an early-20th-century writer and conservationist. Tickets to one Imax feature, including museum admission, are $19; students and 60+, $12.50; children under 12, $10. General museum suggested admission: $12; students and 60+, $9; 12 and younger, $7; under 2, free. Combination ticket, including museum and Rose Center admission and the Hayden Planetarium space show: $22; students and 60+, $16.50; 12 and younger, $13; under 2, free. Museum hours: daily, 10 a.m. to 5:45 p.m., except the first Friday of most months, when the Rose Center is open until 8:45 for ''Starry Nights''; tonight Onaje Allan Gumbs, a jazz pianist, is featured. Information: amnh.org, (212) 769-5100 or (212) 769-5200.",https://www.nytimes.com/2004/02/13/arts/spare-times-368865.html,"ATTRACTIONS    Museums and Sites    AMERICAN MUSEUM OF NATURAL HISTORY, Central Park West and 79th Street. Tomorrow, ''South Africa: Freedom, Liberation and Democracy, a three-weekend performance series''; at 1 p.m., ''Woza, Albert!,'' by the Voza...",ATTRACTIONS,The New York Times,[],[],2004-02-13T05:00:00+0000,article,Leisure/Weekend Desk,Arts,,Schedule,nyt://article/9531e928-316f-5125-861a-67c9fa0a4d32,3969,nyt://article/9531e928-316f-5125-861a-67c9fa0a4d32,SPARE TIMES,,,SPARE TIMES,,,,,[],,E,40
6,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    OLETA ADAMS, B. B. King Blues Club and Grill, 243 West 42nd Street, Manhattan, (212) 997-4144. The comfort and uplift of gospel music infuse Oleta Adams's secular and kindly songs. Tomorrow night at 8 and 10:30; tickets, $30 (Jon Pareles).",https://www.nytimes.com/2004/02/13/movies/pop-and-jazz-guide-365661.html,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    OLETA ADAMS, B. B. King Blues Club and Grill, 243 West 42nd Street, M...",A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,The New York Times,[],[],2004-02-13T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,,Schedule,nyt://article/51d63f2c-bead-5e63-9db5-95466f216edb,6027,nyt://article/51d63f2c-bead-5e63-9db5-95466f216edb,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,E,27
7,Opera.,https://www.nytimes.com/2004/02/08/arts/music/music-listings.html,Opera., Opera ,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2004-02-08T05:00:00+0000,article,Arts / Music,Arts,Music,Results Listing,nyt://article/f9919a26-5d5a-540d-b644-af8773bee4da,2284,nyt://article/f9919a26-5d5a-540d-b644-af8773bee4da,Music Listings,,,Music Listings,,,,,[],,,
8," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * MUHAL RICHARD ABRAMS, Alice Tully Hall, (212) 545-7536. Two different groups led by one of the most accomplished composers and pianists of the 1960's experimental-jazz generation. The first is a trio, including the violinist Mark Feldman and the drummer Tani Tabbal; the second is a septet, with the trumpeter Eddie Allen, the bassist Brad Jones, the drummer Reggie Nicholson, the trombonist Alfred Patterson, the percussionist Warren Smith and the saxophonist Aaron Stewart. The concert is presented by the World Music Institute. Tonight at 8; tickets are $25 and $35; $15 for students (Ben Ratliff).",https://www.nytimes.com/2004/02/06/movies/pop-and-jazz-guide-258997.html,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * MUHAL RICHARD ABRAMS, Alice Tully Hall, (212) 545-7536. Two differe...",A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,The New York Times,[],[],2004-02-06T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,,Schedule,nyt://article/dd384029-c721-5bec-9efd-dfb58c4bb822,5070,nyt://article/dd384029-c721-5bec-9efd-dfb58c4bb822,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,E,32
9,Gerald Early reviews book The End of Blackness: Returning the Souls of Black Folk to Their Rightful Owners by Debra J Dickerson; drawing (M),https://www.nytimes.com/2004/02/01/books/american-skin.html,Gerald Early reviews book The End of Blackness: Returning the Souls of Black Folk to Their Rightful Owners by Debra J Dickerson; drawing (M),THE END OF BLACKNESS,The New York Times,[],"[{'name': 'persons', 'value': 'Dickerson, Debra J', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'END OF BLACKNESS, THE (BOOK)', 'rank': 4, 'major': 'N'}]",2004-02-01T05:00:00+0000,article,Book Review Desk,Books,,Review,nyt://article/3caae41d-9544-5345-af3d-b3ca9be57bb7,1511,nyt://article/3caae41d-9544-5345-af3d-b3ca9be57bb7,American Skin,,,American Skin,,,,By Gerald Early,"[{'firstname': 'Gerald', 'middlename': None, 'lastname': 'Early', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,7,10
