,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/1910/09/24/archives/literary-notes-from-boston-a-varied-assortment-of-villains-in-mr.html,,,T,13,The New York Times,[],[],1910-09-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/685aca4d-4634-59c2-977a-51177a70c5f4,0,nyt://article/685aca4d-4634-59c2-977a-51177a70c5f4,LITERARY NOTES FROM BOSTON; A Varied Assortment of Villains in Mr. Oppenheim's New Book -- Many New Juveniles,1,,LITERARY NOTES FROM BOSTON; A Varied Assortment of Villains in Mr. Oppenheim's New Book -- Many New Juveniles,,,,STEPHENSON BROWNE,"[{'firstname': 'Stephenson', 'middlename': None, 'lastname': 'BROWNE', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,,https://www.nytimes.com/1903/07/10/archives/obituary-1-no-title.html,,,,7,The New York Times,[],[],1903-07-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/cc751b85-5b81-58cd-b428-dc5a5f515aea,0,nyt://article/cc751b85-5b81-58cd-b428-dc5a5f515aea,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
2,Pharmacy Laws; Amendments Urged,https://www.nytimes.com/1897/03/07/archives/curious-funeral-customs-rites-that-are-observed-in-india-by-the.html,Pharmacy Laws; Amendments Urged,,,6,The New York Times,[],"[{'name': 'glocations', 'value': 'India', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'India', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'New York State', 'rank': 3, 'major': 'N'}]",1897-03-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/fba56ef0-45ff-5cd1-b98d-b6d07ddee73b,0,nyt://article/fba56ef0-45ff-5cd1-b98d-b6d07ddee73b,"CURIOUS FUNERAL CUSTOMS; Rites That Are Observed in India by the Native Hindus, Parsees, and Mohammedans. VULTURES FEAST ON PARSEES. Funeral Pyre of a Hindu Must Be Lighted by His Son or an Adopted Son -- The Mohammedan Is Buried with His Pace Toward Mecca.",,,"CURIOUS FUNERAL CUSTOMS; Rites That Are Observed in India by the Native Hindus, Parsees, and Mohammedans. VULTURES FEAST ON PARSEES. Funeral Pyre of a Hindu Must Be Lighted by His Son or an Adopted Son -- The Mohammedan Is Buried with His Pace Toward Mecca.",,,,,[],
3,Growth of Business,https://www.nytimes.com/1889/01/05/archives/fortunes-in-bluestone-quarries-which-have-proved-gold-mines-to.html,Growth of Business,,,2,The New York Times,[],[],1889-01-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/5c66002b-f039-59e8-897d-32c13e48459e,0,nyt://article/5c66002b-f039-59e8-897d-32c13e48459e,FORTUNES IN BLUESTONE.; QUARRIES WHICH HAVE PROVED GOLD MINES TO THEIR OWNERS.,,,FORTUNES IN BLUESTONE.; QUARRIES WHICH HAVE PROVED GOLD MINES TO THEIR OWNERS.,,,,,[],
4,,https://www.nytimes.com/1888/05/19/archives/incoming-steamships.html,,,,3,The New York Times,[],[],1888-05-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/c28be86d-917e-5218-b15e-55372713bc68,0,nyt://article/c28be86d-917e-5218-b15e-55372713bc68,INCOMING STEAMSHIPS.,1,,INCOMING STEAMSHIPS.,,,,,[],
5,"A pistol-shot was fired at Allen and Division Streets just before 2 o'clock yesterday morning, and several persons found lying near the elevated railroad lumber-yard Morris Berwald, who was mortally wounded in the left breast.  ",https://www.nytimes.com/1882/11/27/archives/found-dying-in-the-street-alleging-he-was-shot-by-robbers-belief.html,,,,8,The New York Times,[],[],1882-11-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/52f5bd53-e63f-55b1-a756-54993d594450,0,nyt://article/52f5bd53-e63f-55b1-a756-54993d594450,FOUND DYING IN THE STREET.; ALLEGING HE WAS SHOT BY ROBBERS-- BELIEF THAT HE COMMITTED SUICIDE.,1,,FOUND DYING IN THE STREET.; ALLEGING HE WAS SHOT BY ROBBERS-- BELIEF THAT HE COMMITTED SUICIDE.,,,,,[],
6,Chicago and North-western; Moving Engine Explodes near Oconto,https://www.nytimes.com/1882/09/24/archives/unparalleled-in-railroading-an-engine-explodes-while-in-motion-and.html,Chicago and North-western; Moving Engine Explodes near Oconto,,,4,The New York Times,[],"[{'name': 'subject', 'value': 'Explosions', 'rank': 1, 'major': 'N'}]",1882-09-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/69a72d12-c7e3-5212-86b4-4b191f95cd0d,0,nyt://article/69a72d12-c7e3-5212-86b4-4b191f95cd0d,"UNPARALLELED IN RAILROADING.; AN ENGINE EXPLODES WHILE IN MOTION AND LEAVES A CLEAR TRACK FOR THE TRAIN, WHICH RUNS A MILE.",,,"UNPARALLELED IN RAILROADING.; AN ENGINE EXPLODES WHILE IN MOTION AND LEAVES A CLEAR TRACK FOR THE TRAIN, WHICH RUNS A MILE.",,,,,[],
7,"We are requested to publish the following petition, which is now being signed by many ladies in this and other cities : Should the person receiving this approve of the object in view, his or her aid is respectfully requested to obtain signatures to the annexed petition, which may, after having been signed, be returned to either of the following-named persons:  ",https://www.nytimes.com/1870/07/14/archives/the-antiwomans-suffrage-movement.html,,,,5,The New York Times,[],[],1870-07-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/f47a1f31-9a6c-58f1-b67c-6cdb73feca6a,0,nyt://article/f47a1f31-9a6c-58f1-b67c-6cdb73feca6a,The Anti--Woman's Suffrage Movement.,1,,The Anti--Woman's Suffrage Movement.,,,,,[],
8,"Problems of the Revolution; Correspondence ""Revolution.""",https://www.nytimes.com/1868/12/22/archives/the-cuban-revolution-its-repaid-development-and-importantancethe.html,"Problems of the Revolution; Correspondence ""Revolution.""",,,11,The New York Times,[],"[{'name': 'glocations', 'value': 'Cuba', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN', 'rank': 2, 'major': 'N'}]",1868-12-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/d0cc787d-200c-5202-af81-ba71bcf84b6b,0,nyt://article/d0cc787d-200c-5202-af81-ba71bcf84b6b,THE CUBAN REVOLUTION.; Its Repaid Development and Importantance--The Problems when will be Resolved by it.,,,THE CUBAN REVOLUTION.; Its Repaid Development and Importantance--The Problems when will be Resolved by it.,,,,REVOLUTION,"[{'firstname': 'Revolution', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,The Issues of the Campaign; Speech at Cambridge,https://www.nytimes.com/1868/10/30/archives/the-issues-of-the-campaign-personal-explanationsreply-to-his.html,The Issues of the Campaign; Speech at Cambridge,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Quakers', 'rank': 1, 'major': 'N'}]",1868-10-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/9b867d50-0e1e-5d6d-af2c-68b5d4848758,0,nyt://article/9b867d50-0e1e-5d6d-af2c-68b5d4848758,THE ISSUES OF THE CAMPAIGN.; Personal Explanations--Reply to His Critics--Nullification Instead of Secession--Revival of Slavery--The National Debt--Grant's Election and Specie payments. SPEECH OF HON. CHARLES SUMNER.,,,THE ISSUES OF THE CAMPAIGN.; Personal Explanations--Reply to His Critics--Nullification Instead of Secession--Revival of Slavery--The National Debt--Grant's Election and Specie payments. SPEECH OF HON. CHARLES SUMNER.,,,,,[],
