,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,"The Watch Hill (R.I.) Chapel was the setting yesterday evening for the marriage of Jennifer Naylor Boyd, daughter of Dr. and Mrs. Robert Boyd of Wallingford, Conn., to Wilder ...  ",https://www.nytimes.com/1980/06/22/archives/jennifer-boyd-lawyer-wed.html,,,49,The New York Times,[],[],1980-06-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/e6fecf97-2ef0-569c-87b2-88b48107c316,0,nyt://article/e6fecf97-2ef0-569c-87b2-88b48107c316,"Jennifer Boyd, Lawyer, Wed",1,,"Jennifer Boyd, Lawyer, Wed",,,,,[],,
1,"VENICE, June 20--Leaders of the seven major non-Communist industrialized nations will open two days of talks tomorrow with two goals uppermost in mind: the restoration of a semblance of unity among themselves and the shaping of policies to deal with Soviet expansionism and with instability in the Middle East.  ",https://www.nytimes.com/1980/06/22/archives/in-venice-tough-issues-of-unity-and-aims-shared-goals-and-shared.html,,,1,The New York Times,[],[],1980-06-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/2dc8dcfb-02e8-508c-be28-b54452991d2c,0,nyt://article/2dc8dcfb-02e8-508c-be28-b54452991d2c,"In Venice, Tough Issues of Unity and Aims; 'Shared Goals and Shared Respect' AT VENICE MEETING: KEY ISSUES OF UNITY",2,,"In Venice, Tough Issues of Unity and Aims; 'Shared Goals and Shared Respect' AT VENICE MEETING: KEY ISSUES OF UNITY",,,,By R.w. Apple Jr. Special To the New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
2,,https://www.nytimes.com/1980/06/22/archives/obituary-6-no-title.html,,,32,The New York Times,[],[],1980-06-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/7ce5329c-76b7-54a7-9c77-4160464fef59,0,nyt://article/7ce5329c-76b7-54a7-9c77-4160464fef59,Obituary 6 -- No Title,1,,Obituary 6 -- No Title,,,,,[],,
3,,https://www.nytimes.com/1980/06/22/archives/arts-and-leisure-guide-of-special-interest-free-band-concerts-jazz.html,,,36,The New York Times,[],[],1980-06-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/2f5806b9-5861-589e-9aee-bf461c86a790,0,nyt://article/2f5806b9-5861-589e-9aee-bf461c86a790,Arts and Leisure Guide; Of Special Interest Free Band Concerts Jazz Festival The Figurative Tradition Theater Recent Openings Fearless Frank Dance Film Music Arts and Leisure Guide Art Photography Miscellany,2,,Arts and Leisure Guide; Of Special Interest Free Band Concerts Jazz Festival The Figurative Tradition Theater Recent Openings Fearless Frank Dance Film Music Arts and Leisure Guide Art Photography Miscellany,,,,Edited by Ann Barry,"[{'firstname': 'Edited', 'middlename': 'Ann', 'lastname': 'Barry', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A
4,,https://www.nytimes.com/1980/06/22/archives/television-this-week.html,,,33,The New York Times,[],[],1980-06-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/48d4b13b-1600-5166-8a98-ee95e21ea411,0,nyt://article/48d4b13b-1600-5166-8a98-ee95e21ea411,Television This Week,2,,Television This Week,,,,,[],,A
5,"Consider the Senate Democratic primary in New York, and what separates the man from the women and the women from each other. It is not that Bess Myerson is very tall, and that she walks in glamour; John V. Lindsay does that, too. It is not that Elizabeth Holtzman wants to bury the ...  ",https://www.nytimes.com/1980/06/22/archives/the-allstar-race-each-of-the-personalities-seeking-new-yorks.html,,,4,The New York Times,[],[],1980-06-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/46b63852-f478-5be1-a23d-a916721d2e32,0,nyt://article/46b63852-f478-5be1-a23d-a916721d2e32,"THE ALL-STAR RACE; Each of the personalities seeking New York's Democratic Senate nomination is a national figure. Bess Myerson, John V. Lindsay and Elizabeth Holtzman are in a primary where the issues may be the candidates themselves. ALL-STAR RACE ALL-STAR RACE",7,,"THE ALL-STAR RACE; Each of the personalities seeking New York's Democratic Senate nomination is a national figure. Bess Myerson, John V. Lindsay and Elizabeth Holtzman are in a primary where the issues may be the candidates themselves. ALL-STAR RACE ALL-STAR RACE",,,,By John Corry,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Corry', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,T
6,"ROME, June 19--President Carter arrived in Italy tonight for a visit during which, he said, he would be totally frank with the leaders from Western Europe, Japan and Canada in seeking ""to sustain world opposition to Soviet aggression.""  ",https://www.nytimes.com/1980/06/20/archives/president-arrives-in-italy-for-talks-in-statement-he-vows-to.html,,,1,The New York Times,[],[],1980-06-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/5cb42b58-18cf-598e-a757-20f9073ca230,0,nyt://article/5cb42b58-18cf-598e-a757-20f9073ca230,"PRESIDENT ARRIVES IN ITALY FOR TALKS; In Statement, He Vows to Sustain Opposition to 'Aggression' Short Welcoming Ceremony President Arrives in Italy for Talks, Vowing Stern Line on 'Aggression' A Contrast in Moods ",2,,"PRESIDENT ARRIVES IN ITALY FOR TALKS; In Statement, He Vows to Sustain Opposition to 'Aggression' Short Welcoming Ceremony President Arrives in Italy for Talks, Vowing Stern Line on 'Aggression' A Contrast in Moods ",,,,By Henry Tanner Special To the New York Times,"[{'firstname': 'Henry', 'middlename': 'Tanner', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A
7,,https://www.nytimes.com/1980/06/19/archives/obituary-3-no-title.html,,,19,The New York Times,[],[],1980-06-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/92002fc9-f3c0-57fd-812c-7d9c25829fba,0,nyt://article/92002fc9-f3c0-57fd-812c-7d9c25829fba,Obituary 3 -- No Title,1,,Obituary 3 -- No Title,,,,,[],,B
8,"Con Errico, a 58-year-old former jockey, was sentenced yesterday to 10 years in prison for his part in fixing thoroughbred races at New York tracks during the mid-1970's. Judge Jack B. Weinstein also fined Errico $25,000 in Brooklyn Federal Court and noted that ""athletic contests should go only to the swift and the skilled.""  ",https://www.nytimes.com/1980/06/19/archives/errico-gets-10-years-in-racefixing-case-four-months-to-appeal.html,,,7,The New York Times,[],[],1980-06-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/397c7f8b-7738-513a-b6d7-2f4e1b235145,0,nyt://article/397c7f8b-7738-513a-b6d7-2f4e1b235145,Errico Gets 10 Years In Race-Fixing Case; Four Months to Appeal Errico Gets 10 Years 'No Room for Fixers' Exotic Betting Involved ,2,,Errico Gets 10 Years In Race-Fixing Case; Four Months to Appeal Errico Gets 10 Years 'No Room for Fixers' Exotic Betting Involved ,,,,By James Tuite,"[{'firstname': 'James', 'middlename': None, 'lastname': 'Tuite', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,S
9,"John B. McCauley, who forsook a medical career while studying at Columbia University to go on the Broadway stage as Jack McCauley in a series of musical comedies, died Friday in Menlo Park, Calif. He was 79 years old.  ",https://www.nytimes.com/1980/06/19/archives/john-mccauley-79-singer-and-dancer-in-broadway-musicals.html,,,19,The New York Times,[],[],1980-06-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/2264a86e-99fe-513d-92e4-ca3c7c4cd070,0,nyt://article/2264a86e-99fe-513d-92e4-ca3c7c4cd070,"John McCauley, 79, Singer and Dancer In Broadway Musicals",1,,"John McCauley, 79, Singer and Dancer In Broadway Musicals",,,,,[],,B
