,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1980/11/02/archives/obituary-2-no-title.html,,,44,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/d045365f-8784-530c-8da6-3be2de6305d5,0,nyt://article/d045365f-8784-530c-8da6-3be2de6305d5,Obituary 2 -- No Title,1,,Obituary 2 -- No Title,,,,,[],,
1,"Mr. and Mrs. Stanley Merves of Haverford, Pa., have announced the engagement of Mrs. Merves's daughter, Amy Hope Lubart, to Richard Kain Breslow, son of Dr. and Mrs. Irwin Breslow of Philadelphia. A July wedding is planned.  ",https://www.nytimes.com/1980/11/02/archives/amy-hope-lubart-plans-july-bridal.html,,,80,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/35d48b86-5908-5675-ba0b-202eb63a136b,0,nyt://article/35d48b86-5908-5675-ba0b-202eb63a136b,Amy Hope Lubart Plans July Bridal,1,,Amy Hope Lubart Plans July Bridal,,,,,[],,
2,,https://www.nytimes.com/1980/11/02/archives/obituary-7-no-title.html,,,44,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/11c89158-c99c-5d7a-8c5e-938aa38ed58e,0,nyt://article/11c89158-c99c-5d7a-8c5e-938aa38ed58e,Obituary 7 -- No Title,1,,Obituary 7 -- No Title,,,,,[],,
3,,https://www.nytimes.com/1980/11/02/archives/obituary-9-no-title.html,,,44,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/e13f73f2-b6c9-569f-b016-409e356e17db,0,nyt://article/e13f73f2-b6c9-569f-b016-409e356e17db,Obituary 9 -- No Title,1,,Obituary 9 -- No Title,,,,,[],,
4,"Mr. and Mrs. Nathaniel H. Hurwitz of Great Neck, L.I., have announced the engagement of their daughter, Amy Louise Hurwitz, to Louis A. Gordon, son of Mrs. Nash Gordon of New York and the late Mr. Gordon. A December wedding is planned.  ",https://www.nytimes.com/1980/11/02/archives/louis-a-gordon-will-marry-amy-louise-hurwitz-buyer.html,,,81,The New York Times,[],[],1980-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/0662cd3f-ce60-5e30-9247-03cc24a7ad3b,0,nyt://article/0662cd3f-ce60-5e30-9247-03cc24a7ad3b,"Louis A. Gordon Will Marry Amy Louise Hurwitz, Buyer",1,,"Louis A. Gordon Will Marry Amy Louise Hurwitz, Buyer",,,,,[],,
5,,https://www.nytimes.com/1980/11/01/archives/obituary-6-no-title.html,,,30,The New York Times,[],[],1980-11-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/59d62a73-b9c4-50db-855b-142a7d12fdd1,0,nyt://article/59d62a73-b9c4-50db-855b-142a7d12fdd1,Obituary 6 -- No Title,1,,Obituary 6 -- No Title,,,,,[],,M
6,"DALLAS, Oct. 30--Ronald Reagan arrived with a light touch of cheekiness, strutting into a cavernous rally of his fellow Republicans here last night to the booming tune of the Democrats' fighting song, ""Happy Days Are Here Again.""  ",https://www.nytimes.com/1980/10/31/archives/about-politics-calling-the-tune-to-call-democrats-crossparty.html,,,18,The New York Times,[],[],1980-10-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/1b6e1110-100b-5d36-b59e-1fe0926217d9,0,nyt://article/1b6e1110-100b-5d36-b59e-1fe0926217d9,About Politics; Calling the Tune to Call Democrats Cross-Party Strategizing Leathery Determination,1,,About Politics; Calling the Tune to Call Democrats Cross-Party Strategizing Leathery Determination,,,,By Francis X. Clines Special To the New York Times,"[{'firstname': 'Francis', 'middlename': 'X.', 'lastname': 'Clines', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,"FORT WORTH, Oct. 29--Ronald Reagan campaigned cautiously across this hard-fought state today, as key aides insisted that his performance in last night's debate with President Carter had put victory within Mr. Reagan's grasp.  ",https://www.nytimes.com/1980/10/30/archives/reagan-stresses-economic-issue-anew-staff-reacts-to-debate-many.html,,,1,The New York Times,[],[],1980-10-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/abc967ff-766d-5655-96de-021ce788f6f4,0,nyt://article/abc967ff-766d-5655-96de-021ce788f6f4,Reagan Stresses Economic Issue Anew; Staff Reacts to Debate Many Women Voters Undecided 'Didn't Look Very Threatening' ,2,,Reagan Stresses Economic Issue Anew; Staff Reacts to Debate Many Women Voters Undecided 'Didn't Look Very Threatening' ,,,,By Howell Raines Special To the New York Times,"[{'firstname': 'Howell', 'middlename': 'Raines', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A
8,People who heard the first Kennedy-Nixon debate in 1960 on the radio thought Richard Nixon was a clear winner. They had to concentrate on what the candidates said. But many people able to see how they looked on television thought John Kennedy won.  ,https://www.nytimes.com/1980/10/30/archives/words-and-music-in-the-debate.html,,,26,The New York Times,[],[],1980-10-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/13e9e330-8d5a-5cc8-bea6-493f2e26bac6,0,nyt://article/13e9e330-8d5a-5cc8-bea6-493f2e26bac6,"Words, and Music, in the Debate",1,,"Words, and Music, in the Debate",,,,,[],,A
9,"Fran Morris, an undecided voter from Fairfield, Conn., found President Carter ""offensive and belligerent"" in his debate Tuesday night with Ronald Reagan. ""I lean away from Carter,"" Mrs. Morris, a lawyer, said moments after watching the debate.  ",https://www.nytimes.com/1980/10/30/archives/area-panels-scorecard-on-the-debate-reagan-won-it-by-a-wide-margin.html,,,20,The New York Times,[],[],1980-10-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/1e5461aa-2dbe-5820-99fa-454f5d37f7d5,0,nyt://article/1e5461aa-2dbe-5820-99fa-454f5d37f7d5,Area Panel's Scorecard on the Debate: Reagan Won It by a Wide Margin; 'Lack of Leadershp' 'I Think Reagan Won' ,1,,Area Panel's Scorecard on the Debate: Reagan Won It by a Wide Margin; 'Lack of Leadershp' 'I Think Reagan Won' ,,,,By Bernard Weinraub,"[{'firstname': 'Bernard', 'middlename': None, 'lastname': 'Weinraub', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,M
