,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1969/10/07/archives/obituary-1-no-title.html,,,47,The New York Times,[],[],1969-10-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/48bfd756-ce5f-5fc6-81f2-7467b89a5414,0,nyt://article/48bfd756-ce5f-5fc6-81f2-7467b89a5414,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
1,"Fosdick, Harry Emerson (Dr)",https://www.nytimes.com/1969/10/06/archives/harry-emerson-fosdick-dies-liberal-led-riverside-church-dr-harry.html,"Fosdick, Harry Emerson (Dr)",,1,The New York Times,[],"[{'name': 'persons', 'value': 'Fosdick, Harry Emerson', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1969-10-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/582a353c-eeea-5ad4-9d71-37b7dc583c7c,0,nyt://article/582a353c-eeea-5ad4-9d71-37b7dc583c7c,"Harry Emerson Fosdick Dies; Liberal Led Riverside Church; Dr. Harry Emerson Fosdick, 91, Dies]",,,"Harry Emerson Fosdick Dies; Liberal Led Riverside Church; Dr. Harry Emerson Fosdick, 91, Dies]",,,,By Edward B. Fiske,"[{'firstname': 'Edward', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
2,,https://www.nytimes.com/1969/10/06/archives/bruck-gains-sweep-in-rockleigh-show.html,,,67,The New York Times,[],[],1969-10-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/5ffa8863-9165-58fb-82ea-add3d9db4499,0,nyt://article/5ffa8863-9165-58fb-82ea-add3d9db4499,BRUCK GAINS SWEEP IN ROCKLEIGH SHOW,1,,BRUCK GAINS SWEEP IN ROCKLEIGH SHOW,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
3,,https://www.nytimes.com/1969/10/06/archives/obituary-1-no-title.html,,,47,The New York Times,[],[],1969-10-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/30006bf5-5d3f-5c3b-880f-e18c32dc8606,0,nyt://article/30006bf5-5d3f-5c3b-880f-e18c32dc8606,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
4,"HOW do you review a record you're not supposed to listen to? Quite a trick, though I can hear the cynical reader remark that reviewers have been doing just that for years.  ",https://www.nytimes.com/1969/10/05/archives/youre-not-supposed-to-listen.html,,,12,The New York Times,[],[],1969-10-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/fcfe8442-0f28-5fcc-a114-084e2546f191,0,nyt://article/fcfe8442-0f28-5fcc-a114-084e2546f191,You're Not Supposed to Listen,1,,You're Not Supposed to Listen,,,,By Leo Haber,"[{'firstname': 'Leo', 'middlename': None, 'lastname': 'Haber', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,HF
5,,https://www.nytimes.com/1969/10/05/archives/obituary-1-no-title.html,,,92,The New York Times,[],[],1969-10-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/80aee32c-b86a-5428-aa25-9135f80fcaa3,0,nyt://article/80aee32c-b86a-5428-aa25-9135f80fcaa3,Obituary 1 -- No Title,2,,Obituary 1 -- No Title,,,,,[],,
6,Chief Warrant Officer R R Kash testifies Turner ordered him to find out if 'a certain USAF sgt' informed customs officials of alleged attempt try Wooldridge to smuggle liquor into US,https://www.nytimes.com/1969/10/04/archives/whitewash-laid-to-an-exgeneral-inquiry-on-army-club-abuse-hears.html,Chief Warrant Officer R R Kash testifies Turner ordered him to find out if 'a certain USAF sgt' informed customs officials of alleged attempt try Wooldridge to smuggle liquor into US,,1,The New York Times,[],"[{'name': 'glocations', 'value': 'Vietnam', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'KASH, REIS R', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'ARMY', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'US PERSONNEL', 'rank': 5, 'major': 'N'}]",1969-10-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/7e380893-49db-55d5-91ec-a68d743a2af6,0,nyt://article/7e380893-49db-55d5-91ec-a68d743a2af6,WHITEWASH' LAID TO AN EX-GENERAL; Inquiry on Army Club Abuse Hears Accusation Against Former Provost Marshal ' Whitewash' Is Laid to a Former Provost Marshal,,,WHITEWASH' LAID TO AN EX-GENERAL; Inquiry on Army Club Abuse Hears Accusation Against Former Provost Marshal ' Whitewash' Is Laid to a Former Provost Marshal,,,,By Robert M. Smithspecial To the New York Times,"[{'firstname': 'Robert', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,,https://www.nytimes.com/1969/10/03/archives/obituary-1-no-title.html,,,45,The New York Times,[],[],1969-10-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/7bc8ee54-30d6-52bc-a8ab-0308c43cc015,0,nyt://article/7bc8ee54-30d6-52bc-a8ab-0308c43cc015,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
8,White House press sec acknowledges Nixon was involved in shaping decision to drop charges; says Nixon approved refusal by CIA to provide witnesses; says he 'did not know' of Nixon's rev of CIA position when he issued denials; continues to insist Army acted on its own; Rodino says he will continue to press for clear answers from Army about case,https://www.nytimes.com/1969/10/02/archives/white-house-confirms-that-nixon-was-involved-in-decision-to-drop.html,White House press sec acknowledges Nixon was involved in shaping decision to drop charges; says Nixon approved refusal by CIA to provide witnesses; says he 'did not know' of Nixon's rev of CIA position when he issued denials; continues to insist A...,,15,The New York Times,[],"[{'name': 'glocations', 'value': 'Vietnam', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'US PERSONNEL', 'rank': 2, 'major': 'N'}]",1969-10-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/8b6154e6-2c0e-5062-a4f8-af8ffb613e81,0,nyt://article/8b6154e6-2c0e-5062-a4f8-af8ffb613e81,White House Confirms That Nixon Was Involved in Decision to Drop Charges Against Green Berets,,,White House Confirms That Nixon Was Involved in Decision to Drop Charges Against Green Berets,,,,By James M. Naughtonspecial To the New York Times,"[{'firstname': 'James', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
9,,https://www.nytimes.com/1969/10/02/archives/obituary-1-no-title.html,,,47,The New York Times,[],[],1969-10-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/8d77625f-93e7-5feb-a1ca-12f41186f532,0,nyt://article/8d77625f-93e7-5feb-a1ca-12f41186f532,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
