,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/1967/05/13/archives/roosevelt-raceway-results.html,,,S,42,The New York Times,[],[],1967-05-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/f1e396a1-7e3c-5238-b83c-6080b8bb0087,0,nyt://article/f1e396a1-7e3c-5238-b83c-6080b8bb0087,Roosevelt Raceway Results,1,,Roosevelt Raceway Results,,,,,[],
1,,https://www.nytimes.com/1967/05/12/archives/charts-of-races-at-aqueduct.html,,,S,56,The New York Times,[],[],1967-05-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/e9c48deb-0d4e-55ba-a3bc-8227dad0453e,0,nyt://article/e9c48deb-0d4e-55ba-a3bc-8227dad0453e,Charts of Races at Aqueduct,1,,Charts of Races at Aqueduct,,,,"1967 by Triangle Publications, Inc. (THE MORNING TELEGRAPH)","[{'firstname': 'Triangle', 'middlename': None, 'lastname': 'Publications', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Inc', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
2,,https://www.nytimes.com/1967/05/12/archives/pimlico-results.html,,,S,56,The New York Times,[],[],1967-05-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/9971c0fe-14ba-5820-838e-63a5111f0d63,0,nyt://article/9971c0fe-14ba-5820-838e-63a5111f0d63,Pimlico Results,1,,Pimlico Results,,,,,[],
3,,https://www.nytimes.com/1967/05/12/archives/deaths.html,,,,47,The New York Times,[],[],1967-05-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/59baa672-ef65-534a-ab9b-a881a3de72cb,0,nyt://article/59baa672-ef65-534a-ab9b-a881a3de72cb,Deaths,1,,Deaths,,,,,[],
4,,https://www.nytimes.com/1967/05/12/archives/roosevelt-raceway-entries.html,,,S,56,The New York Times,[],[],1967-05-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/5e7f2742-3869-5c0a-9d8e-8576cdf12d26,0,nyt://article/5e7f2742-3869-5c0a-9d8e-8576cdf12d26,Roosevelt Raceway Entries,1,,Roosevelt Raceway Entries,,,,,[],
5,,https://www.nytimes.com/1967/05/11/archives/roosevelt-raceway-results.html,,,S,61,The New York Times,[],[],1967-05-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/3cf29524-fc90-5dc5-a52b-5f0cdcd45038,0,nyt://article/3cf29524-fc90-5dc5-a52b-5f0cdcd45038,Roosevelt Raceway Results,1,,Roosevelt Raceway Results,,,,,[],
6,Gretel's crew seeks to have craft shipped to US as trial horse,https://www.nytimes.com/1967/05/10/archives/gretels-crew-seeks-funds-to-ship-yacht-here-as-trial-horse.html,Gretel's crew seeks to have craft shipped to US as trial horse,,Sports,82,The New York Times,[],"[{'name': 'subject', 'value': 'BOATING (YACHTING)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'RACES AND REGATTAS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""AMERICA'S CUP"", 'rank': 3, 'major': 'N'}]",1967-05-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/3b4c7f9b-ef9a-50f3-980b-979ecfbca2ff,0,nyt://article/3b4c7f9b-ef9a-50f3-980b-979ecfbca2ff,Gretel's Crew Seeks Funds to Ship Yacht Here as Trial Horse,,,Gretel's Crew Seeks Funds to Ship Yacht Here as Trial Horse,,,,,[],
7,Vice Pres Humphrey hon,https://www.nytimes.com/1967/05/09/archives/deaths.html,Vice Pres Humphrey hon,,,46,The New York Times,[],"[{'name': 'glocations', 'value': 'Ethiopia', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'LABOR ISRAEL, NATIONAL COMMITTEE FOR', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Eisenhower, Dwight David', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'JAVITS, JACOB K.', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'QUEEN ELIZABETH', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'QUEEN MARY', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'NEWTON, MARSHALL E.', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'MOELLER, HAROLD F', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'SHAW, NATHANIEL', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'NEWTON, MARSHALL E', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'HEYMAN, WM', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Ships and Shipping', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'INTERNATIONAL SERVICES', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'TRANS-ATLANTIC', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'World War II (1939-45)', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'ANNIVERSARIES', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 17, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 18, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 19, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 20, 'major': 'N'}]",1967-05-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/ca341d77-aa7d-5b07-9c95-e59c22f88380,0,nyt://article/ca341d77-aa7d-5b07-9c95-e59c22f88380,Deaths,,,Deaths,,,,,[],
8,"St. James' Episcopal Church was the setting here yesterday for the marriage of Miss Deirdre Stillman Marsters, daughter of Mrs. Katherine Stillman Marsters of 520 East 86th Street and Theodore Newton Vail Marsters of Madison, Conn., to Ens. Benjamin Ward McCleary, U.S.N.R. He is a son of Mr. and Mrs. George William McCleary of Asheville, N.C.  ",https://www.nytimes.com/1967/05/07/archives/miss-marsters-is-attended-by-9-at-her-wedding-teacher-at-brearley.html,,,,92,The New York Times,[],[],1967-05-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/7710dbb6-3953-54cd-ba98-029aa206b250,0,nyt://article/7710dbb6-3953-54cd-ba98-029aa206b250,Miss Marsters Is Attended by 9 At Her Wedding; Teacher at Brearley Is Bride of Benjamin Ward McCleary ,1,,Miss Marsters Is Attended by 9 At Her Wedding; Teacher at Brearley Is Bride of Benjamin Ward McCleary ,,,,,[],
9,article on strategic importance of hills,https://www.nytimes.com/1967/05/05/archives/embattled-vietnam-hills-control-a-key-valley.html,article on strategic importance of hills,,,3,The New York Times,[],"[{'name': 'glocations', 'value': 'Vietnam', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'GROUND ACTION IN SOUTH', 'rank': 3, 'major': 'N'}]",1967-05-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/c3b423b7-2b9d-5495-8eb2-099d20f1fb84,0,nyt://article/c3b423b7-2b9d-5495-8eb2-099d20f1fb84,Embattled Vietnam Hills Control a Key Valley,,,Embattled Vietnam Hills Control a Key Valley,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
