,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0," Attractions    Museums and Sites    NEW YORK PUBLIC LIBRARY, Fifth Avenue and 42nd Street, Manhattan. Through July 30, ''Before Victoria: Extraordinary Women of the British Romantic Era,'' an exhibition of hundreds of rare manuscripts, letters, prints, memoirs and other items related to female iconoclasts who challenged the rules of British culture during the late 18th and early 19th centuries. Hours: Tuesdays and Wednesdays, 11 a.m. to 7:30 p.m.; Thursdays through Saturdays, 10 a.m. to 6 p.m.; Sunday, 1 to 6 p.m. Admission is free. Information: (212)869-8089.    NEW YORK PUBLIC LIBRARY FOR THE PERFORMING ARTS, 40 Lincoln Center Plaza. Through May 27, ''Beyond the Rainbow: Music of Harold Arlen,'' an exhibition celebrating the 100th anniversary of his birth, with recordings, manuscripts, photographs and other items. Free. Hours: Tuesdays, Wednesdays, Fridays and Saturdays, noon to 6 p.m.; Thursdays, noon to 8 p.m. Information: (212)642-0142.    MOUNT VERNON HOTEL MUSEUM AND GARDEN, 421 East 61st Street, Manhattan. ''Tea and Silhouettes,'' a Mother's Day event with a silhouette artist creating silhouettes of guests. Tomorrow, 1 to 3 p.m. Tickets, $12; members, $10; those under 14, $6; hand-cut silhouettes, $25; reservations required: (212)838-6878.    MUSEUM OF THE MOVING IMAGE, 36-01 35th Avenue, at 36th Street, Astoria, Queens. One of the largest collections of moving-image artifacts. Running through May 30, ''Digital Play: Reloaded,'' an interactive display of video and digital games including Pac-Mondrian, Pac Man, Donkey Kong and Stepmania. Through Sunday, ''Candid Camera: Real Life on Film,'' a series that explores the history of reality-based film and television. Screenings this weekend: ''A Peck on the Cheek'' (India, 2002), directed by Mani Ratnam (tonight at 7:30); ''The Secret Cinema'' (1966), directed by Paul Bartel (tomorrow and Sunday at 1 p.m.); ''Tarnation'' (2003), directed by Jonathan Caouette (tomorrow and Sunday at 4:30 p.m.); ''Grey Gardens'' (1975), directed by Ellen Hovde, Albert Maysles, David Maysles and Muffie Meyer; and ''Happy Mother's Day'' (1964), directed by Ricky Leacock and Joyce Chopra (tomorrow and Sunday at 2 p.m.) and ''Rio Bravo'' (1959), directed by Howard Hawks (tomorrow and Sunday at 6:30 p.m.). Museum hours: Wednesdays and Thursdays, noon to 5 p.m.; Fridays, noon to 8 p.m.; Saturdays and Sundays, 11 a.m. to 6:30 p.m.; and by appointment. Film and video showings are free with admission unless otherwise noted. Museum admission: $10; 65+ and students, $7.50; ages 5 to 18, $5; free for members and children 4 and younger and for everyone on Fridays from 4 to 8 p.m.; Friday-night screenings are extra. Information: www.movingimage.us or (718)784-0077.    Gardens    NEW YORK BOTANICAL GARDEN, Southern Boulevard and 200th Street, Bedford Park, the Bronx. Through June 12, ''Spring Flower Show,'' an indoor show that includes 48 gardens and plant collections. Tomorrow at 2:30 p.m., ''Tulips by the Thousands,'' at the Conservatory Plaza, a tour of the more than 45,000 tulips that were planted last fall. Through June 26, in the Everett Children's Adventure Garden, ''Fairy Houses Exhibit,'' featuring houses made out of botanical materials inspired by the dwellings in Laura Martin's book ''Fairy Island: An Enchanting Tour of the Homes of the Little Folk,'' Tuesdays through Fridays, 1:30 to 5:30 p.m. and weekends, 10 a.m. to 5:30 p.m. Sunday at 1 p.m., ''Mother's Day Tea Party,'' at the Everett Children's Adventure Garden, with Laura Martin and her daughter, Cameron. Garden hours: Tuesdays through Sundays, and Monday holidays, 10 a.m. to 6 p.m. Garden grounds admission: $6; 62+, $3; students, $2; children 2 to 12, $1; under 2, free. Combination ticket, including all admissions and a tram tour, $13; 62+ and students, $11; children 2 to 12, $5; under 2, free. Tram tours daily, every 20 minutes. Conservatory admission: $5; students and 62+, $4; 2 to 12, $3; under 2, free. Grounds admission free on Wednesdays, and 10 a.m. to noon on Saturdays. Parking: $7. Information: (718)817-8700.    WAVE HILL, Independence Avenue and West 249th Street, Riverdale, the Bronx. The 28-acre site includes gardens, greenhouses and woodlands. Tomorrow at 2 p.m., ''Great Trees of Wave Hill,'' a garden walk with horticulturist John Beirne; tomorrow and Sunday at 1 p.m., ''Floral Fantasy for Mom,'' a family art project in creating floral items; Sunday at 1 p.m., ''Appropriating Landscape,'' a drawing workshop for adults; materials fee, $15; for members, $10; registration required: (718)549-3200, Ext. 305. Hours: Tuesdays through Sundays, 9 a.m. to 5:30 p.m. Admission: $4; students and 62+, $2; under 6, free; Tuesdays, free admission all day; Saturdays, free 9 a.m. to noon. Information: (718)549-3200.    Events    New York City    WATSON ADVENTURES Tomorrow from 5:30 to 8 p.m., ''Met Madness Scavenger Hunt,'' inside the Metropolitan Museum of Art. Fee, $30, including museum admission; mothers pay $15 if they participate with their child. Meeting place and other information: (212)726-1529.    SPRING CRAFTS ON COLUMBUS, Columbus Avenue from 77th to 81st Street, Manhattan. With more than 150 exhibitors. Tomorrow and Sunday, 10 a.m. to 6 p.m. Also on May 14 and 15. Presented by the American Arts and Crafts Alliance Inc.    PIER ART SHOW 12, Red Hook Pier, 499 Van Brunt Street, Red Hook, Brooklyn. Saturdays and Sundays, noon to 6 p.m., through June 18. Works by more than 300 artists, with entertainment and food. Sponsored by the Brooklyn Waterfront Artists Coalition. Free. Information: (718)596-2507.    ROMANIA DAY FESTIVAL, Broadway, from Fulton Street to Battery Place, Lower Manhattan. Antiques, crafts and food. Tomorrow, 11 a.m. to 6 p.m.    CINCO DE MAYO BLOCK FESTIVAL, 116th Street, between Second and Lexington Avenues, East Harlem. Sunday, 8 a.m. to 6 p.m.    BLOCK PARTY, 11th Street, between Second and Third Avenues, East Village. Tomorrow, 10 a.m. to 6 p.m. Sponsored by St. Mark's Church in the Bowery.    LEXINGTON AVENUE MOTHER'S DAY FESTIVAL, from 42nd to 57th Streets. Sunday, 11 a.m. to 6 p.m. Sponsored by the 17th Police Precinct Community Council.    'TRAVELING THE HOLY LAND THROUGH THE STEREOSCOPE,' Temple Emanu-El, 1 East 65th Street, Manhattan. An exhibition of 100 rare stereographs of Palestine taken at the turn of the century. On view Sundays through Thursdays, 10 a.m. to 4:30 p.m., through Aug. 12. Information: (212) 744-1400.    BROOKLYN PUBLIC LIBRARY, Grand Army Plaza, Flatbush Avenue and Eastern Parkway. Exhibitions on view through May 15: ''Bookworks,'' a mixed-media display by Susan Newmark; ''Brooklyn Landscapes: Paintings by Catharine Balco and Albert Fayngold''; and ''Novel Lift: A Video Installation by Anita Cheng and Ronaldo Kiel.'' Hours: Tuesdays through Thursdays, 10 a.m. to 9 p.m.; Fridays , 10 a.m. to 6 p.m.; Sundays, 1 to 6 p.m. Information: (718)230-2100.    QUEENS COLLEGE, Godwin-Ternbach Museum, Kissena Boulevard and the Long Island Expressway, Flushing. Through June 2, ''Annemarie Schwarzenbach: Selected Photographs, 1933-1940,'' an exhibition of 100 works by the Swiss photojournalist, who died in 1942. Hours: Mondays through Thursdays, 11 a.m. to 7 p.m.; Saturdays, 11 a.m. to 5 p.m. Free. Information: (718)997-4747.    'DIVERSITY AND TRADITION: SECOND CCNY ALUMNI AND STUDENT BIENNIAL EXHIBITION,' Aaron Davis Hall, West 135th Street and Convent Avenue, Harlem, (212)650-5343. Through June 20. Mondays through Fridays, 9 a.m. to 5 p.m.; Saturdays and Sundays, 1 to 5 p.m.    Walking Tours    New York City    CENTURY WALKING TOURS Tomorrow at 11 a.m., ''Ely Jacques Kahn's Art Deco New York,'' looks at the Art Deco skyscrapers designed by the architect, meeting on the northwest corner of Ninth Avenue and 45th Street. Sunday at 11 a.m., ''Newspaper Row,'' covers the historic newspaper district in Lower Manhattan, meeting on the southeast corner of Broadway and Fulton Street. Fee for each, $15. Information: (917)607-9019.    'CENTRAL PARK: THE BIG BACK YARD OF THE CITY' focuses on the history of the park, meeting tomorrow at 1 p.m. at the statue of General Sherman, Fifth Avenue and 59th Street. Sponsored by Joyce Gold History Tours of New York. Fee, $12. Information: (212)242-5762.    ADVENTURES ON A SHOESTRING ''Attractive Astoria,'' includes an optional meal in this largely Greek neighborhood in Queens, meeting tomorrow at 4 p.m. on the southwest corner of 30th Avenue and 31st Street; food additional. Fee, $5. Information: (212)265-2663.    DR. PHIL: NEW YORK WALKS AND TALKS Sunday at 1:30 p.m., ''Elvis Presley in New York,'' with stops he made at the time of his appearance on ''The Ed Sullivan Show,'' meeting in front of the Warwick New York Hotel, 65 West 54th Street, Manhattan. Fee, $15. Information and reservations: (888)377-4455.    'VISIT GREENPOINT,' explores the history and culture of this Brooklyn neighborhood, Sunday at 2:30 p.m. Fee, $15. Sponsored by New York Like a Native. Information and meeting place: (718)393-7537.    'GREEN-WOOD'S GREAT WOMEN' visits the gravesites of famous women buried in Green-Wood cemetery. Meets tomorrow at 1 p.m. at the cemetery's main entrance, Fifth Avenue and 25th Street, Sunset Park, Brooklyn. Sponsored by the Brooklyn Center for the Urban Environment. Fee, $11; $9 for members; $8 for students and 63+. Information: (718)788-8500, Extension 208.    BIG ONION WALKING TOURSTomorrow at 1 p.m., ''Historic Harlem'' features stops at Abyssinian Baptist Church and Striver's Row, meeting at the northwest corner of 135th Street and Lenox Avenue at the Schomburg Center; fee: $15; 63+, $12; and students and New York Historical Society members, $10. Sunday at 1 p.m., ''The Annual Mother's Day Multi-Ethnic Eating Tour,'' featuring the history and food of the Jewish Lower East Side, Chinatown and Little Italy, meeting on the southeast corner of Essex and Delancey Streets; fee: $19; 63+, $16; and students and New York Historical Society members, $14. Reservations requested: (212)439-1090.    METRO TOUR SERVICE covers Brooklyn, today through Sunday at 2 p.m. with a gospel tour on Sunday at 10 a.m. All meet in front of the Marriott, Adams and Tillary Streets, downtown Brooklyn. Fee for each: $25. Information: (718)789-0430.    STREET SMARTS N.Y. Tomorrow night at 6, ''Pubs and Poltergeists,'' tours the West Village, meeting outside St. Luke-in-the- Fields Church, Hudson Street at Grove Street. Sunday at 2 p.m., ''Crimes of Old New York,'' meeting at the Museum of the American Indian, 1 Bowling Green, Lower Manhattan. Fee for each, $10. Information: (212)969-8262.    MUNICIPAL ART SOCIETY OF NEW YORK Tomorrow at 11 a.m., ''After the Revolution: White and Red Russia on the Upper West Side,'' explores the influence of Russian immigrants on the architecture and cultural history of this neighborhood after the Russian revolution, led by the architectural historian Matt Postal and Anatoli Samochornov of the United States Department of State; meeting at the northwest corner of 73rd Street and Broadway, near the former Ansonia Hotel. Fee, $20, $15 for members. Information: (212)439-1049.    'THE LITTLE ITALY, NOLITA AND FIVE POINTS WALKING TOUR' emphasizes Irish and Italian heritage, traveling through Little Italy and southward. Meets Sunday at 2 p.m. at the northeast corner of Broadway and Houston Street. Fee: $10. Sponsored by New York City Cultural Walking Tours. Information: (212)979-2388.    SHOREWALKERS Tomorrow at 8:30 a.m., ''The Great Saunter,'' a 32-mile walk around Manhattan's rim, beginning tomorrow at 7:30 a.m. near the South Street Seaport, on the corner of Fulton and Water Streets; information, (212)330-7686. Recommended donation, $15; free for members.    Recreation    New York City    NEW YORK JUNIOR LEAGUE MOTHER'S DAY HALF-MARATHON AND OTHER RACES, Central Park. Sunday, beginning with a 13.1-mile run for women only at 8 a.m., followed by a five-kilometer run for everyone at 8:05 and races ranging from 150 feet to one-half mile for those 12 and younger at 10 a.m. All begin on the East Drive at 70th Street. Advance registration fees, $20, $14 for members and $10 for 18 and younger and 62+. Race-day registration, $30, $20 and $12. Sponsored by the New York Road Runners and the New York Junior League. Proceeds will benefit programs to end domestic violence. Information: (212)860-4455.    'SELF MAGAZINE'S WORKOUT IN THE PARK,' Central Park, Rumsey Playfield, midpark at 72nd Street. With a climbing wall, fitness classes and health screenings. Tomorrow, 11 a.m. to 3 p.m. Tickets, $10 in advance; $15 tomorrow. Proceeds benefit several assistance organizations including Circle of Friends and the Susan G. Komen Breast Cancer Foundation. Information: www.self.com.    ESSIE DAVIS MEMORIAL MOTHER'S DAY WALK, Manhattan. Honors community mothers. Tomorrow, beginning at 1 p.m. at 133rd Street and Lenox Avenue, Harlem, and ending at Marcus Garvey Park. Information: (516)285-6830.  ",https://www.nytimes.com/2005/05/06/arts/spare-times.html,"Attractions    Museums and Sites    NEW YORK PUBLIC LIBRARY, Fifth Avenue and 42nd Street, Manhattan. Through July 30, ''Before Victoria: Extraordinary Women of the British Romantic Era,'' an exhibition of hundreds of rare manuscripts, letters, pr...",Attractions,E,29,The New York Times,[],"[{'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 1, 'major': 'N'}]",2005-05-06T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Arts,Schedule,nyt://article/cccc085e-f1c4-51df-af7a-c138baf5acaa,2019,nyt://article/cccc085e-f1c4-51df-af7a-c138baf5acaa,Spare Times,,,Spare Times,,,,,[],
1,>,https://www.nytimes.com/2005/05/03/nyregion/new-york-new-jersey-and-connecticut.html,,>,,,The New York Times,[],[],2005-05-03T05:00:00+0000,article,None,New York,News,nyt://article/a889c540-d262-519b-bd95-50d603c4f3b4,761,nyt://article/a889c540-d262-519b-bd95-50d603c4f3b4,"New York, New Jersey and Connecticut",METRO BRIEFING,,"New York, New Jersey and Connecticut",,,,,[],
2,"For sushi aficionados, the essence of the Atlantic bluefin tuna is its fat-laced, butter-soft belly meat, called toro. For the long-liners, purse seiners, harpooners, trappers and fish farmers who seek the bluefin from Cape Hatteras to the frigid waters south of Iceland to the balmy Mediterranean, the fish are a potential bonanza, with choice specimens fetching $50,000 or more in Tokyo.    But the intensifying trade in bluefin may soon empty the waters of this master of the sea.  ",https://www.nytimes.com/2005/05/03/science/earth/tracking-the-imperiled-bluefin-from-ocean-to-sushi-platter.html,"For sushi aficionados, the essence of the Atlantic bluefin tuna is its fat-laced, butter-soft belly meat, called toro. For the long-liners, purse seiners, harpooners, trappers and fish farmers who seek the bluefin from Cape Hatteras to the frigid ...",Correction Appended,F,1,The New York Times,[],"[{'name': 'subject', 'value': 'Endangered and Extinct Species', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Fishing, Commercial', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Fish and Other Marine Life', 'rank': 3, 'major': 'N'}]",2005-05-03T05:00:00+0000,article,Science Desk,Health,News,nyt://article/d9411a29-8c4c-52d5-a2b4-a6305f84ebd3,2433,nyt://article/d9411a29-8c4c-52d5-a2b4-a6305f84ebd3,Tracking the Imperiled Bluefin From Ocean to Sushi Platter,,,Tracking the Imperiled Bluefin From Ocean to Sushi Platter,,,,By Andrew C. Revkin,"[{'firstname': 'Andrew', 'middlename': 'C.', 'lastname': 'Revkin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,"The police have identified the person fatally stabbed in the Bowery on Saturday as Robert Adams, 16, of 68 East Third Street. Mr. Adams lived in the area and possibly knew his killer, said the police, who were investigating whether the killing was related to $40 that Mr. Adams had borrowed. About 7:30 p.m. last Friday, bystanders discovered Mr. Adams trembling and bleeding near a phone booth on a corner of Chrystie and Delancey Streets. He died at Bellevue Hospital Center the next day, the same day his adoptive parents and sister filed a missing person's report. The sister, Teri Adams, said she and her adoptive mother went to the city morgue on Sunday and identified Mr. Adams after hearing a news report that a boy in a Yankees T-shirt had been killed.   Andrea Elliott (NYT)  ",https://www.nytimes.com/2005/05/03/nyregion/metro-briefing-new-york-manhattan-stabbing-victim-identified.html,"The police have identified the person fatally stabbed in the Bowery on Saturday as Robert Adams, 16, of 68 East Third Street. Mr. Adams lived in the area and possibly knew his killer, said the police, who were investigating whether the killing was...","The police have identified the person fatally stabbed in the Bowery on Saturday as Robert Adams, 16, of 68 East Third Street. Mr. Adams lived in the area and possibly knew his killer, said the police, who were investigating whether the killing was related to $40 that Mr. Adams had borrowed. About 7:30 p.m. last Friday, bystanders discovered Mr. Adams trembling and bleeding near a phone booth on a corner of Chrystie and Delancey Streets. He died at Bellevue Hospital Center the next day, the same day his adoptive parents and sister filed a missing person's report. The sister, Teri Adams, said she and her adoptive mother went to the city morgue on Sunday and identified Mr. Adams after hearing a news report that a boy in a Yankees T-shirt had been killed. Andrea Elliott (NYT)",B,7,The New York Times,[],[],2005-05-03T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/e64d3e78-5f48-5e5d-9e1f-3ad916943151,145,nyt://article/e64d3e78-5f48-5e5d-9e1f-3ad916943151,Metro Briefing | New York: Manhattan: Stabbing Victim Identified,,,Metro Briefing | New York: Manhattan: Stabbing Victim Identified,,,,By Andrea Elliott (NYT),"[{'firstname': 'Andrea', 'middlename': 'Elliott', 'lastname': 'NYT', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
