,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"Dave DeBusschere, Hall of Fame forward who helped propel New York Knicks to their only two NBA championships, dies at age 62 after suffering heart attack on Manhattan street; 12-season NBA career recalled; photo (M)",https://www.nytimes.com/2003/05/15/sports/dave-debusschere-62-relentless-forward-on-knicks-championship-teams-is-dead.html,"Dave DeBusschere, Hall of Fame forward who helped propel New York Knicks to their only two NBA championships, dies at age 62 after suffering heart attack on Manhattan street; 12-season NBA career recalled; photo (M)","Dave DeBusschere, the Hall of Fame forward whose tenacious defensive play, rebounding prowess and timely scoring helped propel the Knicks to their only two N.B.A. championships, died yesterday in Manhattan. He was 62.",B,11,The New York Times,[],"[{'name': 'organizations', 'value': 'NEW YORK KNICKERBOCKERS', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'DeBusschere, Dave', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Basketball', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 5, 'major': 'N'}]",2003-05-15T05:00:00+0000,article,Sports Desk,Sports,Obituary; Biography,nyt://article/b89a509f-5325-5fc7-bab9-c2241b2d6096,996,nyt://article/b89a509f-5325-5fc7-bab9-c2241b2d6096,"Dave DeBusschere, 62, Relentless Forward On Knicks' Championship Teams, Is Dead",,,"Dave DeBusschere, 62, Relentless Forward On Knicks' Championship Teams, Is Dead",,,,By Richard Goldstein,"[{'firstname': 'Richard', 'middlename': None, 'lastname': 'Goldstein', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
1,"Atlantic Coast Conference annual spring meeting produces no result on its own expansion, but Big East Conference will reportedly fight to keep Miami University from moving to ACC (M)",https://www.nytimes.com/2003/05/14/sports/colleges-acc-nears-expansion-and-big-east-nears-a-breakup.html,"Atlantic Coast Conference annual spring meeting produces no result on its own expansion, but Big East Conference will reportedly fight to keep Miami University from moving to ACC (M)","The university presidents of the Atlantic Coast Conference moved closer to expanding the league to 12 teams from 9 today at the conference's annual spring meeting, the first splash in what could be a tidal wave of change in college athletics.",D,1,The New York Times,[],"[{'name': 'organizations', 'value': 'University of Miami', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Athletics and Sports', 'rank': 2, 'major': 'N'}]",2003-05-14T05:00:00+0000,article,Sports Desk,Sports,News,nyt://article/bcd1e07b-2455-5e2d-9113-3d278f020ae4,924,nyt://article/bcd1e07b-2455-5e2d-9113-3d278f020ae4,"A.C.C. Nears Expansion, and Big East Nears a Breakup",COLLEGES,,"COLLEGES; A.C.C. Nears Expansion, and Big East Nears a Breakup",,,,By Damon Hack,"[{'firstname': 'Damon', 'middlename': None, 'lastname': 'Hack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
2,"Following is an accounting of the articles in which falsification, plagiarism and similar problems were discovered in a review of articles written by Jayson Blair, a reporter for The New York Times who resigned May 1. The review, conducted by a team of Times reporters and researchers, concentrated on the 73 articles Mr. Blair wrote since late October, when he was given roving national assignments and began covering major news events including the Washington-area sniper attacks and the rescue of Pfc. Jessica D. Lynch. Spot checks of his previous stories also found errors of fact and possible fabrications.    Detective Says Sniper SuspectWas Interrogated After He Requested Lawyer  APRIL 29, 2003",https://www.nytimes.com/2003/05/11/us/correcting-record-witnesses-documents-unveil-deceptions-reporter-s-work.html,,"Following is an accounting of the articles in which falsification, plagiarism and similar problems were discovered in a review of articles written by Jayson Blair, a reporter for The New York Times who resigned May 1. The review, conducted by a team of Times reporters and researchers, concentrated on the 73 articles Mr. Blair wrote since late October, when he was given roving national assignments and began covering major news events including the Washington-area sniper attacks and the rescue of Pfc. Jessica D. Lynch. Spot checks of his previous stories also found errors of fact and possible fabrications.",1,26,The New York Times,[],[],2003-05-11T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/70d86034-f2b0-5e8f-adde-7dbbe9b294d7,7220,nyt://article/70d86034-f2b0-5e8f-adde-7dbbe9b294d7,Witnesses and Documents Unveil Deceptions In a Reporter's Work,CORRECTING THE RECORD,,CORRECTING THE RECORD; Witnesses and Documents Unveil Deceptions In a Reporter's Work,,,,,[],,
3,Classical and Opera.,https://www.nytimes.com/2003/05/11/arts/music/music-listings.html,Classical and Opera., Classical and Opera ,,,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2003-05-11T05:00:00+0000,article,Arts / Music,Arts,News,nyt://article/fd9f4d45-ce01-5775-a261-8633d815f65d,2450,nyt://article/fd9f4d45-ce01-5775-a261-8633d815f65d,Music Listings,,,Music Listings,,,,,[],,Music
4," CORRECTING THE RECORD; The Articles; Witnesses and Documents Unveil Deceptions In a Reporter's Work    On Sunday, May 11, 2003, The Times published a two-full-page accounting of misrepresentations and plagiarism by Jayson Blair, who resigned on May 1 as a reporter. This article was among those described. The description:    Fighting Words: Whose Icon Is It?  SEPT. 29, 2002    FACTUAL ERRORS -- In an article about the effort by some family members of passengers on one of the aircraft hijacked on Sept. 11, 2001, to trademark the phrase ''let's roll,'' Mr. Blair quoted John F. Delaney, a lawyer, on what a trademark is. Mr. Blair quoted Mr. Delaney accurately but failed to identify him or his law firm correctly. Mr. Delaney's first name is John, not Jonathan, and he is a lawyer in the New York office of Morrison & Foerster, not Morrison & Forester.    ",https://www.nytimes.com/2003/05/11/us/c-corrections-754021.html,,CORRECTING THE RECORD; The Articles; Witnesses and Documents Unveil Deceptions In a Reporter's Work,1,27,The New York Times,[],[],2003-05-11T05:00:00+0000,article,National Desk,U.S.,Correction,nyt://article/961a4985-afd0-577c-883a-7050cd527eb9,141,nyt://article/961a4985-afd0-577c-883a-7050cd527eb9,Corrections,,,Corrections,,,,,[],,
5,"Following is an accounting of the articles in which falsification, plagiarism and similar problems were discovered in a review of articles written by Jayson Blair, a reporter for The New York Times who resigned May 1. The review, conducted by a team of Times reporters and researchers, concentrated on the 73 articles Mr. Blair wrote since late October, when he was given roving national assignments and began covering major news events including the Washington-area sniper attacks and the rescue of Pfc. Jessica D. Lynch. Spot checks of his previous stories also found errors of fact and possible fabrications.",https://www.nytimes.com/2003/05/11/national/witnesses-and-documents-unveil-deceptions-in-a-reporters-work.html,"Following is an accounting of the articles in which falsification, plagiarism and similar problems were discovered in a review of articles written by Jayson Blair, a reporter for The New York Times who resigned May 1. The review, conducted by a te..."," Following is an accounting of the articles in which falsification, plagiarism and similar problems were discovered in a review of articles written by Jayson Blair, a reporter for The New York Times who resigned May 1. The review, conducted by a team of Times reporters and researchers, concentrated on the 73 articles Mr. Blair wrote since late October, when he was given roving national assignments and began covering major news events including the Washington-area sniper attacks and the rescue of Pfc. Jessica D. Lynch. Spot checks of his previous stories also found errors of fact and possible fabrications. ",,,The New York Times,[],"[{'name': 'persons', 'value': 'Blair, Jayson', 'rank': 1, 'major': 'N'}]",2003-05-11T05:00:00+0000,article,National,U.S.,Sidebar,nyt://article/cf865c2d-0b09-5d0d-ba5e-c484a037271f,12881,nyt://article/cf865c2d-0b09-5d0d-ba5e-c484a037271f,Witnesses and Documents Unveil Deceptions in a Reporter's Work,,,Witnesses and Documents Unveil Deceptions in a Reporter's Work,,,,By The New York Times,[],The New York Times,
6," A selective listing by critics of The Times of noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    JANN ARDEN, Upstairs at Studio 54, 254 West 54th Street, Manhattan, (212) 445-0190. The Canadian songwriter Jann Arden's affectionate folk-pop has found a place on movie soundtracks and television shows like ''Dawson's Creek.'' For her first New York shows in seven years, she's playing a weeklong engagement that is being filmed for Canadian television. Tonight and tomorrow night at 8; tickets are $37.50 in advance, $40 on the day of the show (Jon Pareles).",https://www.nytimes.com/2003/05/09/movies/pop-and-jazz-guide-608440.html,,A selective listing by critics of The Times of noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,E,6,The New York Times,[],[],2003-05-09T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/438e426f-21d4-546b-8d10-eb2e4bed4a91,2937,nyt://article/438e426f-21d4-546b-8d10-eb2e4bed4a91,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,
7," EVENTS    NEW YORK CITY BUSINESS EXPO, Fulton Street, from Broadway to Gold Street, Lower Manhattan. Today, 11 a.m. to 6 p.m. Sponsored by Community Planning Board No. 1.    SUNSET SINGING CIRCLE, Robert F. Wagner Jr. Park, Pavilions, Battery Park City, Lower Manhattan. A sing-along with Terre Roche, a singer and guitarist. Fridays at 7 through May. Free.",https://www.nytimes.com/2003/05/09/arts/spare-times-593346.html,,EVENTS,E,43,The New York Times,[],[],2003-05-09T05:00:00+0000,article,Leisure/Weekend Desk,Arts,Schedule,nyt://article/863e19b9-aeb6-549d-b415-ae1d97d5b331,3436,nyt://article/863e19b9-aeb6-549d-b415-ae1d97d5b331,SPARE TIMES,,,SPARE TIMES,,,,,[],,
8,Opera.,https://www.nytimes.com/2003/05/04/arts/music/music-listings.html,Opera., Opera ,,,The New York Times,[],[],2003-05-04T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/9b65336f-6a42-5c62-8a67-c33f07a70d9d,2334,nyt://article/9b65336f-6a42-5c62-8a67-c33f07a70d9d,Music Listings,,,Music Listings,,,,,[],,Music
9,"Profile of Tottenville neighborhood of Staten Island, New York, from point of view of prospective resident; photos; map (M)",https://www.nytimes.com/2003/05/04/realestate/if-you-re-thinking-living-tottenville-small-town-feeling-coveted-schools.html,"Profile of Tottenville neighborhood of Staten Island, New York, from point of view of prospective resident; photos; map (M)","IN the late 1990's, Marilyn Blohm and her husband, John, were living the bucolic life on a street that ran through a patch of protected Staten Island woods called the Clay Pit Ponds State Park Preserve. It was quiet and green, safe for their two young sons and a happy haven for the family dogs. When it came time to move to a neighborhood with more children for their sons to play with, they found the perfect house nearby in Tottenville.",11,5,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'TOTTENVILLE (NYC)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Staten Island (NYC)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Social Conditions and Trends', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Housing', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'GEOGRAPHIC PROFILES', 'rank': 6, 'major': 'N'}]",2003-05-04T05:00:00+0000,article,Real Estate Desk,Real Estate,News,nyt://article/152fcb80-7735-56fb-9c89-2c8ac4a23e03,1705,nyt://article/152fcb80-7735-56fb-9c89-2c8ac4a23e03,If You're Thinking of Living In/Tottenville; Small-Town Feeling And Coveted Schools,,,If You're Thinking of Living In/Tottenville; Small-Town Feeling And Coveted Schools,,,,By Claire Wilson,"[{'firstname': 'Claire', 'middlename': None, 'lastname': 'Wilson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
