,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/1980/12/07/archives/arts-entertainment-guide-theater-recent-openings-film-music-dance.html,,,T,17,The New York Times,[],[],1980-12-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/939e6063-38a0-573b-8fe5-6e9c37886fc9,0,nyt://article/939e6063-38a0-573b-8fe5-6e9c37886fc9,Arts & Entertainment Guide; Theater Recent Openings Film Music Dance Art Photography Children,7,,Arts & Entertainment Guide; Theater Recent Openings Film Music Dance Art Photography Children,,,,,[],
1,,https://www.nytimes.com/1980/12/06/archives/obituary-6-no-title.html,,,,20,The New York Times,[],[],1980-12-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/3de609ff-6bce-5396-af49-b7a549089d4d,0,nyt://article/3de609ff-6bce-5396-af49-b7a549089d4d,Obituary 6 -- No Title,1,,Obituary 6 -- No Title,,,,,[],
2,MOST pop musicians whose albums sell in the platinum range of a million copies and who star in  movies find themselves spending more...  ,https://www.nytimes.com/1980/12/05/archives/the-pop-life-willie-nelson-likes-to-keep-on-the-move.html,,,T,13,The New York Times,[],[],1980-12-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/3805cf1c-f58c-5e54-9008-9fee0ee49fd8,0,nyt://article/3805cf1c-f58c-5e54-9008-9fee0ee49fd8,The Pop Life; Willie Nelson likes to keep on the move. ,1,,The Pop Life; Willie Nelson likes to keep on the move. ,,,,By Robert Palmer,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Palmer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,,https://www.nytimes.com/1980/12/05/archives/obituary-9-no-title.html,,,M,11,The New York Times,[],[],1980-12-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/13e1e223-7703-5405-9bac-c8c55ba3c625,0,nyt://article/13e1e223-7703-5405-9bac-c8c55ba3c625,Obituary 9 -- No Title,1,,Obituary 9 -- No Title,,,,,[],
4,"AS the curtain rises each night on West 43d Street, ""The Fifth of July"" opens with a striking apparition: swathed in a glittery  fringed shawl and a pink feather boa,...  ",https://www.nytimes.com/1980/12/05/archives/new-faces-cynthia-nixon-and-amy-wright-two-versions-of-the.html,,,T,3,The New York Times,[],[],1980-12-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/4070b8ab-baf9-5e67-9ff7-7d7b89f21136,0,nyt://article/4070b8ab-baf9-5e67-9ff7-7d7b89f21136,New Faces: Cynthia Nixon and Amy Wright Two Versions of the Sophisticated Adolescent Brat; Newcomer and Veteran Third Lanford Wilson Play,1,,New Faces: Cynthia Nixon and Amy Wright Two Versions of the Sophisticated Adolescent Brat; Newcomer and Veteran Third Lanford Wilson Play,,,,By Leslie Bennetts,"[{'firstname': 'Leslie', 'middlename': None, 'lastname': 'Bennetts', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
5,"Con Errico is 58, and appears to be aging rapidly under the strain of being the man on the spot in horse racing's longest and most puzzling investigation. That strain intensified Monday when a Federal Appellate Court in Manhattan refused to overturn the former jockey's conviction for racketeering in connection with the fixing of thoroughbred races at Aqueduct and Saratoga in 1974 and 1975.  ",https://www.nytimes.com/1980/12/03/archives/errico-is-key-to-future-of-racefix-inquiry-discharged-from-hospital.html,,,S,19,The New York Times,[],[],1980-12-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/529e177e-8042-5f3f-b8d0-ff3507b7b14b,0,nyt://article/529e177e-8042-5f3f-b8d0-ff3507b7b14b,Errico Is Key to Future of Race-Fix Inquiry; Discharged From Hospital The Rico Statute Called 'The Linchpin' The Errico Story and Race-Fixing Inquiry Reach a Watershed 11 Jockeys Implicated Testifies Under Immunity Many Questions Raised ,2,,Errico Is Key to Future of Race-Fix Inquiry; Discharged From Hospital The Rico Statute Called 'The Linchpin' The Errico Story and Race-Fixing Inquiry Reach a Watershed 11 Jockeys Implicated Testifies Under Immunity Many Questions Raised ,,,,By Steve Cadycon Errico'S Sister,"[{'firstname': 'Steve', 'middlename': 'Cadycon', 'lastname': ""Errico'S"", 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,"THE key characters in ""The Competition"" are pianists, but somehow all the music for this love story seems to be coming from a string section. The movie isn't truly softhearted: if ...  ",https://www.nytimes.com/1980/12/03/archives/film-olianskys-competition-keyboard-rivalry.html,,,T,27,The New York Times,[],[],1980-12-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/d96248ab-0708-5cd7-93fd-27455407e300,0,nyt://article/d96248ab-0708-5cd7-93fd-27455407e300,Film: Oliansky's 'Competition'; Keyboard Rivalry ,1,,Film: Oliansky's 'Competition'; Keyboard Rivalry ,,,,By Janet Maslin,"[{'firstname': 'Janet', 'middlename': None, 'lastname': 'Maslin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,,https://www.nytimes.com/1980/12/03/archives/obituary-6-no-title.html,,,M,11,The New York Times,[],[],1980-12-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/44df50cc-6ba6-5065-b87d-76602539e971,0,nyt://article/44df50cc-6ba6-5065-b87d-76602539e971,Obituary 6 -- No Title,1,,Obituary 6 -- No Title,,,,,[],
8,,https://www.nytimes.com/1980/12/03/archives/entertainment-events-theater-film-music-dance.html,,,T,30,The New York Times,[],[],1980-12-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/9c845120-3cf1-5151-9436-f97f44144efe,0,nyt://article/9c845120-3cf1-5151-9436-f97f44144efe,Entertainment Events; Theater Film Music Dance ,1,,Entertainment Events; Theater Film Music Dance ,,,,,[],
9,"Most American colleges are apparently routinely asking prospective students to waive their privilege to see documents in their admissions files, which, were once confidential but were opened to students five years ago by Federal law.  ",https://www.nytimes.com/1980/12/03/archives/colleges-ask-students-to-forgo-right-to-see-files-colleges-ask.html,,,A,1,The New York Times,[],[],1980-12-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/3802f892-8a04-5876-9bfe-e3c293f9b5b5,0,nyt://article/3802f892-8a04-5876-9bfe-e3c293f9b5b5,Colleges Ask Students to Forgo Right to See Files; Colleges Ask Applicants to Forgo Rights to See Files 'No Reason Not to Sign' 500 Complaints a Year Forms of Presentation Northwestern Destroys Documents,2,,Colleges Ask Students to Forgo Right to See Files; Colleges Ask Applicants to Forgo Rights to See Files 'No Reason Not to Sign' 500 Complaints a Year Forms of Presentation Northwestern Destroys Documents,,,,By Edward B. Fiske,"[{'firstname': 'Edward', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
