,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,The Clinton and Obama campaigns are aggressively pursuing members of a group that could decide the outcome at the convention.,https://www.nytimes.com/2008/02/10/us/politics/10superdelegates.html,The Clinton and Obama campaigns are aggressively pursuing members of a group that could decide the outcome at the convention.,"WASHINGTON  Seeing a good possibility that the Democratic presidential nomination will not be settled in the primaries and caucuses, Senators Hillary Rodham Clinton and Barack Obama are lavishing attention on a group that might hold the balance of power: elected officials and party leaders who could decide the outcome at the convention in August. ",A,1,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/02/10/us/10delegate.2-190.jpg', 'height': 236, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'subject', 'value': 'PRIMARIES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Clinton, Hillary Rodham', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 5, 'major': 'N'}]",2008-02-10T05:00:00+0000,article,National,U.S.,Politics,News,nyt://article/1fdf03ad-11b2-5e50-b15e-582134de21ea,1485,nyt://article/1fdf03ad-11b2-5e50-b15e-582134de21ea,"Neck and Neck, Democrats Woo Superdelegates",,,"Neck and Neck, Democrats Woo Superdelegates",,,,By Adam Nagourney and Carl Hulse,"[{'firstname': 'Adam', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
1,"WASHINGTON — Seeing a good possibility that the Democratic presidential nomination will not be settled in the primaries and caucuses, Senators Hillary Rodham Clinton and Barack Obama are lavishing attention on a group that might hold the balance of power: elected officials and party leaders who could decide the outcome at the convention in August.",https://www.nytimes.com/2008/02/10/world/americas/10iht-10superdelegates.9899121.html,,"WASHINGTON — Seeing a good possibility that the Democratic presidential nomination will not be settled in the primaries and caucuses, Senators Hillary Rodham Clinton and Barack Obama are lavishing attention on a group that might hold the balance of power: elected officials and party leaders who could decide the outcome at the convention in August.",,,International Herald Tribune,[],[],2008-02-10T05:00:00+0000,article,IHT News,World,Americas,News,nyt://article/755035d4-8e0b-58ea-93a6-d9c8fae3347f,1406,nyt://article/755035d4-8e0b-58ea-93a6-d9c8fae3347f,"Neck and neck, Democrats woo superdelegates",,,"Neck and neck, Democrats woo superdelegates",,,,By Adam Nagourney and Carl Hulse,"[{'firstname': 'Adam', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
2,Democrats and Republicans acknowledged the sense that an era was ending as President Bush gave his last State of the Union speech. ,https://www.nytimes.com/2008/01/29/washington/29scene.html,Democrats and Republicans acknowledged the sense that an era was ending as President Bush gave his last State of the Union speech. ,WASHINGTON  Democrats never seemed so elated about the prospect of a major speech by President Bush. Or of having it finished.,A,20,The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/01/29/us/29obama533.1.jpg', 'height': 311, 'width': 533, 'legacy': {'widewidth': 533, 'wideheight': 311, 'wide': 'images/2008/01/29/us/29obama533.1.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/01/29/us/29obama.xlarge1.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2008/01/29/us/29obama.xlarge1.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/01/29/us/29obama.xlarge1.jpg', 'height': 350, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/01/29/us/29obama.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/01/29/us/29obama.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Republican Party', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'State of the Union Message (US)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 4, 'major': 'N'}]",2008-01-29T05:00:00+0000,article,National,Washington,,News,nyt://article/24277c16-0250-508e-b23a-419d119209a2,886,nyt://article/24277c16-0250-508e-b23a-419d119209a2,"For Democrats, a Gleeful State of the Union",,,"What’s the State of the Union? Well, Gleeful, if You’re a Democrat",,,,By Carl Hulse,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,"Rachel K. Paulose, the United States attorney in Minnesota, said that she would step down to go to work at the Justice Department in Washington on legal policies.",https://www.nytimes.com/2007/11/20/us/20justice.html,"Rachel K. Paulose, the United States attorney in Minnesota, said that she would step down to go to work at the Justice Department in Washington on legal policies.","WASHINGTON, Nov. 19 — The embattled United States attorney in Minnesota announced on Monday that she would step down to go to work at the Justice Department in Washington on legal policies. ",A,14,The New York Times,[],"[{'name': 'organizations', 'value': 'Justice Department', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Washington (DC)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Paulose, Rachel K', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Minnesota', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Attorneys', 'rank': 5, 'major': 'N'}]",2007-11-20T05:00:00+0000,article,National,U.S.,,News,nyt://article/c9fc7811-ac7b-5c92-ae94-297d1d01d7cf,499,nyt://article/c9fc7811-ac7b-5c92-ae94-297d1d01d7cf,"Amid Turmoil, U.S. Attorney Will Shift to Headquarters",,,"Amid Turmoil, U.S. Attorney Will Shift to Headquarters",,,,By Philip Shenon,"[{'firstname': 'Philip', 'middlename': None, 'lastname': 'Shenon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"The announcement by the prosecutor, Rachel K. Paulose, came after reports of new staff turmoil in her office.",https://www.nytimes.com/2007/11/20/washington/20cnd-justice.html,"The announcement by the prosecutor, Rachel K. Paulose, came after reports of new staff turmoil in her office.","WASHINGTON, Nov. 19 — The embattled United States attorney in Minnesota announced today that she would be stepping down to go work at the Justice Department in Washington on legal policy issues.",A,,The New York Times,[],[],2007-11-20T05:00:00+0000,article,ContinuousNews,Washington,,News,nyt://article/3344e1b8-70b4-5065-8ee4-ddcd2caf49bb,537,nyt://article/3344e1b8-70b4-5065-8ee4-ddcd2caf49bb,U.S. Attorney in Minnesota Is Reassigned,,,U.S. Attorney in Minnesota Is Reassigned,,,,By Philip Shenon,"[{'firstname': 'Philip', 'middlename': None, 'lastname': 'Shenon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
5,Eight senators told Democratic leaders that they could not support any compromise that limits their states’ ability to cover parents along with children. ,https://www.nytimes.com/2007/11/15/washington/15health.html,Eight senators told Democratic leaders that they could not support any compromise that limits their states’ ability to cover parents along with children. ,"WASHINGTON, Nov. 14 — Congressional efforts to expand the State Children’s Health Insurance Program have run into a new roadblock. Eight Democratic senators say they cannot support any compromise that limits their states’ ability to cover parents along with children.",A,22,The New York Times,[],"[{'name': 'persons', 'value': 'Pelosi, Nancy', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""State Children's Health Insurance Program (S-CHIP)"", 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Congressional Black Caucus', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Menendez, Robert', 'rank': 5, 'major': 'N'}]",2007-11-15T05:00:00+0000,article,National,Washington,,News,nyt://article/e99087ae-af64-5421-aa42-94adac7edc73,655,nyt://article/e99087ae-af64-5421-aa42-94adac7edc73,8 Democrats Pose Hurdle for Children’s Health Bill,,,8 Democrats Pose Hurdle For Children’s Health Bill,,,,By Robert Pear,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Pear', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,"Senator Hillary Rodham Clinton, along with 29 other Democratic senators, signed a letter to President Bush expressing “serious concerns” about the administration’s posture toward Iran.",https://thecaucus.blogs.nytimes.com/2007/11/01/clinton-signs-letter-on-iran/,"Senator Hillary Rodham Clinton, along with 29 other Democratic senators, signed a letter to President Bush expressing “serious concerns” about the administration’s posture toward Iran.","Hillary Rodham Clinton’s Senate office announced this afternoon that Mrs. Clinton, along with 29 other Democratic senators, had signed a letter to President Bush expressing “serious concerns” about the administration’s posture toward Iran and its strategy to stop that nation from developing nuclear weapons. ",,,The New York Times,[],[],2007-11-01T22:53:31+0000,article,National,U.S.,Politics,News,nyt://article/dafc7ccf-09a3-57bc-a173-e8c325a68552,658,nyt://article/dafc7ccf-09a3-57bc-a173-e8c325a68552,Clinton Signs Letter on Iran,The Caucus,,,,,,By Patrick Healy,"[{'firstname': 'Patrick', 'middlename': None, 'lastname': 'Healy', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,WASHINGTON — Mattel's chief executive has apologized to Congress for failing to stop toys coated in lead paint from reaching consumers and vowed to take immediate steps to prevent it from happening again.,https://www.nytimes.com/2007/09/13/business/worldbusiness/13iht-toys.1.7491676.html,,WASHINGTON — Mattel's chief executive has apologized to Congress for failing to stop toys coated in lead paint from reaching consumers and vowed to take immediate steps to prevent it from happening again.,,,International Herald Tribune,[],[],2007-09-13T05:00:00+0000,article,IHT News,Business Day,International Business,News,nyt://article/31c715e1-1dff-51b8-8583-9debcf978c52,845,nyt://article/31c715e1-1dff-51b8-8583-9debcf978c52,Mattel apologizes for failing to prevent toys with lead from reaching consumers,,,Mattel apologizes for failing to prevent toys with lead from reaching consumers,,,,By Eric Lipton,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Lipton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,"Robert A. Eckert, Mattel’s C.E.O., told Congress that the toy industry would work to prevent unsafe toys from entering the U.S.",https://www.nytimes.com/2007/09/13/business/13toys.html,"Robert A. Eckert, Mattel’s C.E.O., told Congress that the toy industry would work to prevent unsafe toys from entering the U.S.","WASHINGTON, Sept. 12 — Mattel’s chief executive apologized to Congress on Wednesday for failing to stop toys coated in lead paint from reaching consumers and vowed to take immediate steps to prevent it from happening again.",C,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/12/business/12cnd_mattel.600.jpg', 'height': 400, 'width': 600, 'legacy': {'xlarge': 'images/2007/09/12/business/12cnd_mattel.600.jpg', 'xlargewidth': 600, 'xlargeheight': 400}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/12/business/12cnd_mattel.600.jpg', 'height': 400, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/12/business/mattel.190.jpg', 'height': 129, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/12/business/mattel.757575.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/09/12/business/mattel.757575.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Senate', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Lead', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Mattel Inc', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Recalls and Bans of Products', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Eckert, Robert A', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Protection', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Toys', 'rank': 8, 'major': 'N'}]",2007-09-13T04:00:00+0000,article,Business,Business Day,,News,nyt://article/2ab714cb-d352-5c27-8102-fc5f792ee5c1,884,nyt://article/2ab714cb-d352-5c27-8102-fc5f792ee5c1,Senators Urge More Stringent Rules for Toy Safety,,,Senators Urge More Stringent Rules for Toy Safety,,,,By Eric Lipton,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Lipton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,"WASHINGTON — The chief executive of Mattel apologized Wednesday to Congress for failing to stop lead-laced toys from entering the global marketplace, vowing to take immediate steps to join with others in the toy industry to prevent it from happening again.",https://www.nytimes.com/2007/09/12/business/worldbusiness/12iht-toys.4.7483725.html,,"WASHINGTON — The chief executive of Mattel apologized Wednesday to Congress for failing to stop lead-laced toys from entering the global marketplace, vowing to take immediate steps to join with others in the toy industry to prevent it from happening again.",,,International Herald Tribune,[],[],2007-09-12T05:00:00+0000,article,IHT News,Business Day,International Business,News,nyt://article/35867319-a023-5e00-b29a-f453bf5225fc,759,nyt://article/35867319-a023-5e00-b29a-f453bf5225fc,Mattel chief apologizes for failing to keep led-laced toys out of marketplace,,,Mattel chief apologizes for failing to keep led-laced toys out of marketplace,,,,By Eric Lipton,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Lipton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
