,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,The United States signed a deal with Taliban insurgents on Saturday that could pave the way toward a full withdrawal of foreign soldiers from Afghanistan and represent a step toward ending the 18-year-war there. Below are the key details. ,https://www.nytimes.com/reuters/2020/02/29/world/asia/29reuters-usa-afghanistan-taliban-details-factbox.html,The United States signed a deal with Taliban insurgents on Saturday that could pave the way toward a full withdrawal of foreign soldiers from Afghanistan and represent a step toward ending the 18-year-war there. Below are the key details. ,(Reuters) - The United States signed a deal with Taliban insurgents on Saturday that could pave the way toward a full withdrawal of foreign soldiers from Afghanistan and represent a step toward ending the 18-year-war there. Below are the key details. ,Reuters,[],[],2020-02-29T15:35:21+0000,article,None,World,Asia Pacific,News,nyt://article/052a284f-fdb7-5e32-b73d-f70dce2efa75,600,nyt://article/052a284f-fdb7-5e32-b73d-f70dce2efa75,Factbox: Details of the Deal Signed Between the United States and the Taliban,,,Factbox: Details of the Deal Signed Between the United States and the Taliban,,,,By Reuters,[],Reuters
1,"To reclaim the Alabama Senate seat he held for 20 years, Jeff Sessions must first get through a competitive GOP primary with challengers eager to capitalize on his very public falling out with President Donald Trump. ",https://www.nytimes.com/aponline/2020/02/29/us/ap-us-election-2020-alabama-senate.html,"To reclaim the Alabama Senate seat he held for 20 years, Jeff Sessions must first get through a competitive GOP primary with challengers eager to capitalize on his very public falling out with President Donald Trump. ","MONTGOMERY, Ala. — To reclaim the Alabama Senate seat he held for 20 years, Jeff Sessions must first get through a competitive GOP primary with challengers eager to capitalize on his very public falling out with President Donald Trump. ",AP,[],[],2020-02-29T15:26:10+0000,article,None,U.S.,,News,nyt://article/e7672287-d853-56ed-b8f8-c5f043a6c1ff,863,nyt://article/e7672287-d853-56ed-b8f8-c5f043a6c1ff,Jeff Sessions in Fight to Win Back His Old Senate Seat,,,Jeff Sessions in Fight to Win Back His Old Senate Seat,,,,By The Associated Press,[],The Associated Press
2,"From the perspective of teens, TikTok is a major new outlet for self-expression, one proudly home to the silly, the loud and the weird.",https://www.nytimes.com/aponline/2020/02/29/business/bc-us-tiktok-concerns.html,"From the perspective of teens, TikTok is a major new outlet for self-expression, one proudly home to the silly, the loud and the weird.","From the perspective of teens, TikTok is a major new outlet for self-expression, one proudly home to the silly, the loud and the weird.",AP,[],[],2020-02-29T14:32:18+0000,article,None,Business Day,,News,nyt://article/cbc19f86-5f74-5857-b478-071652e6af4b,1083,nyt://article/cbc19f86-5f74-5857-b478-071652e6af4b,Teens Love the Video App TikTok. Do They Love It Too Much?,,,Teens Love the Video App TikTok. Do They Love It Too Much?,,,,By The Associated Press,[],The Associated Press
3,A visual chronicle of the Afghanistan conflict.,https://www.nytimes.com/2020/02/29/world/asia/afghanistan-war-photos-pictures.html,A visual chronicle of the Afghanistan conflict.,"Soon after the attacks of Sept. 11, 2001, the United States military’s attention turned to Afghanistan, where Al Qaeda’s leaders were based. Many knew an invasion was sure to come.",The New York Times,[],"[{'name': 'subject', 'value': 'Afghanistan War (2001- )', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'AFGHANISTAN', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Civilian Casualties', 'rank': 6, 'major': 'N'}]",2020-02-29T14:00:44+0000,article,Foreign,World,Asia Pacific,News,nyt://article/b7ff77a6-8f7f-59d2-8d6f-764a3b6b081d,832,nyt://article/b7ff77a6-8f7f-59d2-8d6f-764a3b6b081d,Photos From America’s Longest War,,,,,,,,[],
4,"More than 18 years after the U.S. invasion toppled Taliban rule in Afghanistan, Washington on Saturday signed a peace agreement with the insurgents to end the costly war and bring American troops home. However, it's far from clear what kind of Afghanistan the U.S. occupation will leave behind. ",https://www.nytimes.com/aponline/2020/02/29/world/asia/ap-as-afghanistan-peace-deal-ap-explains-.html,"More than 18 years after the U.S. invasion toppled Taliban rule in Afghanistan, Washington on Saturday signed a peace agreement with the insurgents to end the costly war and bring American troops home. However, it's far from clear what kind of Afg...","KABUL, Afghanistan — More than 18 years after the U.S. invasion toppled Taliban rule in Afghanistan, Washington on Saturday signed a peace agreement with the insurgents to end the costly war and bring American troops home. However, it's far from clear what kind of Afghanistan the U.S. occupation will leave behind. ",AP,[],[],2020-02-29T13:44:12+0000,article,None,World,Asia Pacific,News,nyt://article/d3bff2a1-179e-5516-86dc-04ee7527489f,1011,nyt://article/d3bff2a1-179e-5516-86dc-04ee7527489f,AP Explains: US-Taliban Deal Won't Ensure Peace for Afghans,,,AP Explains: US-Taliban Deal Won't Ensure Peace for Afghans,,,,By The Associated Press,[],The Associated Press
5,"The former Soviet Union marched into Afghanistan on Christmas Eve, 1979, claiming it was invited by the new Afghan communist leader, Babrak Karmal, setting the country on a path of 40 years of seemingly endless wars and conflict. ",https://www.nytimes.com/aponline/2020/02/29/world/asia/ap-as-afghanistan-timeline.html,"The former Soviet Union marched into Afghanistan on Christmas Eve, 1979, claiming it was invited by the new Afghan communist leader, Babrak Karmal, setting the country on a path of 40 years of seemingly endless wars and conflict. ","KABUL, Afghanistan — The former Soviet Union marched into Afghanistan on Christmas Eve, 1979, claiming it was invited by the new Afghan communist leader, Babrak Karmal, setting the country on a path of 40 years of seemingly endless wars and conflict. ",AP,[],[],2020-02-29T13:41:08+0000,article,None,World,Asia Pacific,News,nyt://article/0fd7581f-07f0-5cea-8c2c-a260186ef85c,1064,nyt://article/0fd7581f-07f0-5cea-8c2c-a260186ef85c,A Timeline of Key Events in Afghanistan's 40 Years of Wars,,,A Timeline of Key Events in Afghanistan's 40 Years of Wars,,,,By The Associated Press,[],The Associated Press
6,President Donald Trump's quest for a second term received a boost on Saturday from the deal with the Taliban for a troop pullout from Afghanistan but it could take time - possibly years - before all U.S. forces come home from America's longest war.,https://www.nytimes.com/reuters/2020/02/29/world/asia/29reuters-usa-afghanistan-taliban-withdrawal.html,President Donald Trump's quest for a second term received a boost on Saturday from the deal with the Taliban for a troop pullout from Afghanistan but it could take time - possibly years - before all U.S. forces come home from America's longest war...,WASHINGTON — President Donald Trump's quest for a second term received a boost on Saturday from the deal with the Taliban for a troop pullout from Afghanistan but it could take time - possibly years - before all U.S. forces come home from America's longest war.,Reuters,[],[],2020-02-29T13:17:12+0000,article,None,World,Asia Pacific,News,nyt://article/f979cfad-96a8-5cad-9537-4ce0363bf451,722,nyt://article/f979cfad-96a8-5cad-9537-4ce0363bf451,Afghanistan Deal Is Political Boost for Trump but Pullout Could Take Years,,,Afghanistan Deal Is Political Boost for Trump but Pullout Could Take Years,,,,By Reuters,[],Reuters
7,President Donald Trump has not proved to be the bearer of reliable information when calamity threatens and people want straight answers about it. That's happening again as he addresses the prospect of a coronavirus outbreak in the U.S.,https://www.nytimes.com/aponline/2020/02/29/us/politics/ap-us-fact-check-week.html,President Donald Trump has not proved to be the bearer of reliable information when calamity threatens and people want straight answers about it. That's happening again as he addresses the prospect of a coronavirus outbreak in the U.S.,WASHINGTON — President Donald Trump has not proved to be the bearer of reliable information when calamity threatens and people want straight answers about it. That's happening again as he addresses the prospect of a coronavirus outbreak in the U.S.,AP,[],[],2020-02-29T13:08:16+0000,article,None,U.S.,Politics,News,nyt://article/b4385be1-1c6f-56f8-bcc1-40ebf17c5f63,2570,nyt://article/b4385be1-1c6f-56f8-bcc1-40ebf17c5f63,AP FACT CHECK: Trump's Viral Spin on Virus; Dem Oversteps,,,AP FACT CHECK: Trump's Viral Spin on Virus; Dem Oversteps,,,,By The Associated Press,[],The Associated Press
8,The United States signed a deal with Taliban insurgents on Saturday that could pave the way toward a full withdrawal of foreign troops from Afghanistan and represent a step toward ending the 18-year-war in the nation.,https://www.nytimes.com/reuters/2020/02/29/world/asia/29reuters-usa-afghanistan-taliban-reaction-factbox.html,The United States signed a deal with Taliban insurgents on Saturday that could pave the way toward a full withdrawal of foreign troops from Afghanistan and represent a step toward ending the 18-year-war in the nation.,(Reuters) - The United States signed a deal with Taliban insurgents on Saturday that could pave the way toward a full withdrawal of foreign troops from Afghanistan and represent a step toward ending the 18-year-war in the nation.,Reuters,[],[],2020-02-29T12:23:14+0000,article,None,World,Asia Pacific,News,nyt://article/a433d6c0-9de6-52ba-8de8-d9429e7d6d21,955,nyt://article/a433d6c0-9de6-52ba-8de8-d9429e7d6d21,Factbox: Reactions to U.S. Troop Withdrawal Deal With Taliban,,,Factbox: Reactions to U.S. Troop Withdrawal Deal With Taliban,,,,By Reuters,[],Reuters
9,"An outpouring of black voter support propelled Joe Biden to a convincing victory in South Carolina’s Democratic primary on Saturday, resurrecting his faltering White House bid and giving the former vice president a chance to claim he is the moderate alternative to front-runner Bernie Sanders.",https://www.nytimes.com/reuters/2020/02/29/us/politics/29reuters-usa-election-south-carolina.html,"An outpouring of black voter support propelled Joe Biden to a convincing victory in South Carolina’s Democratic primary on Saturday, resurrecting his faltering White House bid and giving the former vice president a chance to claim he is the modera...","COLUMBIA, S.C. — An outpouring of black voter support propelled Joe Biden to a convincing victory in South Carolina’s Democratic primary on Saturday, resurrecting his faltering White House bid and giving the former vice president a chance to claim he is the moderate alternative to front-runner Bernie Sanders.",Reuters,[],[],2020-02-29T11:23:12+0000,article,None,U.S.,Politics,News,nyt://article/e0f83edb-d625-5a87-bef3-7f216a413fac,852,nyt://article/e0f83edb-d625-5a87-bef3-7f216a413fac,Big South Carolina Win Gives Joe Biden Campaign New Life; Super Tuesday Showdown Awaits,,,Big South Carolina Win Gives Joe Biden Campaign New Life; Super Tuesday Showdown Awaits,,,,By Reuters,[],Reuters
