,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,Charles Baxter Op-Ed article discusses unusual 'political torpor' in Minnesota over Senate race between Amy Klobuchar and Mark Kennedy; drawing (M),https://www.nytimes.com/2006/08/06/opinion/our-happy-warriors.html,Charles Baxter Op-Ed article discusses unusual 'political torpor' in Minnesota over Senate race between Amy Klobuchar and Mark Kennedy; drawing (M),"Minneapolis - IN Minnesota, a state known for its lively political scene, some sort of anesthesia has been temporarily applied to the body politic. The uncharacteristic absence of dinner-party arguments, hand-painted lawn signs, bumper stickers and letters to the editor about the coming Senate race has unnerved many friends and neighbors. Over our drought-stricken state, plagued in the north with forest fires, an odd stillness prevails, except about the weather.",4,13,The New York Times,[],"[{'name': 'glocations', 'value': 'Minnesota', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Wellstone, Paul', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'KENNEDY, MARK', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Klobuchar, Amy', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Dayton, Mark', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'PUBLIC OPINION', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 10, 'major': 'N'}]",2006-08-06T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/727ebcee-b653-54dd-b406-85ccaab91460,512,nyt://article/727ebcee-b653-54dd-b406-85ccaab91460,Our Happy Warriors,Battlegrounds,,Our Happy Warriors,,,,By Charles Baxter,"[{'firstname': 'Charles', 'middlename': None, 'lastname': 'Baxter', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
1,Minnesota doesn't like politicians who reflect sour times.,https://www.nytimes.com/2006/08/06/opinion/06baxter.html,Minnesota doesn't like politicians who reflect sour times.,Minneapolis,WK,13,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2006/08/05/opinion/06baxter.gif', 'height': 181, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2006/08/05/opinion/06baxter_75.gif', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2006/08/05/opinion/06baxter_75.gif', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Dayton, Mark', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Minnesota', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Baxter, Charles', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Wellstone, Paul', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 6, 'major': 'N'}]",2006-08-06T04:00:00+0000,article,OpEd,Opinion,Op-Ed,nyt://article/2df96a83-58d4-5b1f-a936-3551bdf2a970,514,nyt://article/2df96a83-58d4-5b1f-a936-3551bdf2a970,Our Happy Warriors,Battlegrounds,,Our Happy Warriors,,,,By Charles Baxter,"[{'firstname': 'Charles', 'middlename': None, 'lastname': 'Baxter', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
2,"Democrats running for Congress are moving quickly to use the most recent surge in oil and gasoline prices to bash Republicans over energy policy, and more broadly, the direction of the country.     With oil prices hitting a high this week and prices at the pump topping $3 a gallon in many places, Amy Klobuchar, a Democratic Senate candidate in Minnesota, is making the issue the centerpiece of her campaign. Ms. Klobuchar says it ''is one of the first things people bring up'' at her campaign stops.  ",https://www.nytimes.com/2006/04/21/washington/democrats-eager-to-exploit-anger-over-gas-prices.html,"Democrats running for Congress are moving quickly to use the most recent surge in oil and gasoline prices to bash Republicans over energy policy, and more broadly, the direction of the country.     With oil prices hitting a high this week and pric...","WASHINGTON, April 20 - Democrats running for Congress are moving quickly to use the most recent surge in oil and gasoline prices to bash Republicans over energy policy, and more broadly, the direction of the country.",A,1,The New York Times,[],"[{'name': 'organizations', 'value': 'Democratic Party', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Gas (Fuel)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Energy and Power', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'PUBLIC OPINION', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 7, 'major': 'N'}]",2006-04-21T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/d20d7f97-a352-5c15-971f-ddef8aeab4cb,1102,nyt://article/d20d7f97-a352-5c15-971f-ddef8aeab4cb,Democrats Eager to Exploit Anger Over Gas Prices,,,Democrats Eager to Exploit Anger Over Gas Prices,,,,By Michael Janofsky,"[{'firstname': 'Michael', 'middlename': None, 'lastname': 'Janofsky', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Politics
3,"THE most amusing part of announcing a winter pleasure-trip to Minneapolis is watching the reaction of travel snobs who spend their last drachmas every February for a shack on the next, next St. Barts. As these dilettantes plan their trips to equatorial locales, they all but chortle at the seemingly clueless traveler heading north to vacation in Minneapolis -- a place where people actually say, ''you're darn tootin!''      Although these travelers may appear to be dunderheads, they've actually learned to cheat winter by exploiting a maze of indoor ''skyways'' that makes raising a flag above your hut for another umbrella drink seem antediluvian.  ",https://www.nytimes.com/2006/02/12/travel/in-the-frozen-north-an-increasingly-cool-city.html,"THE most amusing part of announcing a winter pleasure-trip to Minneapolis is watching the reaction of travel snobs who spend their last drachmas every February for a shack on the next, next St. Barts. As these dilettantes plan their trips to equat...",Correction Appended,5,7,The New York Times,[],"[{'name': 'glocations', 'value': 'Minneapolis (Minn)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Minnesota Orchestra', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Guthrie Theater', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 4, 'major': 'N'}]",2006-02-12T05:00:00+0000,article,Travel Desk,Travel,News,nyt://article/0ad12e99-afb7-5390-8a73-61b5e913bda5,1638,nyt://article/0ad12e99-afb7-5390-8a73-61b5e913bda5,"In the Frozen North, an Increasingly Cool City",NEXT STOP: MINNEAPOLIS,,"NEXT STOP: MINNEAPOLIS; In the Frozen North, an Increasingly Cool City",,,,By Neal Karlen,"[{'firstname': 'Neal', 'middlename': None, 'lastname': 'Karlen', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
4,"GOLDEN VALLEY, Minnesota — His last night behind bars, Roland Amundson was sitting in the prison library when he felt the large shadow of someone standing over him. He looked up to see the inmate others feared the most, a former motorcycle-gang leader who had been convicted of killing a man in a bar fight - a murder so violent the court doubled the standard sentence.",https://www.nytimes.com/2006/01/13/world/americas/13iht-judge.html,,"GOLDEN VALLEY, Minnesota — His last night behind bars, Roland Amundson was sitting in the prison library when he felt the large shadow of someone standing over him. He looked up to see the inmate others feared the most, a former motorcycle-gang leader who had been convicted of killing a man in a bar fight - a murder so violent the court doubled the standard sentence.",,,International Herald Tribune,[],[],2006-01-13T05:00:00+0000,article,IHT News,World,News,nyt://article/62a5492a-75b5-5afb-9d60-9b97d3d083cb,1130,nyt://article/62a5492a-75b5-5afb-9d60-9b97d3d083cb,Judge gets new worldview from behind bars,,,Judge gets new worldview from behind bars,,,,By Kate Zernike,"[{'firstname': 'Kate', 'middlename': None, 'lastname': 'Zernike', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Americas
5,"His last night behind bars, Roland Amundson was sitting in the prison library when he felt the large shadow of someone standing over him. He looked up to see the inmate others feared the most, a former motorcycle gang leader who had been convicted of killing a man in a bar fight -- a murder so violent the court doubled the standard sentence.     The man wanted to talk.  ",https://www.nytimes.com/2006/01/13/us/a-fallen-judge-rethinks-crime-and-punishment.html,"His last night behind bars, Roland Amundson was sitting in the prison library when he felt the large shadow of someone standing over him. He looked up to see the inmate others feared the most, a former motorcycle gang leader who had been convicted...","GOLDEN VALLEY, Minn. - His last night behind bars, Roland Amundson was sitting in the prison library when he felt the large shadow of someone standing over him. He looked up to see the inmate others feared the most, a former motorcycle gang leader who had been convicted of killing a man in a bar fight -- a murder so violent the court doubled the standard sentence.",A,1,The New York Times,[],"[{'name': 'subject', 'value': 'Courts', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Crime and Criminals', 'rank': 2, 'major': 'N'}]",2006-01-13T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/f0a59995-4208-5a68-a735-4e32210c74cb,1568,nyt://article/f0a59995-4208-5a68-a735-4e32210c74cb,A Fallen Judge Rethinks Crime and Punishment,,,A Fallen Judge Rethinks Crime and Punishment,,,,By Kate Zernike,"[{'firstname': 'Kate', 'middlename': None, 'lastname': 'Zernike', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
6,"Survey of more than 200 law enforcement agencies in 38 states finds universal praise for practice of videotaping interrogations; recordings save time and money, provide compelling evidence, and resolve disputes about coercion; some officials do fear taping may have chilling effect on suspects' candor and contend police must be allowed to tape suspects without their knowledge; fears that juries would be upset by seeing actual interrogation seem unjustified; photo (M)",https://www.nytimes.com/2004/06/13/us/taping-of-interrogations-is-praised-by-police.html,"Survey of more than 200 law enforcement agencies in 38 states finds universal praise for practice of videotaping interrogations; recordings save time and money, provide compelling evidence, and resolve disputes about coercion; some officials do fe...","Police departments that electronically record the interrogations of suspects have come to embrace the practice, according to a new survey of more than 200 law enforcement agencies in 38 states. The study found that officials in those departments almost uniformly said that the recordings saved time and money, created compelling evidence and were effective in resolving disputes about whether confessions were voluntary and about allegations of police misconduct.",1,35,The New York Times,[],"[{'name': 'subject', 'value': 'RECORDINGS (VIDEO)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'States (US)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Finances', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Jury System', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Budgets and Budgeting', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Police', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Crime and Criminals', 'rank': 7, 'major': 'N'}]",2004-06-13T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/1b63e014-9e3a-5cc2-b7e6-a78fcf7d6fd8,912,nyt://article/1b63e014-9e3a-5cc2-b7e6-a78fcf7d6fd8,Taping of Interrogations Is Praised by Police,,,Taping of Interrogations Is Praised by Police,,,,By Adam Liptak,"[{'firstname': 'Adam', 'middlename': None, 'lastname': 'Liptak', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,"New York City Police Dept is so far resisting suggestions that it videotape entire process of interrogating suspects, practice that some other police departments find useful; proponents say process will help prevent wrongful convictions, more than 20 percent of which involve false confessions; say videotaping benefits police and prosecutors by protecting them from claims that they failed to give Miranda rights, denied defendants legal representation or mistreated suspect (L)",https://www.nytimes.com/2003/09/02/nyregion/police-resist-fully-taping-interrogations.html,"New York City Police Dept is so far resisting suggestions that it videotape entire process of interrogating suspects, practice that some other police departments find useful; proponents say process will help prevent wrongful convictions, more than...","Last year, when a judge threw out the convictions of five men in the Central Park jogger case after a sixth man confessed to the rape, a new question immediately arose. Why had the men confessed to being at the scene of the crime?",B,1,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Police Brutality and Misconduct', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'RECORDINGS (VIDEO)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Miranda v Arizona (US Supreme Court 1966 Decision)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Confessions', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Police', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'False Arrests, Convictions and Imprisonments', 'rank': 7, 'major': 'N'}]",2003-09-02T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/fd27557c-dc71-51a0-a42c-823323f5cdc6,1222,nyt://article/fd27557c-dc71-51a0-a42c-823323f5cdc6,Police Resist Fully Taping Interrogations,,,Police Resist Fully Taping Interrogations,,,,By Shaila K. Dewan,"[{'firstname': 'Shaila', 'middlename': 'K.', 'lastname': 'Dewan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
8,Gov Rod R Blagojevich says he will sign bill making Illinois first state to require police to record interrogations of homicide suspects; also supports many elements of second measure to overhaul death penalty system; photo (M),https://www.nytimes.com/2003/07/17/us/illinois-will-require-taping-of-homicide-interrogations.html,Gov Rod R Blagojevich says he will sign bill making Illinois first state to require police to record interrogations of homicide suspects; also supports many elements of second measure to overhaul death penalty system; photo (M),"Though he once opposed the idea, Gov. Rod R. Blagojevich said he would sign a bill on Thursday that would make Illinois the first state to pass legislation requiring police to record their interrogations of homicide suspects.",A,16,The New York Times,[],"[{'name': 'glocations', 'value': 'Illinois', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Blagojevich, Rod R', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'RECORDINGS (AUDIO)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'RECORDINGS (VIDEO)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Capital Punishment', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 7, 'major': 'N'}]",2003-07-17T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/fb14f4fd-ffe4-5a94-9e98-1163c5c4bee9,849,nyt://article/fb14f4fd-ffe4-5a94-9e98-1163c5c4bee9,Illinois Will Require Taping Of Homicide Interrogations,,,Illinois Will Require Taping Of Homicide Interrogations,,,,By Monica Davey,"[{'firstname': 'Monica', 'middlename': None, 'lastname': 'Davey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
9,"  Margaret Jean McFarland, the daughter of Mrs. J. Malcolm McFarland of Cranbury, N.J., and the late Mr. McFarland, was married yesterday to Dr. John Sante Symington, a son of Stuart Symington Jr., and Dr. Janey Symington of St. Louis. The Rev. Laurence D. Fish, an Episcopal priest, performed the ceremony in Hightstown, N.J., at the Ayer Memorial Chapel at the Peddie School, of which the bride is an alumna.",https://www.nytimes.com/1986/06/01/style/margaret-j-mcfarland-becomes-bride.html,,"Margaret Jean McFarland, the daughter of Mrs. J. Malcolm McFarland of Cranbury, N.J., and the late Mr. McFarland, was married yesterday to Dr. John Sante Symington, a son of Stuart Symington Jr., and Dr. Janey Symington of St. Louis. The Rev. Laurence D. Fish, an Episcopal priest, performed the ceremony in Hightstown, N.J., at the Ayer Memorial Chapel at the Peddie School, of which the bride is an alumna.",1,58,The New York Times,[],"[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",1986-06-01T05:00:00+0000,article,Society Desk,Style,News,nyt://article/0be6b870-636d-5b08-8b8a-d66eef97c063,233,nyt://article/0be6b870-636d-5b08-8b8a-d66eef97c063,Margaret J. McFarland Becomes Bride,,,Margaret J. McFarland Becomes Bride,,,,,[],,
