,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0," ATTRACTIONS    Museums and Sites    AMERICAN MUSEUM OF THE MOVING IMAGE, 36-01 35th Avenue, at 36th Street, Astoria, Queens. ''Greek Cinema Showcase,'' featuring the last of four American premieres: ''Passages Through Paradise'' (2003), directed by Yannis Lambrou, tonight at 7:30. Through March 28, films by Lars von Trier; tomorrow at 1:30 p.m., ''Epidemic'' (1987); at 4 p.m., ''The Kingdom,'' Episodes 1 and 2 (1994); at 6:30 p.m., ''The Kingdom,'' Episodes 3 and 4. Sunday at 1:30 p.m., ''Medea'' (1988); at 3:30 p.m., ''The Kingdom II,'' Episodes 1 and 2; at 6:30 p.m., ''The Kingdom II,'' Episodes 3 and 4. Through April 25, ''Blip: Arcade Classics From the Museum Collection,'' an interactive exhibition of video games from the 1970's and 80's. Through November, ''Tim Burton Drawings,'' an exhibition of more than 24 drawings, watercolors and sketches related to that director's films. Museum hours: Wednesdays and Thursdays, noon to 5 p.m.; Fridays, noon to 8 p.m.; Saturdays and Sundays, 11 a.m. to 6 p.m.; and by appointment. Film and video showings are free with admission unless otherwise noted. Museum admission: $10; 65+ and students, $7.50; ages 5 to 18, $5; free for members and children 4 and younger and for everyone, Fridays from 4 to 8 p.m.; Friday evening screenings are extra. Information: (718) 784-0077 or www.movingimage.us.",https://www.nytimes.com/2004/03/19/arts/spare-times-847160.html,"ATTRACTIONS    Museums and Sites    AMERICAN MUSEUM OF THE MOVING IMAGE, 36-01 35th Avenue, at 36th Street, Astoria, Queens. ''Greek Cinema Showcase,'' featuring the last of four American premieres: ''Passages Through Paradise'' (2003), directed b...",ATTRACTIONS,E,39,The New York Times,[],[],2004-03-19T05:00:00+0000,article,Leisure/Weekend Desk,Arts,Schedule,nyt://article/6ed71890-c1eb-5d13-aeb7-535c4456c55f,4381,nyt://article/6ed71890-c1eb-5d13-aeb7-535c4456c55f,SPARE TIMES,,,SPARE TIMES,,,,,[],,
1," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * ALLMAN BROTHERS BAND, Beacon Theater, 2124 Broadway, at 74th Street, (212) 496-7070. The archetypal Southern rock band is still on the road. Gregg Allman, its keyboardist and main singer, is more than ever the band's center, since one of its founders and defining voices, the guitarist Dickey Betts, is estranged from the group. His replacement is Warren Haynes, who has been in and out of the Allmans while also touring with a spinoff, Government Mule. He'll be sharing the twin-guitar passages with Derek Trucks, the nephew of the band's drummer Butch Trucks. Tonight and tomorrow night at 8 and next Monday, Tuesday and Thursday through Sunday nights at 8; tickets are $55 to $75 (Jon Pareles).    COUNT BASIE ORCHESTRA, Birdland, 315 West 44th Street, Clinton, (212) 581-3080. Post-Basie himself, the orchestra goes on, playing some of his great charts and those developed over time through the leadership of Thad Jones, Frank Foster and Grover Mitchell. Tonight and tomorrow night at 9 and 11; cover charge is $40 (Ben Ratliff).",https://www.nytimes.com/2004/03/19/movies/pop-and-jazz-guide-849200.html,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * ALLMAN BROTHERS BAND, Beacon Theater, 2124 Broadway, at 74th Street...",A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,E,26,The New York Times,[],[],2004-03-19T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/abff2595-3f81-5d10-98e9-9f76e25a16ce,5763,nyt://article/abff2595-3f81-5d10-98e9-9f76e25a16ce,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,
2,Opera.,https://www.nytimes.com/2004/03/14/arts/music/music-listings.html,Opera., Opera ,,,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2004-03-14T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/1920e322-b35b-51f8-9106-5dd3aef3d027,2373,nyt://article/1920e322-b35b-51f8-9106-5dd3aef3d027,Music Listings,,,Music Listings,,,,,[],,Music
3," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * AFRO-LATIN JAZZ ORCHESTRA, Alice Tully Hall, Lincoln Center, (212) 721-6500. A new band working under the umbrella of Jazz at Lincoln Center, led by the pianist Arturo O'Farrill; its stated mission is to play not only the work of the great Latin-jazz orchestras like Machito's and Tito Puente's, but also music from South America and elsewhere in the Caribbean. It's a big step for the recognition and canonization of Latin jazz. The project is starting off on the right foot: last year's inaugural concerts demonstrated intellectual power and used a band including many of the best Latin jazz musicians working in New York. Tomorrow night at 8; tickets are $25 to $60 (Ben Ratliff).",https://www.nytimes.com/2004/03/12/movies/pop-and-jazz-guide-753360.html,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * AFRO-LATIN JAZZ ORCHESTRA, Alice Tully Hall, Lincoln Center, (212) ...",A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,E,23,The New York Times,[],[],2004-03-12T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/50fad71e-477c-5379-b184-2d42a56d2421,5579,nyt://article/50fad71e-477c-5379-b184-2d42a56d2421,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,
4,"TISHMAN -- Margaret W., (Peggy) nee Westheimer, 84, passed away peacefully on Friday, March 5, 2004. Beloved wife of 62 years of the late Alan V. Tishman, who predeceased her by seven weeks. Darling mother of Peggy (Pat) T. Hall, the late David Henry Tishman and the late Virginia (Nina) Alexander. Adored grandmother of Adam and Laurie Bramwell, Margaret and David Doyle, and David and Lauren Alexander. Cherished mother-in-law of Richard Alexander and James Q. Hall. Beloved great-grandmother of Patrick, Christopher and Katharine Doyle. Loving sister-in-law of Robert V. Tishman and Virginia Meyerson. Also survived by many nieces, nephews and cousins. Mrs. Tishman served as the first president of United Jewish Appeal-Federation of Jewish Philanthropies. A graduate of Wellesley College, she served on its Board of Trustees and was past president of its National Development Fund Council. Family will receive at Frank E. Campbell Funeral Home, at 1076 Madison Ave., on Sunday, March 7, 2004 between 4:00 and 7:00. Funeral services at Temple Shaaray Tefila, 250 E. 79 St., on Monday, March 8, 2004, at 11 AM. The Shiva observance will be at the Tishman residence on Monday, March 8, 2004, from 6:00-9:00, and Tuesday, March 9, 2004, from 5:00-8:00. Interment private. Gifts to UJA-Federation, Wellesley College and the charity of your choice would be greatly appreciated.     TISHMAN--Margaret (Peggy). The Board, Faculty and Staff of CLAL-The National Jewish Center for Learning and Leadership deeply mourn the loss of our beloved and esteemed Board member, Peggy Tishman. She was such a special person, filled with wisdom, dedication and vision, and elegance and stature. Dedicated to the care and concern of humanity, she helped to make a remarkable difference at CLAL and throughout Jewish life. She was loved and respected by everyone. May her memory be a blessing and may her family find a place of comfort in her great legacy which will continue to live on. Thomas O. Katz, Chairman Rabbi Irwin Kula, President Donna M. Rosenthal, Executive Vice Chairman Rabbi Brad Hirschfield, Vice President     TISHMAN -- Margaret W. (Peggy). The Board and Staff of the Jewish Association for Services for the Aged (JASA) expresses its sorrow at the passing of Peggy Tishman. Mrs. Tishman served as a member of the Federation of Jewish Philanthropies' Committee on Communal Planning, which recommended the establishment of JASA in 1967. This report led to the Federation Board's approval of the establishment of JASA in April 1968. We extend our condolences to Robert V. Tishman, founding Trustee and his daughter Trustee Dr. Nancy Gonchar, Mrs. Tishman's daughter and the entire Tishman family. David M. Warren, President Aileen Gitelson, CEO     TISHMAN--Margaret (Peggy). We are deeply saddened by the loss of our dear and inspiring Peggy, so soon after her husband Alan left us, and extend deepest sympathy to their daughter, Pat Hall, their grandchildren and greatgrandchildren, and to her enormous extended family. Her intelligence, determination, and elegance empowered legions of people to become involved in numerous charitable organizations and to give generously to them. She was truly a role model for all of us, in improving society and helping those less fortunate. We promise to carry on that tradition in Peggy and Alan's memory. John and Dan Tishman and Their Families     TISHMAN--Margaret (Peggy). The Board of Trustees and staff of the Jewish Board of Family and Children's Services acknowledge with great sorrow the death of Peggy Tishman. She was a devoted and visionary leader of the Jewish community. A past JBFCS honoree, with her late husband, Alan, Peggy Understood and was deeply committed to the mission and work of our agency. Peggy was admired and respected by all of us. We will miss her. Our deepest condolences to her family. Jean L. Troubh, President Joseph S. Kaplan, Chairman of the Board Alan B. Siskind, Ph.D. Executive VP and CEO     TISHMAN--Margaret (Peggy). It is with great sadness that the trustees and staff of the NYC Police Foundation mourn the passing of our trustee emeritus, Peggy. From the Foundation's earliest days, Peggy was an innovative thinker and doer. Her diligence, charm and benevolence for more than 30 years will continue to inspire us. Our sincerest sympathies in this difficult time are extended to her family and we hope that the happy memories of her exemplary life and legendary good works will comfort them. George D. Benjamin Chairman Pamela D. Delaney, President     TISHMAN--Margaret Peggy. The Officers, Board of Directors and staff of the Jewish Community Relations Council of New York mourn the death of a giant. Peggy was our third president (1983-1986). She used her wit, charm and extraordinary intelligence to bring disparate people together for the benefit of the Jewish community in New York and in Israel, and for her fellow New Yorkers. May her family be comforted among the mourners of Zion and Jerusalem. Ezra G. Levin, President Matthew Maryles, President-Elect Michael S. Miller, Exec. Vice President & CEO     TISHMAN--Margaret (Peggy). The Board of Trustees, management and staff of The Jewish Home & Hospital Lifecare System mourn the passing of our beloved past Trustee and devoted friend. A true woman of valor, her name is synonymous with great works of philanthropy and loving kindness. The community has lost an extraordinary leader. We will miss her sage counsel. We extend our sincerest sympathies to her children, grandchildren and other family members. Fred M. Lowenfels Chairman of the Board Audrey S. Weiner, DSW President and CEO     TISHMAN--Margaret (Peggy). The 92nd Street Y Board and staff mourn the passing of our friend and patron, Peggy Tishman. Devoted to the Jewish community, Peggy believed in the mission of the Y and was well known for her service to UJA-Federation. We will miss her dedication and enthusiasm. Our hearts and prayers are with her and her family. May they be comforted among the mourners of Zion and Jerusalem. Michael Goldstein, President Matthew Bronfman, Chair Sol Adler, Exec Director     TISHMAN--Margaret (Peggy). It is with great sadness that we mourn the passing of Peggy. Our deepest sympathy to her cherished daughter, Pat. Our sincerest condolences to her beloved grandchildren, Lauren, David, and son-in-law Richard Alexander and the entire Tishman family. Peggy was an extraordinary woman who enriched everyone's lives she touched. May they carry the strength of her love with them always. Abby, Alex, Andrew, Ashley and the Modell Family     TISHMAN--Margaret (Peggy). We mourn the loss of a dear family friend, Margaret (Peggy) Tishman, who always inspired us with her strength, determination and elegance. We extend our heartfelt condolences to Pat Hall and her family, Jim, Adam and Margaret, as well as to the family of the late Virginia (Nina) Alexander, Dick, David and Lauren. Lynn and Martin Halbfinger     TISHMAN -- Margaret. We mourn the loss of our distinguished member, friend, and advisor, Peggy Tishman, and extend sincere condolences to her entire family. Geriatrics Advisory Council Albert L. Siu, MD, MSPH Ellen & Howard C. Katz Chairman's Chair, Brookdale Dept. of Geriatrics & Adult Development Mt. Sinai School of Medicine     TISHMAN--Margaret (Peggy). On behalf of the Board of Directors and Shareholders of 1095 Park Ave. Corp we extend our sincerest sympathies to the family of Peggy Tishman, a longtime resident and advisor to the Board. She will be greatly missed by all who knew her.     TISHMAN -- Margaret. The Women's Forum records with deep sorrow the death of longtime member, Peggy Tishman, and extends condolences to her daughter and family. Dede Bartlett, President Women's Forum, Inc.",https://www.nytimes.com/2004/03/09/classified/paid-notice-deaths-tishman-margaret-w-peggy-nee-westheimer.html,"TISHMAN -- Margaret W., (Peggy) nee Westheimer, 84, passed away peacefully on Friday, March 5, 2004. Beloved wife of 62 years of the late Alan V. Tishman, who predeceased her by seven weeks. Darling mother of Peggy (Pat) T. Hall, the late David He...","TISHMAN -- Margaret W., (Peggy) nee Westheimer, 84, passed away peacefully on Friday, March 5, 2004. Beloved wife of 62 years of the late Alan V. Tishman, who predeceased her by seven weeks. Darling mother of Peggy (Pat) T. Hall, the late David Henry Tishman and the late Virginia (Nina) Alexander. Adored grandmother of Adam and Laurie Bramwell, Margaret and David Doyle, and David and Lauren Alexander. Cherished mother-in-law of Richard Alexander and James Q. Hall. Beloved great-grandmother of Patrick, Christopher and Katharine Doyle. Loving sister-in-law of Robert V. Tishman and Virginia Meyerson. Also survived by many nieces, nephews and cousins. Mrs. Tishman served as the first president of United Jewish Appeal-Federation of Jewish Philanthropies. A graduate of Wellesley College, she served on its Board of Trustees and was past president of its National Development Fund Council. Family will receive at Frank E. Campbell Funeral Home, at 1076 Madison Ave., on Sunday, March 7, 2004 between 4:00 and 7:00. Funeral services at Temple Shaaray Tefila, 250 E. 79 St., on Monday, March 8, 2004, at 11 AM. The Shiva observance will be at the Tishman residence on Monday, March 8, 2004, from 6:00-9:00, and Tuesday, March 9, 2004, from 5:00-8:00. Interment private. Gifts to UJA-Federation, Wellesley College and the charity of your choice would be greatly appreciated.",B,8,The New York Times,[],"[{'name': 'persons', 'value': 'TISHMAN, MARGARET W.,', 'rank': 1, 'major': 'N'}]",2004-03-09T05:00:00+0000,article,Classified,Archives,Paid Death Notice,nyt://article/65f7e119-ddf5-5341-a756-6583644ab6e4,1246,nyt://article/65f7e119-ddf5-5341-a756-6583644ab6e4,"Paid Notice: Deaths   TISHMAN, MARGARET W., (PEGGY) NEE WESTHEIMER",,,"Paid Notice: Deaths   TISHMAN, MARGARET W., (PEGGY) NEE WESTHEIMER",,,,,[],,
5,Opera.,https://www.nytimes.com/2004/03/07/arts/music/music-listings.html,Opera., Opera ,,,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2004-03-07T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/a57bc107-4ee6-5d77-9aed-3e4ed1d7a6df,2212,nyt://article/a57bc107-4ee6-5d77-9aed-3e4ed1d7a6df,Music Listings,,,Music Listings,,,,,[],,Music
6," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    CLAUDIA ACUÑA QUARTET, Jazz Gallery, 290 Hudson Street, below Spring Street, South Village, (212) 242-1063. Ms. Acuña, a young jazz singer from Chile, is committed to the idea of a jazz singer as an inseparable part of the band -- or, better, as a bandleader. She is working with a great crop of New York musicians, and they play around with mambos, Middle Eastern scales and improvising that goes far beyond mere accompaniment. Tonight and tomorrow night at 9 and 10:30; admission is $15 a set (Ben Ratliff).",https://www.nytimes.com/2004/03/05/movies/pop-and-jazz-guide-658642.html,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    CLAUDIA ACUÑA QUARTET, Jazz Gallery, 290 Hudson Street, below Spring ...",A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,E,22,The New York Times,[],[],2004-03-05T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/df8e0e81-19f4-550e-a616-f9a69ab54ec4,5696,nyt://article/df8e0e81-19f4-550e-a616-f9a69ab54ec4,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,
7," ATTRACTIONS    Museums and Sites    AMERICAN MUSEUM OF THE MOVING IMAGE, 36-01 35th Avenue, at 36th Street, Astoria, Queens. ''Greek Cinema Showcase,'' featuring the third of four American premieres: tonight at 7:30, ''Matchbox'' (2003), directed by Yiannis Economidis. Through Sunday, ''Bernardo Bertolucci,'' featuring films by the director; tomorrow at 1 p.m., ''Little Buddha'' (1993); tomorrow at 4:30 p.m., ''Stealing Beauty'' (1996); Sunday at 2 p.m., ''Besieged'' (1998); Sunday at 4 p.m., ''The Dreamers'' (2003). Also screening this weekend, ''Small Change'' (1976), by François Truffaut, tomorrow and Sunday at 6:30 p.m. Through April 25, ''Blip: Arcade Classics From the Museum Collection,'' an interactive exhibition of video games from the 1970's and 80's. Film and video showings are free with admission unless otherwise noted. Museum admission: $10; 65+ and students, $7.50; ages 5 to 18, $5; free for members and children 4 and younger and for everyone, Fridays from 4 to 8 p.m.; Friday evening screenings are extra. Information: (718) 784-0077 or www.movingimage.us.",https://www.nytimes.com/2004/03/05/arts/spare-times-662402.html,"ATTRACTIONS    Museums and Sites    AMERICAN MUSEUM OF THE MOVING IMAGE, 36-01 35th Avenue, at 36th Street, Astoria, Queens. ''Greek Cinema Showcase,'' featuring the third of four American premieres: tonight at 7:30, ''Matchbox'' (2003), directed ...",Correction Appended,E,39,The New York Times,[],[],2004-03-05T05:00:00+0000,article,Leisure/Weekend Desk,Arts,Schedule,nyt://article/ba98e52c-8fbd-53c1-9555-cae7051e9cde,6442,nyt://article/ba98e52c-8fbd-53c1-9555-cae7051e9cde,SPARE TIMES,,,SPARE TIMES,,,,,[],,
8," ATTRACTIONS    Museums and Sites    AMERICAN MUSEUM OF THE MOVING IMAGE, 36-01 35th Avenue, at 36th Street, Astoria, Queens. Through March 7, ''Bernardo Bertolucci,'' featuring films by the director; screenings this weekend, ''Bologna'' (1989) and ''Tragedy of a Ridiculous Man (La Tagedia di un Uomo Ridicolo''), 1981, tomorrow at 1:30 p.m.; ''The Sheltering Sky'' (1990), tomorrow at 4 p.m.; ''Bertolucci Shoots 1900; The Cinema According to Bernardo Bertolucci'' (1975), Sunday at 12:30 p.m.; ''The Last Emperor'' (director's cut, 1987), Sunday at 2 p.m.; ''Last Tango in Paris'' (1972), tomorrow and Sunday at 6:30 p.m. Through April 25, ''Blip: Arcade Classics From the Museum Collection,'' an interactive exhibition of video games from the 1970's and 80's. Film and video showings are free with admission unless otherwise noted. Museum admission: $10; 65+ and students, $7.50; ages 5 to 18, $5; free for members and children 4 and younger and for everyone, Fridays from 4 to 8 p.m.; Friday evening screenings are extra. Information: (718) 784-0077 or www.  movingimage.us.",https://www.nytimes.com/2004/02/27/arts/spare-times-559954.html,"ATTRACTIONS    Museums and Sites    AMERICAN MUSEUM OF THE MOVING IMAGE, 36-01 35th Avenue, at 36th Street, Astoria, Queens. Through March 7, ''Bernardo Bertolucci,'' featuring films by the director; screenings this weekend, ''Bologna'' (1989) and...",ATTRACTIONS,E,34,The New York Times,[],[],2004-02-27T05:00:00+0000,article,Leisure/Weekend Desk,Arts,Schedule,nyt://article/e9d801bf-af2f-5c94-b092-cd3b5c2096bf,5400,nyt://article/e9d801bf-af2f-5c94-b092-cd3b5c2096bf,SPARE TIMES,,,SPARE TIMES,,,,,[],,
9," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    RON BLAKE QUARTET, Jazz Gallery, 290 Hudson Street, below Spring Street, South Village, (212) 242-1063. Ron Blake, a tenor saxophonist, is a swift and sure improviser, with a hint of Sonny Rollins in his style; when he leads bands, he is firmly in control. This group includes the guitarist David Gilmore, the marvelous bassist Christian McBride and the drummer E. J. Strickland. Tomorrow at 9 and 10:30; admission is $15 a set, $10 for members (Ben Ratliff).",https://www.nytimes.com/2004/02/27/movies/pop-and-jazz-guide-557617.html,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    RON BLAKE QUARTET, Jazz Gallery, 290 Hudson Street, below Spring Stre...",A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,E,24,The New York Times,[],[],2004-02-27T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/4102d65f-635f-5b80-8c3f-fc3531381f43,4755,nyt://article/4102d65f-635f-5b80-8c3f-fc3531381f43,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,
