,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,Schedule and brief descriptions of films to be released in November and December 2004 and January 2005; photos (L),https://www.nytimes.com/2004/11/07/movies/moviesspecial/the-class-of-200405.html,Schedule and brief descriptions of films to be released in November and December 2004 and January 2005; photos (L),All dates are subject to change.,A,2,The New York Times,[],[],2004-11-07T05:00:00+0000,article,Arts and Leisure Desk,Arts,Schedule,nyt://article/a53e9017-8fca-51c9-b8e1-6a5a20c4089e,4466,nyt://article/a53e9017-8fca-51c9-b8e1-6a5a20c4089e,The Class of 2004-05,HOLIDAY MOVIES,,HOLIDAY MOVIES; The Class of 2004-05,,,,By Dave Kehr,"[{'firstname': 'Dave', 'middlename': None, 'lastname': 'Kehr', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,  The Security Council agreed tonight on a plan to send an all-African force to Rwanda to protect civilians and aid workers threatened by the ethnic slaughter that began there four weeks ago.   The Council is expected to approve the plan on Monday after the Clinton Administration receives details from the United Nations on how the plan will be carried out.,https://www.nytimes.com/1994/05/14/world/security-council-agrees-on-plan-to-send-peace-force-to-rwanda.html,,The Security Council agreed tonight on a plan to send an all-African force to Rwanda to protect civilians and aid workers threatened by the ethnic slaughter that began there four weeks ago.,1,1,The New York Times,[],"[{'name': 'glocations', 'value': 'AFRICA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Rwanda', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Tutsi Tribe', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Hutu Tribe', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Civil War and Guerrilla Warfare', 'rank': 6, 'major': 'N'}]",1994-05-14T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/6b74299e-a8a7-57b9-9c78-2d57df5ddb9e,1034,nyt://article/6b74299e-a8a7-57b9-9c78-2d57df5ddb9e,Security Council Agrees on Plan To Send Peace Force to Rwanda,,,Security Council Agrees on Plan To Send Peace Force to Rwanda,,,,By Paul Lewis,"[{'firstname': 'Paul', 'middlename': None, 'lastname': 'Lewis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,"LEAD: The MCI Communications Corporation announced yesterday that it planned to deploy an all-digital long-distance network by the end of next year, and might take a charge of $500 million to $550 million against this quarter's earnings to cover the cost of retiring older network equipment.",https://www.nytimes.com/1990/08/22/business/company-news-mci-plans-digital-shift-next-year.html,,"The MCI Communications Corporation announced yesterday that it planned to deploy an all-digital long-distance network by the end of next year, and might take a charge of $500 million to $550 million against this quarter's earnings to cover the cost of retiring older network equipment.",D,4,The New York Times,[],"[{'name': 'organizations', 'value': 'MCI Communications Corp', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'TELEPHONES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Finances', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Company Reports', 'rank': 4, 'major': 'N'}]",1990-08-22T05:00:00+0000,article,Financial Desk,Business Day,News,nyt://article/61db686b-ead1-5ac5-958d-e8cc22bd8fe9,571,nyt://article/61db686b-ead1-5ac5-958d-e8cc22bd8fe9,  MCI Plans Digital Shift Next Year,COMPANY NEWS,,COMPANY NEWS;   MCI Plans Digital Shift Next Year,,,,By Keith Bradsher,"[{'firstname': 'Keith', 'middlename': None, 'lastname': 'Bradsher', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,"IT'S as if someone had handed Verdi a copy of ''The Hardy Boys Attend a Rumble'' and, holding a gun to the poor man's head, forced him to use it as a libretto. Or, try to imagine a ''West Side Story'' that is set in Tulsa, Okla., in the 1960's, with no dancing or singing, but with a lot of not-super Carmine Coppola soundtrack music replacing the Leonard Bernstein score. Or, think of a remake of ''Rebel Without a Cause'' directed by someone under the delusion he's D.W. Griffith shooting ''The Birth of a Nation.''    If you still don't get the picture, you may have to go see Francis Coppola's ''Outsiders,'' which, coming on the heels, so to speak, of ''One From the Heart,'' leads one to suspect that Mr. Coppola is no longer with us, but up with his entourage observing the world from a space platform.  ",https://www.nytimes.com/1983/03/25/movies/outsiders-teen-age-violence.html,,"IT'S as if someone had handed Verdi a copy of ''The Hardy Boys Attend a Rumble'' and, holding a gun to the poor man's head, forced him to use it as a libretto. Or, try to imagine a ''West Side Story'' that is set in Tulsa, Okla., in the 1960's, with no dancing or singing, but with a lot of not-super Carmine Coppola soundtrack music replacing the Leonard Bernstein score. Or, think of a remake of ''Rebel Without a Cause'' directed by someone under the delusion he's D.W. Griffith shooting ''The Birth of a Nation.''",C,3,The New York Times,[],"[{'name': 'subject', 'value': 'MOTION PICTURES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'REVIEW', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'OUTSIDERS, THE (MOVIE)', 'rank': 3, 'major': 'N'}]",1983-03-25T05:00:00+0000,article,Weekend Desk,Movies,Review,nyt://article/65767902-090b-51be-b481-4909e54a9351,892,nyt://article/65767902-090b-51be-b481-4909e54a9351,"'OUTSIDERS,' TEEN-AGE VIOLENCE",,,"'OUTSIDERS,' TEEN-AGE VIOLENCE",,,,By Vincent Canby,"[{'firstname': 'Vincent', 'middlename': None, 'lastname': 'Canby', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"7:30&#8208;8 A.M., WABC: Message of Israel. &#8220;Springtime, Freedom and the Family.&#8217;",https://www.nytimes.com/1978/04/16/archives/radio-today-leading-events-the-weeks-concerts.html,,"7:30‐8 A.M., WABC: Message of Israel. “Springtime, Freedom and the Family.’",,109,The New York Times,[],[],1978-04-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/fc44bdca-0eb8-5ae3-9e02-b790cfb79c3a,2476,nyt://article/fc44bdca-0eb8-5ae3-9e02-b790cfb79c3a,Radio,,,Radio,,,,,[],
5,Resigns,https://www.nytimes.com/1965/01/27/archives/thapa-named-to-succeed-giri-as-nepals-premier.html,Resigns,,,18,The New York Times,[],"[{'name': 'glocations', 'value': 'Nepal', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'BISTA, KIRTI NIDHI', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'THAPA, SURYA BAHADUR', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'GIRI, TULSI', 'rank': 4, 'major': 'N'}]",1965-01-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/cdd6b54c-915f-598c-8d2f-f13496587579,0,nyt://article/cdd6b54c-915f-598c-8d2f-f13496587579,Thapa Named to Succeed Giri as Nepal's Premier,,,Thapa Named to Succeed Giri as Nepal's Premier,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,Premier Giri visits Moscow; greeted by Premier Khrushchev,https://www.nytimes.com/1963/10/24/archives/soviet-calls-on-all-reds-to-fight-pekings-policy-soviet-asks-reds.html,Premier Giri visits Moscow; greeted by Premier Khrushchev,,,1,The New York Times,[],"[{'name': 'glocations', 'value': 'BURMA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'CEYLON', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Nepal', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'COMMUNISM', 'rank': 4, 'major': 'N'}]",1963-10-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/a6649882-b1bf-56f5-aae3-81aa386a2c20,0,nyt://article/a6649882-b1bf-56f5-aae3-81aa386a2c20,Soviet Calls On All Reds To Fight Peking's Policy; SOVIET ASKS REDS TO OPPOSE PEKING,,,Soviet Calls On All Reds To Fight Peking's Policy; SOVIET ASKS REDS TO OPPOSE PEKING,,,,By Henry Tanner Special To the New York Times,"[{'firstname': 'Henry', 'middlename': 'Tanner', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,"confs with Khrushchev, who accepts her inv to visit Ceylon",https://www.nytimes.com/1963/10/23/archives/khrushchev-invited-by-ceylons-leader.html,"confs with Khrushchev, who accepts her inv to visit Ceylon",,,3,The New York Times,[],"[{'name': 'glocations', 'value': 'CEYLON', 'rank': 1, 'major': 'N'}]",1963-10-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/e3ae69a3-8546-53e3-9443-d48af478298c,0,nyt://article/e3ae69a3-8546-53e3-9443-d48af478298c,KHRUSHCHEV INVITED BY CEYLON'S LEADER,,,KHRUSHCHEV INVITED BY CEYLON'S LEADER,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,Schonberg comments on Oct 2 concert and same reactions to rev,https://www.nytimes.com/1963/10/13/archives/this-weeks-radio-programs-leading-events-on-radio-today.html,Schonberg comments on Oct 2 concert and same reactions to rev,,Arts & Leisure,140,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'CONCERTS AND RECITALS', 'rank': 2, 'major': 'N'}]",1963-10-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/26e828f2-6b03-574f-8560-7136200158eb,0,nyt://article/26e828f2-6b03-574f-8560-7136200158eb,THIS WEEK'S RADIO PROGRAMS; LEADING EVENTS ON RADIO TODAY,,,THIS WEEK'S RADIO PROGRAMS; LEADING EVENTS ON RADIO TODAY,,,,,[],
9,Protocol to '61 border treaty with Communist China signed; Mt Everest remains in Nepal,https://www.nytimes.com/1963/01/25/archives/everest-still-in-nepal-china-agrees-in-treaty.html,Protocol to '61 border treaty with Communist China signed; Mt Everest remains in Nepal,,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'EVEREST, MOUNT', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Nepal', 'rank': 2, 'major': 'N'}]",1963-01-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/597689b1-150a-5835-93e2-caba4ee10fb1,0,nyt://article/597689b1-150a-5835-93e2-caba4ee10fb1,"Everest Still in Nepal, China Agrees in Treaty",,,"Everest Still in Nepal, China Agrees in Treaty",,,,,[],
