,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"MARY HARRISON and Libby Dalton of Knoxville, Tenn., were sitting having a quiet drink in the oak-paneled lounge of the Algonquin Hotel Monday evening.  They knew that some pretty strange things happen in New York, but not until several people got down on their hands and knees in front of them, were they aware that the guest-of-honor at an adjoining party was underneath their chair.  ",https://www.nytimes.com/1980/11/12/archives/new-yorkers-etc.html,,,T,22,The New York Times,[],[],1980-11-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/081d8731-1ac1-55e8-9709-73defd4e5238,0,nyt://article/081d8731-1ac1-55e8-9709-73defd4e5238,"New Yorkers, etc.",1,,"New Yorkers, etc.",,,,Enid Nemy,"[{'firstname': 'Enid', 'middlename': None, 'lastname': 'Nemy', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,"WASHINGTON, Nov. 8--On Oct. 14, exactly three weeks before the election, Jimmy Carter's top political strategists assembled in Hamilton Jordan's Spartan campaign office to devise a plan to wiggle out of a debate with Ronald Reagan.  ",https://www.nytimes.com/1980/11/09/archives/carter-postmortem-debate-hurt-but-wasnt-only-cause-for-defeat-the.html,,,,1,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/6967beed-dc10-5d17-97a0-44cbe1a9dbf7,0,nyt://article/6967beed-dc10-5d17-97a0-44cbe1a9dbf7,"Carter Post-Mortem: Debate Hurt But Wasn't Only Cause for Defeat; The Economy, 'Rose Garden Strategy' and Blunder on United Nations Vote Among Many Issues Cited Carter Post-Mortem: Debate Was One of Many Problems 'Rose Garden Strategy' War and Peace U.N. Vote on Israel The 'Meanness' Issue Billy Carter Absence of Vision Keeping 'Real Events' Out ",2,,"Carter Post-Mortem: Debate Hurt But Wasn't Only Cause for Defeat; The Economy, 'Rose Garden Strategy' and Blunder on United Nations Vote Among Many Issues Cited Carter Post-Mortem: Debate Was One of Many Problems 'Rose Garden Strategy' War and Peace U.N. Vote on Israel The 'Meanness' Issue Billy Carter Absence of Vision Keeping 'Real Events' Out ",,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,,https://www.nytimes.com/1980/11/09/archives/marriage-announcement-10-no-title.html,,,,83,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/33bb88aa-fedc-5c27-a5a5-51ff46b8b981,0,nyt://article/33bb88aa-fedc-5c27-a5a5-51ff46b8b981,Marriage Announcement 10 -- No Title,1,,Marriage Announcement 10 -- No Title,,,,,[],
3,,https://www.nytimes.com/1980/11/09/archives/television-this-week-channel-information-one-day-at-a-time-the-spy.html,,,T,5,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/505014b6-70a0-5dbd-a6ee-215eff349470,0,nyt://article/505014b6-70a0-5dbd-a6ee-215eff349470,TELEVISION THIS WEEK; CHANNEL INFORMATION 'One Day at a Time' The Spy Who Loved Me' Subscription TV Highlights 'The Graduate' 'The Desert Fox' Subscription TV Highlights 'The Promise of Love Subscription TV Highlights 'The Deer Hunter' Subscription TV Highlights Subscription TV Highlights 'The Godfather' Subscription TV Highlights 'Free Voices of Labor: The Jewish Anarchists' Subscription TV Highlights ,8,,TELEVISION THIS WEEK; CHANNEL INFORMATION 'One Day at a Time' The Spy Who Loved Me' Subscription TV Highlights 'The Graduate' 'The Desert Fox' Subscription TV Highlights 'The Promise of Love Subscription TV Highlights 'The Deer Hunter' Subscription TV Highlights Subscription TV Highlights 'The Godfather' Subscription TV Highlights 'Free Voices of Labor: The Jewish Anarchists' Subscription TV Highlights ,,,,,[],
4,"On Christmas day last year, the mother of an American hostage being held in Teheran agreed to let a television network spend two hours filming the hostage's family at home.  ",https://www.nytimes.com/1980/11/09/archives/hostages-families-discuss-news-media-many-awakened-by-night-calls.html,,,,25,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/d73b598d-c3c6-50fd-805f-9e027de9467b,0,nyt://article/d73b598d-c3c6-50fd-805f-9e027de9467b,HOSTAGES' FAMILIES DISCUSS NEWS MEDIA; Many Awakened by Night Calls-- Others Have Had Reporters Sleeping in Their Homes Action Plans for Release A Double-Edged Rejection Newsmen Sleeping in Home ,1,,HOSTAGES' FAMILIES DISCUSS NEWS MEDIA; Many Awakened by Night Calls-- Others Have Had Reporters Sleeping in Their Homes Action Plans for Release A Double-Edged Rejection Newsmen Sleeping in Home ,,,,By Deirdre Carmody,"[{'firstname': 'Deirdre', 'middlename': None, 'lastname': 'Carmody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
5,"ALTHOUGH the voters made a clear decision in the contest between Christopher J. Dodd and James L. Buckley for the  United States Senate seat being vacated by Abraham A. Ribicoff, the candidates couldn't resist a few post-election gibes on Tuesday night.  ",https://www.nytimes.com/1980/11/09/archives/connecticut-weekly-connecticut-journal-postelection-gibes-energy.html,,,C,3,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/cd96eaf6-a8ae-54f2-a633-870875d7989a,0,nyt://article/cd96eaf6-a8ae-54f2-a633-870875d7989a,CONNECTICUT JOURNAL; Postelection Gibes ... Energy Audits ,1,,CONNECTICUT JOURNAL; Postelection Gibes ... Energy Audits ,,,,Richard L. Madden,"[{'firstname': 'Richard', 'middlename': 'L.', 'lastname': 'Madden', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,"NOW that he is no longer a quarterback with a sense of drama, the real Roger Staubach has  stood up as a politician with a sense of humor.  ",https://www.nytimes.com/1980/11/09/archives/sports-of-the-times-roger-staubachs-political-football.html,,,S,7,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/626fce55-c847-59c4-9f4a-8d806ea71bd9,0,nyt://article/626fce55-c847-59c4-9f4a-8d806ea71bd9,Sports of The Times; Roger Staubach's Political Football ,1,,Sports of The Times; Roger Staubach's Political Football ,,,,DAVE ANDERSON,"[{'firstname': 'Dave', 'middlename': None, 'lastname': 'ANDERSON', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,,https://www.nytimes.com/1980/11/09/archives/three-notable-programs.html,,,A,34,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/6b457ec3-4701-50b9-b4bf-f71bb7ec4273,0,nyt://article/6b457ec3-4701-50b9-b4bf-f71bb7ec4273,Three Notable Programs,1,,Three Notable Programs,,,,,[],
8,"ONE of the primary reasons for the proliferation of first-quality chamber music performances in Connecticut is the  splendid work being done by local organizations, usually staffed by dedicated volunteers who put untold hours of planning, promoting and fund-raising into their public concert cycles.  ",https://www.nytimes.com/1980/11/09/archives/connecticut-weekly-music-chamber-series-and-vocal-events.html,,,C,22,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/67282c60-921d-5c5e-b95e-fc73ed4ca162,0,nyt://article/67282c60-921d-5c5e-b95e-fc73ed4ca162,MUSIC Chamber Series And Vocal Events,1,,MUSIC Chamber Series And Vocal Events,,,,By Robert Sherman,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Sherman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,"The Rev. William B. Gray, director of communications for Trinity Episcopal Church since 1970, died of cancer Tuesday at his home at 156 East 79th Street. He was 52 years old.  ",https://www.nytimes.com/1980/11/07/archives/william-b-gray-of-trinity-church.html,,,,17,The New York Times,[],[],1980-11-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/23e765f8-8203-55e8-87ec-6f9f4bb7f1f5,0,nyt://article/23e765f8-8203-55e8-87ec-6f9f4bb7f1f5,William B. Gray of Trinity Church,1,,William B. Gray of Trinity Church,,,,By Alfred E. Clark,"[{'firstname': 'Alfred', 'middlename': 'E.', 'lastname': 'Clark', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
