,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/1966/11/26/archives/roosevelt-raceway-results.html,,,S,49,The New York Times,[],[],1966-11-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/101e44c7-27ba-532a-afa7-bb062dc5325f,0,nyt://article/101e44c7-27ba-532a-afa7-bb062dc5325f,Roosevelt Raceway Results,1,,Roosevelt Raceway Results,,,,,[],
1,Jonathan Logan pres Schwartz int on diversified co lines; illus,https://www.nytimes.com/1966/11/26/archives/jonathan-logan-beyond-gogo.html,Jonathan Logan pres Schwartz int on diversified co lines; illus,,Real Estate,46,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'JONATHAN LOGAN INC.', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'APPAREL', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""WOMEN'S AND GIRLS' WEAR"", 'rank': 4, 'major': 'N'}]",1966-11-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/4f351016-f786-51e6-8194-84dd14a320c1,0,nyt://article/4f351016-f786-51e6-8194-84dd14a320c1,Jonathan Logan: Beyond Go-Go,,,Jonathan Logan: Beyond Go-Go,,,,By Judy Klemesrud,"[{'firstname': 'Judy', 'middlename': None, 'lastname': 'Klemesrud', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,,https://www.nytimes.com/1966/11/25/archives/roosevelt-raceway-entries.html,,,S,55,The New York Times,[],[],1966-11-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/9e0b5450-a159-534e-930c-001152003017,0,nyt://article/9e0b5450-a159-534e-930c-001152003017,Roosevelt Raceway Entries,1,,Roosevelt Raceway Entries,,,,,[],
3,"Mr. and Mrs. Maurice Linker of 911 Park Avenue have announced the engagement of their daughter, Miss Amy Beth Linker, to Peter Frank Bonoff, son of Richard Bonoff of 910 Fifth Avenue and Milford, Pa., and the late Mrs. Joan Tulcin Bonoff.  ",https://www.nytimes.com/1966/11/24/archives/peter-bonoff-fiance-of-amy-beth-linker.html,,,,60,The New York Times,[],[],1966-11-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/aae55e58-eaf2-5c0c-a376-d95214920df2,0,nyt://article/aae55e58-eaf2-5c0c-a376-d95214920df2,Peter Bonoff Fiance Of Amy Beth Linker,1,,Peter Bonoff Fiance Of Amy Beth Linker,,,,,[],
4,"Mr. and Mrs. John Alfred Davenport of New York have announced the engagement of their daughter, Miss Susan Wheeler Davenport, to Piers Brooke of London and New York. He is the son of Lady Mabel Cheetham of Eyford Park in Gloucestershire, England, and Richard Brooke of Hamburg, Germany.  ",https://www.nytimes.com/1966/11/24/archives/susan-davenport-to-be-the-bride-of-piers-brooke-64-debutante-a.html,,,,60,The New York Times,[],[],1966-11-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/130f2051-dbad-5aa3-b123-ffaa92466d06,0,nyt://article/130f2051-dbad-5aa3-b123-ffaa92466d06,"Susan Davenport To Be the Bride Of Piers Brooke; 64 Debutante, a Senior at Barnard, Fiancee of Eton Alumnus ",1,,"Susan Davenport To Be the Bride Of Piers Brooke; 64 Debutante, a Senior at Barnard, Fiancee of Eton Alumnus ",,,,,[],
5,,https://www.nytimes.com/1966/11/23/archives/the-lineups.html,,,S,46,The New York Times,[],[],1966-11-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/0419aabb-afe5-58aa-bfb2-d5b020e769b5,0,nyt://article/0419aabb-afe5-58aa-bfb2-d5b020e769b5,The Line-Ups,1,,The Line-Ups,,,,,[],
6,"Hicki Hi, NY Sire Stakes",https://www.nytimes.com/1966/11/23/archives/hicki-hi-captures-49025-sire-trot-beats-shooter-by-length-in.html,"Hicki Hi, NY Sire Stakes",,Sports,52,The New York Times,[],"[{'name': 'subject', 'value': 'Horses', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'RACES AND RACE HORSES', 'rank': 2, 'major': 'N'}]",1966-11-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/65d9e68a-29f6-5184-b4fc-5a93ed5f5d0b,0,nyt://article/65d9e68a-29f6-5184-b4fc-5a93ed5f5d0b,"HICKI HI CAPTURES $49,025 SIRE TROT; Beats Shooter by Length in Nonbetting Westbury Race",,,"HICKI HI CAPTURES $49,025 SIRE TROT; Beats Shooter by Length in Nonbetting Westbury Race",,,,By Louis Effrat Special To the New York Times,"[{'firstname': 'Louis', 'middlename': 'Effrat', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,,https://www.nytimes.com/1966/11/22/archives/aqueduct-race-chart.html,,,S,53,The New York Times,[],[],1966-11-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/65e0ab7c-73f2-5d09-92a5-9a9aca77e154,0,nyt://article/65e0ab7c-73f2-5d09-92a5-9a9aca77e154,Aqueduct Race Chart,1,,Aqueduct Race Chart,,,,,[],
8,,https://www.nytimes.com/1966/11/21/archives/aqueduct-entries.html,,,S,70,The New York Times,[],[],1966-11-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/cb03aa83-30d3-5e83-9054-039d69ab4eec,0,nyt://article/cb03aa83-30d3-5e83-9054-039d69ab4eec,Aqueduct Entries,1,,Aqueduct Entries,,,,,[],
9,ed backs proposal,https://www.nytimes.com/1966/11/21/archives/letters-to-the-editor-of-the-times.html,ed backs proposal,,,44,The New York Times,[],"[{'name': 'glocations', 'value': 'Middle East', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'ARAB-ISRAELI TRUCE, BORDER INCIDENTS, UNEF ROLE', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'ARAB REFUGEES', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Helicopters', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'TRAFFIC (VEHICULAR AND PEDESTRIAN) AND PARKING', 'rank': 7, 'major': 'N'}]",1966-11-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/a6426211-5e57-59a9-9ab4-15ec1fcde0d3,0,nyt://article/a6426211-5e57-59a9-9ab4-15ec1fcde0d3,Letters to the Editor of The Times,,,Letters to the Editor of The Times,,,,,[],
