,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"Dr John W Kirklin, cardiovascular surgeon whose refinements of heart-lung machine helped make open heart surgery safer, dies at age 86; photo (S)",https://www.nytimes.com/2004/04/30/us/john-w-kirklin-is-dead-at-86-innovator-in-cardiac-surgery.html,"Dr John W Kirklin, cardiovascular surgeon whose refinements of heart-lung machine helped make open heart surgery safer, dies at age 86; photo (S)","Dr. John W. Kirklin, a cardiovascular surgeon whose refinements of the heart-lung machine in the 1950's helped make open heart surgery safer and more predictable, died on April 21 at his home in Birmingham, Ala. He was 86.",A,25,The New York Times,[],"[{'name': 'persons', 'value': 'KIRKLIN, JOHN W', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Surgery and Surgeons', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 5, 'major': 'N'}]",2004-04-30T05:00:00+0000,article,National Desk,U.S.,Obituary; Biography,nyt://article/49d7e46b-cc8a-527a-ae34-3914dd8175b2,547,nyt://article/49d7e46b-cc8a-527a-ae34-3914dd8175b2,John W. Kirklin Is Dead at 86; Innovator in Cardiac Surgery,,,John W. Kirklin Is Dead at 86; Innovator in Cardiac Surgery,,,,By Jeremy Pearce,"[{'firstname': 'Jeremy', 'middlename': None, 'lastname': 'Pearce', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
1," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    MOSE ALLISON, Iridium, 1650 Broadway, at 51st Street, (212) 582-2121. The Mississippi-born singer and pianist Mose Allison has carved out a niche: he is a sophisticated rhythm-and-blues entertainer with a crossword puzzler's sense of humor, and he has had songs covered by the Who and the Clash. He's still in fine form. Tonight through Sunday night at 8 and 10, with an 11:30 set tonight and tomorrow; cover charge is $30 tonight and Sunday, $32.50 tomorrow, with a $10 minimum (Ben Ratliff).",https://www.nytimes.com/2004/04/30/movies/pop-and-jazz-guide-413070.html,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    MOSE ALLISON, Iridium, 1650 Broadway, at 51st Street, (212) 582-2121....",A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,E,24,The New York Times,[],[],2004-04-30T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/76a4cfac-4781-542f-8b91-c8ae634221d7,4519,nyt://article/76a4cfac-4781-542f-8b91-c8ae634221d7,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,
2,Opera.,https://www.nytimes.com/2004/04/25/arts/music/music-listings.html,Opera., Opera ,,,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2004-04-25T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/ce4619bb-83bd-5f19-a657-fa1980f17492,2617,nyt://article/ce4619bb-83bd-5f19-a657-fa1980f17492,Music Listings,,,Music Listings,,,,,[],,Music
3,John Hoberman BackTalk column discusses prevalence of stimulants and amphetamines among US and international athletes in 1950's (M),https://www.nytimes.com/2004/04/25/sports/backtalk-after-unbreakable-barriers-fall-doping-questions-and-denials.html,John Hoberman BackTalk column discusses prevalence of stimulants and amphetamines among US and international athletes in 1950's (M),"On June 6, 1957, a front-page article in The New York Times reported a shocking suggestion that the sub-four-minute milers of that era had fortified themselves with amphetamines.",8,11,The New York Times,[],"[{'name': 'subject', 'value': 'Athletics and Sports', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AMPHETAMINES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drug Abuse and Traffic', 'rank': 3, 'major': 'N'}]",2004-04-25T05:00:00+0000,article,Sports Desk,Sports,News,nyt://article/b39c8d60-43f4-551b-89ac-1db88e673455,1005,nyt://article/b39c8d60-43f4-551b-89ac-1db88e673455,"BackTalk; After 'Unbreakable' Barriers Fall, Doping Questions and Denials",,,"BackTalk; After 'Unbreakable' Barriers Fall, Doping Questions and Denials",,,,By John Hoberman,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Hoberman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
4," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    ACOUSTIC AFRICAN SPECTACULAR, Satalla, 37 West 26th Street, Manhattan, (212) 576-1155. Acoustic doesn't mean quiet in this triple bill of West African music. It includes the Ghanian drummer Dolsi-naa Abubakari Lunna, playing talking-drum music from the Dagomba culture; the Fula Flute Ensemble, which centers on the assertive sound of the tambin, a flute associated with the Fulani people that has a penetrating tone roughened by the player's singing through the instrument, and the Senegalese djembe drummer Mamadou Guisse and his group Bakh Yaye. The evening's host is Banning Eyre, the author of ''In Griot Time: An American Guitarist in Mali'' (Temple University Press, 2000) and a mainstay of the public-radio program Afropop Worldwide (www.afropop.org). Tomorrow night at 8; admission is $18 (Jon Pareles).",https://www.nytimes.com/2004/04/23/movies/pop-and-jazz-guide-320277.html,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    ACOUSTIC AFRICAN SPECTACULAR, Satalla, 37 West 26th Street, Manhattan...",A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,E,24,The New York Times,[],[],2004-04-23T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/093d8106-5df2-51a0-b8b6-40bf5609a2c2,4315,nyt://article/093d8106-5df2-51a0-b8b6-40bf5609a2c2,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,
5,Opera.,https://www.nytimes.com/2004/04/18/arts/music/music-listings.html,Opera., Opera ,,,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2004-04-18T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/f63cff97-929d-51ae-8e1e-aa4ccfc68a81,2537,nyt://article/f63cff97-929d-51ae-8e1e-aa4ccfc68a81,Music Listings,,,Music Listings,,,,,[],,Music
6," ATTRACTIONS    Museums and Sites    HISPANIC SOCIETY OF AMERICA, Audubon Terrace, Broadway at 155th Street, Washington Heights. Opening tomorrow, an exhibition on Hispanic impressionism, at the North Building Exhibition Galleries. Hours: Saturdays from 10 a.m to 4:30 p.m.; Tuesdays through Fridays from 1:30 to 2:30 p.m. Dedicated to Hispanic culture, with fine and decorative arts of the Iberian Peninsula from prehistory to the present. Hours: Tuesdays through Saturdays, 10 a.m. to 4:30 p.m.; Sundays, 1 to 4 p.m. Free. Information: (212) 926-2234.",https://www.nytimes.com/2004/04/16/arts/spare-times-232181.html,"ATTRACTIONS    Museums and Sites    HISPANIC SOCIETY OF AMERICA, Audubon Terrace, Broadway at 155th Street, Washington Heights. Opening tomorrow, an exhibition on Hispanic impressionism, at the North Building Exhibition Galleries. Hours: Saturdays...",ATTRACTIONS,E,41,The New York Times,[],[],2004-04-16T05:00:00+0000,article,Leisure/Weekend Desk,Arts,Schedule,nyt://article/8a155bf3-f4e6-55ff-9ae2-e46808f1c36b,5096,nyt://article/8a155bf3-f4e6-55ff-9ae2-e46808f1c36b,SPARE TIMES,,,SPARE TIMES,,,,,[],,
7," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * RAY BARRETTO, Smoke, 2751 Broadway, at 106th Street, (212) 864-6662. Mr. Barretto, the conguero, showed up on a lot of jazz albums from the 1960's, was a hero of the salsa generation in the 1970's and has more recently taken up a Latin jazz band full time. Tonight and tomorrow night at 9, 10:30 and midnight; cover charge is $25 (Ben Ratliff).",https://www.nytimes.com/2004/04/16/movies/pop-and-jazz-guide-232076.html,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * RAY BARRETTO, Smoke, 2751 Broadway, at 106th Street, (212) 864-6662...",A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,E,30,The New York Times,[],[],2004-04-16T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/4d20f5c7-19c7-58e9-9f5b-d9030d309cb5,5659,nyt://article/4d20f5c7-19c7-58e9-9f5b-d9030d309cb5,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,
8,"The 9/11 Panel, the F.B.I. and the Finger-Pointing.",https://www.nytimes.com/2004/04/15/opinion/the-911-panel-the-fbi-and-the-fingerpointing-6-letters.html,"The 9/11 Panel, the F.B.I. and the Finger-Pointing.", To the Editor: ,,,The New York Times,[],"[{'name': 'organizations', 'value': 'Federal Bureau of Investigation', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Ashcroft, John', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'bin Laden, Osama', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 4, 'major': 'N'}]",2004-04-15T05:00:00+0000,article,Opinion,Opinion,Letter,nyt://article/47239053-520f-5c81-82d5-709795fa5935,787,nyt://article/47239053-520f-5c81-82d5-709795fa5935,"The 9/11 Panel, the F.B.I. and the Finger-Pointing (6 Letters)",,,"The 9/11 Panel, the F.B.I. and the Finger-Pointing (6 Letters)",,,,,[],,
9,Opera.,https://www.nytimes.com/2004/04/11/arts/music/music-listings.html,Opera., Opera ,,,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2004-04-11T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/f80f27a6-bb25-5ef7-afa4-51ffc9314d3c,2415,nyt://article/f80f27a6-bb25-5ef7-afa4-51ffc9314d3c,Music Listings,,,Music Listings,,,,,[],,Music
