,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1969/08/10/archives/obituary-2-no-title.html,,,77,The New York Times,[],[],1969-08-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/15263513-6882-5302-90c7-2791e7bff2dd,0,nyt://article/15263513-6882-5302-90c7-2791e7bff2dd,Obituary 2 -- No Title,1,,Obituary 2 -- No Title,,,,,[],,
1,,https://www.nytimes.com/1969/08/10/archives/birth-notice-1-no-title.html,,,74,The New York Times,[],[],1969-08-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/385777ee-3719-5bf6-8088-e21e6fa9334d,0,nyt://article/385777ee-3719-5bf6-8088-e21e6fa9334d,Birth Notice 1 -- No Title,1,,Birth Notice 1 -- No Title,,,,,[],,
2,,https://www.nytimes.com/1969/08/10/archives/marriage-announcement-1-no-title.html,,,74,The New York Times,[],[],1969-08-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/9c74f960-8800-5558-981c-ffb8c5202d0f,0,nyt://article/9c74f960-8800-5558-981c-ffb8c5202d0f,Marriage Announcement 1 -- No Title,1,,Marriage Announcement 1 -- No Title,,,,,[],,
3,,https://www.nytimes.com/1969/08/09/archives/obituary-1-no-title.html,,,25,The New York Times,[],[],1969-08-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/61ac8de1-936d-50b3-9908-6b3ac46911b8,0,nyt://article/61ac8de1-936d-50b3-9908-6b3ac46911b8,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
4,,https://www.nytimes.com/1969/08/08/archives/obituary-1-no-title.html,,,33,The New York Times,[],[],1969-08-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/b82b7ace-3376-510c-970f-4fd5e3f20168,0,nyt://article/b82b7ace-3376-510c-970f-4fd5e3f20168,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
5,"C Claiborne article on model Shaker Village, Hancock, Mass, discusses sect's cooking; illus",https://www.nytimes.com/1969/08/07/archives/the-shakers-the-sect-is-fading-but-its-recipes-linger-on.html,"C Claiborne article on model Shaker Village, Hancock, Mass, discusses sect's cooking; illus",,38,The New York Times,[],"[{'name': 'subject', 'value': 'COOKING', 'rank': 1, 'major': 'N'}]",1969-08-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/5c52042a-9af8-579d-9aba-3906137ad971,0,nyt://article/5c52042a-9af8-579d-9aba-3906137ad971,"The Shakers: The Sect Is Fading, but Its Recipes Linger On",,,"The Shakers: The Sect Is Fading, but Its Recipes Linger On",,,,By Craig Claiborne,"[{'firstname': 'Craig', 'middlename': None, 'lastname': 'Claiborne', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,food fashions family furnishings
6,"nation seen slipping slowly toward civil war that could affect balance between world powers in Middle East; main conflict is between extreme leftist Govt backed by USSR and Aulaqi tribesmen, backed by both Saudi Arabia and Front for Liberation of Occupied Southern Yemen; conflict began when Natl Liberation Front backed rival Dathina tribe in ousting favored Aulaqis in army; Dathina-led army than put down series of Aulaqi revolts; extreme left wing of Natl Liberation Front staged coup during last campaign against Aulaqis, purged at least 1,000 from army to stifle resentment; diplomats in Aden see army coup likely against extreme leftists, particularly A F Ismail; map",https://www.nytimes.com/1969/08/07/archives/southern-yemen-edging-slowly-toward-a-civil-war-that-could-affect-a.html,"nation seen slipping slowly toward civil war that could affect balance between world powers in Middle East; main conflict is between extreme leftist Govt backed by USSR and Aulaqi tribesmen, backed by both Saudi Arabia and Front for Liberation of ...",,16,The New York Times,[],"[{'name': 'glocations', 'value': ""SOUTH YEMEN, PEOPLE'S REPUBLIC OF"", 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'ISMAIL, ABDUL FATAH', 'rank': 2, 'major': 'N'}]",1969-08-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/c68608b7-b9db-5eab-ac29-b232c93346df,0,nyt://article/c68608b7-b9db-5eab-ac29-b232c93346df,Southern Yemen Edging Slowly Toward a Civil War That Could Affect All of Middle East,,,Southern Yemen Edging Slowly Toward a Civil War That Could Affect All of Middle East,,,,By Dana Adams Schmidt,"[{'firstname': 'Dana', 'middlename': 'Adams', 'lastname': 'Schmidt', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,,https://www.nytimes.com/1969/08/03/archives/obituary-1-no-title.html,,,65,The New York Times,[],[],1969-08-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/8dec4233-8a2b-549f-8f2f-3c824fa8e694,0,nyt://article/8dec4233-8a2b-549f-8f2f-3c824fa8e694,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
8,,https://www.nytimes.com/1969/08/03/archives/birth-notice-1-no-title.html,,,62,The New York Times,[],[],1969-08-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/27f45935-35a3-5e06-a4ba-19dd538435c4,0,nyt://article/27f45935-35a3-5e06-a4ba-19dd538435c4,Birth Notice 1 -- No Title,1,,Birth Notice 1 -- No Title,,,,,[],,
9,,https://www.nytimes.com/1969/08/02/archives/obituary-1-no-title.html,,,27,The New York Times,[],[],1969-08-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/7c95b03d-7d13-5844-bef4-4f27021c6bd9,0,nyt://article/7c95b03d-7d13-5844-bef4-4f27021c6bd9,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
