,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1969/01/07/archives/first-69-checks-sent-by-many-to-help-neediest-first-69-checks-aid.html,,,43,The New York Times,[],[],1969-01-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/2f084a1a-9dfc-531d-8ebe-b3c4ad83d49d,0,nyt://article/2f084a1a-9dfc-531d-8ebe-b3c4ad83d49d,First '69 Checks Sent by Many To Help Neediest; FIRST '69 CHECKS AID THE NEEDIEST ,2,,First '69 Checks Sent by Many To Help Neediest; FIRST '69 CHECKS AID THE NEEDIEST ,,,,,[],,
1,"PHILADELPHIA, Jan. 5 (AP) -- The Philadelphia 76ers turned back a second-half Detroit rally and posted a 126-119 victory over the Pistons today in a National Basketball Association game.  ",https://www.nytimes.com/1969/01/06/archives/76ers-defeat-pistons-126119-after-stemming-late-rally-greer-scores.html,,,41,The New York Times,[],[],1969-01-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/6c434961-14d6-5684-bf3a-813689361bf2,0,nyt://article/6c434961-14d6-5684-bf3a-813689361bf2,"76ers Defeat Pistons, 126-119, After Stemming Late Rally; GREER SCORES 30 IN VICTORS' DRIVE",1,,"76ers Defeat Pistons, 126-119, After Stemming Late Rally; GREER SCORES 30 IN VICTORS' DRIVE",,,,,[],,
2,,https://www.nytimes.com/1969/01/05/archives/birth-notice-1-no-title.html,,,74,The New York Times,[],[],1969-01-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/dc150e86-2bf2-533a-b462-cfda5518996d,0,nyt://article/dc150e86-2bf2-533a-b462-cfda5518996d,Birth Notice 1 -- No Title,1,,Birth Notice 1 -- No Title,,,,,[],,
3,"Govt troops flown to Rupununi dist to crush revolt allegedly led by ranchers; 14 rebel leaders reptd arrested, including Amer E Hart; bro J Hart reptdly flees to Brazil; has led ranchers and cattle-breeders fight against Govt transfer of lands from indigenous Indians to Negroes and East Indians; Govt charges ranchers have misled aboriginal Indians into believing Govt will take their land; link between ranchers and Opposition United Front party, internatl implications of dispute discussed",https://www.nytimes.com/1969/01/05/archives/guyanese-troops-move-on-rebels-sons-of-usborn-rancher-said-to-be-in.html,"Govt troops flown to Rupununi dist to crush revolt allegedly led by ranchers; 14 rebel leaders reptd arrested, including Amer E Hart; bro J Hart reptdly flees to Brazil; has led ranchers and cattle-breeders fight against Govt transfer of lands fro...",,1,The New York Times,[],"[{'name': 'glocations', 'value': 'Guyana', 'rank': 1, 'major': 'N'}]",1969-01-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/d24e455c-6fa3-546e-afb4-802d95b96aee,0,nyt://article/d24e455c-6fa3-546e-afb4-802d95b96aee,GUYANESE TROOPS MOVE ON REBELS; Sons of U.S.-Born Rancher Said to Be in Group,,,GUYANESE TROOPS MOVE ON REBELS; Sons of U.S.-Born Rancher Said to Be in Group,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
4,"I thought you might like to know the truth of the matter concerning my non-appearance on the Joan Rivers show, which Miss Rivers referred to in Tom Burke's article (""And Amy Vanderbilt! We had a show on etiquette, but she got another offer and canceled, the day before! I don't call that good etiquette"").  ",https://www.nytimes.com/1969/01/05/archives/amy-and-joan.html,,,20,The New York Times,[],[],1969-01-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/15f18594-9af4-59d2-8576-7a4db486003a,0,nyt://article/15f18594-9af4-59d2-8576-7a4db486003a,AMY AND JOAN,1,,AMY AND JOAN,,,,AMY VANDERBILT,"[{'firstname': 'Amy', 'middlename': None, 'lastname': 'VANDERBILT', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,ARTS
5,,https://www.nytimes.com/1969/01/05/archives/donald-levin-weds-miss-amy-j-sharkey.html,,,71,The New York Times,[],[],1969-01-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/4f69e69d-56c0-591a-868e-bd043a79e45a,0,nyt://article/4f69e69d-56c0-591a-868e-bd043a79e45a,Donald Levin Weds Miss Amy J. Sharkey,1,,Donald Levin Weds Miss Amy J. Sharkey,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
6,,https://www.nytimes.com/1969/01/05/archives/amy-glick-affianced-to-stephen-blecher.html,,,68,The New York Times,[],[],1969-01-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/5701455d-ca59-5d8a-87cb-6cc30f2f3a5e,0,nyt://article/5701455d-ca59-5d8a-87cb-6cc30f2f3a5e,Amy Glick Affianced To Stephen Blecher,1,,Amy Glick Affianced To Stephen Blecher,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,,https://www.nytimes.com/1969/01/05/archives/obituary-1-no-title.html,,,77,The New York Times,[],"[{'name': 'persons', 'value': 'MILLER, GILBERT HERON', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1969-01-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/8d4f20ca-5eda-57af-9d1f-552bb834dfb2,0,nyt://article/8d4f20ca-5eda-57af-9d1f-552bb834dfb2,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
8,"After having won nine straight games for the first time in more than 22 years, the New York Knickerbockers will attempt to set a club record for consecutive victories tonight when they oppose the Detroit Pistons in a National Basketball Association game at Madison Square Garden.  ",https://www.nytimes.com/1969/01/04/archives/knicks-aiming-at-club-record-in-battle-with-pistons-tonight.html,,,34,The New York Times,[],[],1969-01-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/aade232c-dfab-5324-8248-8b4b0502dd3b,0,nyt://article/aade232c-dfab-5324-8248-8b4b0502dd3b,Knicks Aiming at Club Record In Battle With Pistons Tonight,1,,Knicks Aiming at Club Record In Battle With Pistons Tonight,,,,By Thomas Rogers,"[{'firstname': 'Thomas', 'middlename': None, 'lastname': 'Rogers', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
9,"YONKERS, Jan. 3 -- The return of horse racing of the harness variety, was an unqualified success at the Yonkers Raceway tonight. In 33-degree weather a crowd of 25,170 turned out for the opening of the 52-night meeting.  ",https://www.nytimes.com/1969/01/04/archives/25170-turn-out-for-opening-of-yonkers-raceways-52night-winter.html,,,35,The New York Times,[],[],1969-01-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/0d051a42-d70f-5c15-ad3b-84bcd98b4dc7,0,nyt://article/0d051a42-d70f-5c15-ad3b-84bcd98b4dc7,"25,170 Turn Out for Opening of Yonkers Raceway's 52-Night Winter Meeting; FEATURED RACE WON BY DINGLE N. Chapman Guides Favorite to a 3/4-Length Triumph Over Sampson Knight ",1,,"25,170 Turn Out for Opening of Yonkers Raceway's 52-Night Winter Meeting; FEATURED RACE WON BY DINGLE N. Chapman Guides Favorite to a 3/4-Length Triumph Over Sampson Knight ",,,,By Joe Nicholsspecial To the New York Times,"[{'firstname': 'Joe', 'middlename': 'Nicholsspecial', 'lastname': 'To', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
