,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,"Amb to US Shaha, Dr T Girl and Thapa to be members of Mins Council that will rule Nepal",https://www.nytimes.com/1960/12/26/archives/nepal-to-form-council-ambassador-to-us-expected-to-help-rule.html,"Amb to US Shaha, Dr T Girl and Thapa to be members of Mins Council that will rule Nepal",,6,The New York Times,[],"[{'name': 'glocations', 'value': 'Nepal', 'rank': 1, 'major': 'N'}]",1960-12-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/2e977c76-e34e-51a9-9e82-6b8b525954b1,0,nyt://article/2e977c76-e34e-51a9-9e82-6b8b525954b1,NEPAL TO FORM COUNCIL; Ambassador to U.S. Expected to Help Rule Country,,,NEPAL TO FORM COUNCIL; Ambassador to U.S. Expected to Help Rule Country,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
1,"MEMPHIS, June 4 -- Ben Hogan's game collapsed in the heat today, allowing J.C. Goosie and Bill Collins to take the lead with three-round totals of 203's in the $30,000 Memphis open golf tournament.  ",https://www.nytimes.com/1960/06/05/archives/goosie-posts-203-and-ties-collins-bob-shave-next-in-memphis.html,,,1,The New York Times,[],[],1960-06-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/94356401-f86c-56f9-a333-1566fe1ea91c,0,nyt://article/94356401-f86c-56f9-a333-1566fe1ea91c,"GOOSIE POSTS 203 AND TIES COLLINS; Bob Shave Next in Memphis Open-Hogan Slips to 73 for 54-Hole Total of 205 GOOSIE, COLLINS SHARE GOLF LEAD",2,,"GOOSIE POSTS 203 AND TIES COLLINS; Bob Shave Next in Memphis Open-Hogan Slips to 73 for 54-Hole Total of 205 GOOSIE, COLLINS SHARE GOLF LEAD",,,,By United Press International,"[{'firstname': 'United', 'middlename': 'Press', 'lastname': 'International', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,SPORTSS
2,"FORT WORTH, May 15 (AP) -- Julius Boros sank a 20-foot birdie putt on the seventeenth hole today for a one-stroke victory in the $30,000 Colonial National invitation golf tournament. He had 280 for seventy-two holes.  ",https://www.nytimes.com/1960/05/16/archives/boros-280-takes-fort-worth-prize-his-par70-finish-captures-colonial.html,,,43,The New York Times,[],[],1960-05-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/49de7a2d-79c8-5efb-8683-1967a72fd2f4,0,nyt://article/49de7a2d-79c8-5efb-8683-1967a72fd2f4,BOROS' 280 TAKES FORT WORTH PRIZE; His Par-70 Finish Captures Colonial Golf -- Nagle and Littler Tie With 281's ,1,,BOROS' 280 TAKES FORT WORTH PRIZE; His Par-70 Finish Captures Colonial Golf -- Nagle and Littler Tie With 281's ,,,,,[],,
3,FTC repts Gulf Oil signs order consenting to sale of $35-million worth of properties; Gulf comments,https://www.nytimes.com/1960/01/08/archives/consent-decree-signed-by-gulf-company-agrees-to-sale-of-30-per-cent.html,FTC repts Gulf Oil signs order consenting to sale of $35-million worth of properties; Gulf comments,,33,The New York Times,[],"[{'name': 'organizations', 'value': 'WARREN PETROLEUM CORP.', 'rank': 1, 'major': 'N'}]",1960-01-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/e71592e6-28e1-561f-a1ea-9f28904f2d3f,0,nyt://article/e71592e6-28e1-561f-a1ea-9f28904f2d3f,CONSENT DECREE SIGNED BY GULF; Company Agrees to Sale of 30 Per Cent of Assets in Warren Petroleum,,,CONSENT DECREE SIGNED BY GULF; Company Agrees to Sale of 30 Per Cent of Assets in Warren Petroleum,,,,,[],,BUSINESS FINANCIAL
4,China agrees to negotiate with Nepal on delineating 700-mi frontier,https://www.nytimes.com/1959/10/29/archives/nepal-border-to-be-set.html,China agrees to negotiate with Nepal on delineating 700-mi frontier,,7,The New York Times,[],"[{'name': 'glocations', 'value': 'Tibet', 'rank': 1, 'major': 'N'}]",1959-10-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/29abde07-c7e3-5ca7-8f6b-2f8cd022a272,0,nyt://article/29abde07-c7e3-5ca7-8f6b-2f8cd022a272,Nepal Border to Be Set,,,Nepal Border to Be Set,,,,"Dispatch of The Times, London","[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'London', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
5,,https://www.nytimes.com/1957/02/24/archives/biggest-free-election-in-history.html,,,198,The New York Times,[],[],1957-02-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/527c4433-3b2a-52fd-b155-084b60a72eff,0,nyt://article/527c4433-3b2a-52fd-b155-084b60a72eff,Biggest Free Election in History,1,,Biggest Free Election in History,,,,,[],,T
6,India: famous poet series planned,https://www.nytimes.com/1952/09/07/archives/new-issues.html,India: famous poet series planned,,11,The New York Times,[],"[{'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 11, 'major': 'N'}]",1952-09-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/592afc25-bd33-5200-a340-9386439ee72c,0,nyt://article/592afc25-bd33-5200-a340-9386439ee72c,NEW ISSUES,,,NEW ISSUES,,,,,[],,X
7,Netherlands Antilles: Seaman's Welfare items,https://www.nytimes.com/1952/07/27/archives/news-of-the-world-of-stamps-india-plans-a-new-series-in-honor-of.html,Netherlands Antilles: Seaman's Welfare items,,10,The New York Times,[],"[{'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'STAMPS, COVERS AND CACHETS (POSTAL)', 'rank': 12, 'major': 'N'}]",1952-07-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/a80cb2ce-68b3-5e66-afe7-0644766b33c5,0,nyt://article/a80cb2ce-68b3-5e66-afe7-0644766b33c5,NEWS OF THE WORLD OF STAMPS; India Plans a New Series In Honor of Her Poets -- Other Foreign Issues,,,NEWS OF THE WORLD OF STAMPS; India Plans a New Series In Honor of Her Poets -- Other Foreign Issues,,,,By Kent B. Stiles,"[{'firstname': 'Kent', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,X
8,600 New Delhi business men adopt high ethical code on appeal of new religious leader,https://www.nytimes.com/1950/05/02/archives/600-pledge-high-ethics-new-religious-leader-in-india-effects.html,600 New Delhi business men adopt high ethical code on appeal of new religious leader,,20,The New York Times,[],"[{'name': 'glocations', 'value': 'India', 'rank': 1, 'major': 'N'}]",1950-05-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/d56c6be0-3f77-5934-865e-dd1336b5dc42,0,nyt://article/d56c6be0-3f77-5934-865e-dd1336b5dc42,600 PLEDGE HIGH ETHICS; New Religious Leader in India Effects One-Year Conversion,,,600 PLEDGE HIGH ETHICS; New Religious Leader in India Effects One-Year Conversion,,,,Special to THE NEW YORK TIMES,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
9,"PRINCETON, N.J., May 25.-- Princeton's baseball team defeated Penn, 7 to 2, on University Field this afternoon.  ",https://www.nytimes.com/1929/05/26/archives/princeton-topplfs-penn-nine-7-to-2-layton-allows-only-7-hits-while.html,,,2,The New York Times,[],[],1929-05-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/8d3ba8d0-e4dc-5de5-bd2c-a5213beddcaf,0,nyt://article/8d3ba8d0-e4dc-5de5-bd2c-a5213beddcaf,"PRINCETON TOPPLFS PENN NINE, 7 TO 2; Layton Allows Only 7 Hits, While Tigers Total 14 Off Peterson and Drews. STRUBING HITS HOME RUN Drives for Circuit in the Fourth With One On--Winter Gets Triple for Red and Blue.",1,,"PRINCETON TOPPLFS PENN NINE, 7 TO 2; Layton Allows Only 7 Hits, While Tigers Total 14 Off Peterson and Drews. STRUBING HITS HOME RUN Drives for Circuit in the Fourth With One On--Winter Gets Triple for Red and Blue.",,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,S
