,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"In the Cinemania series at the Tribeca Film Festival, some quirky films thrive.",https://www.nytimes.com/2010/04/23/movies/23cinemania.html,"In the Cinemania series at the Tribeca Film Festival, some quirky films thrive.",For several weeks now friends have been asking for Tribeca Film Festival advice: What about “My Trip to Al-Qaeda”? Is “Micmacs” any good? How did they make a movie out of “Freakonomics”?,C,9,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/23/movies/23cinespan-1/23cinespan-1-articleLarge.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2010/04/23/movies/23cinespan-1/23cinespan-1-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/23/movies/23cinespan-1/23cinespan-1-articleLarge.jpg', 'height': 330, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/23/movies/23cinespan-1/23cinespan-1-sfSpan.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/23/movies/23cinespan-1/23cinespan-1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/04/23/movies/23cinespan-1/23cinespan-1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Tribeca Film Festival (NYC)', 'rank': 2, 'major': 'N'}]",2010-04-22T22:01:20+0000,article,Weekend,Movies,News,nyt://article/34491ee1-156f-5ae2-b57e-5e44ee4d03aa,843,nyt://article/34491ee1-156f-5ae2-b57e-5e44ee4d03aa,"The Underside of a Film Festival, Where Some Dark Treasures Dwell",Film,,"The Underside of a Film Festival, Where Some Dark Treasures Dwell",,,,By Mike Hale,"[{'firstname': 'Mike', 'middlename': None, 'lastname': 'Hale', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
1,"With college athletics facing an overhaul, many eyes were on the Bowl Championship Series meetings in Scottsdale, Ariz.",https://www.nytimes.com/2010/04/23/sports/ncaafootball/23bcs.html,"With college athletics facing an overhaul, many eyes were on the Bowl Championship Series meetings in Scottsdale, Ariz.","SCOTTSDALE, Ariz. — The Bowl Championship Series meetings usually revolve around minutiae, like who will be voting in the Harris college football poll and how the standings formula will be tweaked. But when the 11 Football Bowl Subdivision conference commissioners gathered here this week, those issues rested on the back burner. ",B,11,The New York Times,[],"[{'name': 'organizations', 'value': 'Bowl Championship Series', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Southeastern Conference', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'College Athletics', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Big East Conference', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'University of Notre Dame', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'National Collegiate Athletic Assn', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Big Ten Conference', 'rank': 8, 'major': 'N'}]",2010-04-22T14:57:33+0000,article,Sports,Sports,News,nyt://article/59753639-3ab7-5637-814c-11457b45e2cb,812,nyt://article/59753639-3ab7-5637-814c-11457b45e2cb,Big Picture Examined at B.C.S. Meetings,,,Big Picture Examined at B.C.S. Meetings,,,,By Pete Thamel,"[{'firstname': 'Pete', 'middlename': None, 'lastname': 'Thamel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,College Football
2,"You’d think there would be plenty of circa-1979 bathrooms in New York City, but none were quite right for a new movie.",https://cityroom.blogs.nytimes.com/2010/04/20/a-hunt-for-the-perfect-bathroom-in-the-name-of-film/,"You’d think there would be plenty of circa-1979 bathrooms in New York City, but none were quite right for a new movie.","Brooks Branch urgently needed to find a toilet. Not for himself, for Timothy Hutton.",,,The New York Times,[],[],2010-04-20T21:39:52+0000,article,Metro,New York,,nyt://article/b19c7e2b-6cbd-5166-a39f-05813e00b777,551,nyt://article/b19c7e2b-6cbd-5166-a39f-05813e00b777,"A Hunt for the Perfect Bathroom, in the Name of Film",City Room,,,,,,By James Barron,"[{'firstname': 'James', 'middlename': None, 'lastname': 'Barron', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
3,"Some families were within weeks of adopting Russian children. Now, they are waiting to see what happens.",https://www.nytimes.com/2010/04/13/us/13adopt.html,"Some families were within weeks of adopting Russian children. Now, they are waiting to see what happens.","Randy Wills received the long-awaited call from his adoption agency last Thursday: a 10-month-old girl from eastern Russia was available for adoption. He and his wife, Magdalena Kleczkowski Wills, who live in Southington, Conn., could plan to travel to Russia in two weeks. ",A,14,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/13/us/13adopt_CA1_337-span/13adopt_CA1-articleLarge.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2010/04/13/us/13adopt_CA1_337-span/13adopt_CA1-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/13/us/13adopt_CA1_337-span/13adopt_CA1-articleLarge.jpg', 'height': 330, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/13/us/13adopt_CA1_337-span/13adopt_CA1-articleInline.jpg', 'height': 125, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/13/us/13adopt_CA1_337-span/13adopt_CA1-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/13/us/13adopt_CA1_337-span/13adopt_CA1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/04/13/us/13adopt_CA1_337-span/13adopt_CA1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'glocations', 'value': 'Russia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ADOPTIONS', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Hansen, Torry Ann', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Donaldson, Evan B, Adoption Institute', 'rank': 5, 'major': 'N'}]",2010-04-13T01:09:49+0000,article,National,U.S.,News,nyt://article/e46d5ca7-187d-50c0-afd9-b1bf5e114d2e,1244,nyt://article/e46d5ca7-187d-50c0-afd9-b1bf5e114d2e,In a Diplomatic Limbo While Waiting to Adopt,,,In a Diplomatic Limbo While Waiting to Adopt,,,,By Sarah Kershaw,"[{'firstname': 'Sarah', 'middlename': None, 'lastname': 'Kershaw', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
4,POP,https://www.nytimes.com/2010/04/09/arts/music/09pop.html,,POP,C,18,The New York Times,[],[],2010-04-08T23:17:22+0000,article,Weekend,Arts,Schedule,nyt://article/7336811e-15c7-5d18-a932-6d793e608250,1341,nyt://article/7336811e-15c7-5d18-a932-6d793e608250,Pop and Rock Listings,,,The Listings,,,,By The New York Times,[],The New York Times,Music
5,A device called the ToneRite slips over the strings and emits sound that is intended to mimic the physics of playing the instrument.,https://www.nytimes.com/2010/04/05/technology/05tonerite.html,A device called the ToneRite slips over the strings and emits sound that is intended to mimic the physics of playing the instrument.,"No one knows how the violins of Antonio Stradivari sounded when they first left his workbench in Cremona, Italy, hundreds of years ago. But those fabled instruments probably did not reach their full potential until they were played. And played. And then played some more. ",B,8,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/05/business/05tonerite_CA0/05tonerite_CA0-popup.jpg', 'height': 687, 'width': 450, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/05/business/05tonerite_CA0/05tonerite_CA0-articleInline.jpg', 'height': 288, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/05/business/05tonerite_CA0/05tonerite_CA0-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/04/05/business/05tonerite_CA0/05tonerite_CA0-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Violins', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Cellos', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Guitars', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Musical Instruments', 'rank': 5, 'major': 'N'}]",2010-04-05T03:52:01+0000,article,Business,Technology,News,nyt://article/7abe912f-7b0f-5b01-925b-95c13142f700,529,nyt://article/7abe912f-7b0f-5b01-925b-95c13142f700,Using an Electronic Device to Break in a New Violin,,,Using an Electronic Device To Break In a New Violin,,,,By Kevin Delaney,"[{'firstname': 'Kevin', 'middlename': None, 'lastname': 'Delaney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
6,"Jim Isch, the N.C.A.A.’s interim president, will make the decision on the N.C.A.A. tournament’s TV contract, greatly influencing whether the tournament expands.",https://www.nytimes.com/2010/04/04/sports/ncaabasketball/04isch.html,"Jim Isch, the N.C.A.A.’s interim president, will make the decision on the N.C.A.A. tournament’s TV contract, greatly influencing whether the tournament expands.","INDIANAPOLIS — If a theme song were to be played in the background of this Final Four, R.E.M.’s “It’s the End of the World as We Know It” would be most appropriate. ",SP,2,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/04/sports/04isch_CA0/04isch_CA0-popup.jpg', 'height': 409, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/04/sports/04isch_CA0/04isch_CA0-articleInline.jpg', 'height': 120, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/04/sports/04isch_CA0/04isch_CA0-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/04/sports/04isch_CA0/04isch_CA0-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/04/04/sports/04isch_CA0/04isch_CA0-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'NCAA Basketball Tournament (Men)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'National Collegiate Athletic Assn', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'College Athletics', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Basketball', 'rank': 4, 'major': 'N'}]",2010-04-03T18:51:13+0000,article,Sports,Sports,News,nyt://article/93416653-9a8e-58bc-9ad6-a52eb1c66942,847,nyt://article/93416653-9a8e-58bc-9ad6-a52eb1c66942,Expansion Is Tough Call for the Interim Boss,,,Expansion Is Tough Call for Interim N.C.A.A. Boss,,,,By Pete Thamel,"[{'firstname': 'Pete', 'middlename': None, 'lastname': 'Thamel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,College Basketball
7,POP,https://www.nytimes.com/2010/04/02/arts/music/02pop.html,,POP,C,18,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/02/arts/music/02pop/02pop-articleInline.jpg', 'height': 283, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]",[],2010-04-01T21:56:27+0000,article,Weekend,Arts,Schedule,nyt://article/737a6aa0-a789-554c-8799-d78a6296514e,1432,nyt://article/737a6aa0-a789-554c-8799-d78a6296514e,Pop and Rock Listings,,,The Listings,,,,By The New York Times,[],The New York Times,Music
8,"From New York to Las Vegas, several restaurants are opening, planning to open or closing.",https://www.nytimes.com/2010/03/31/dining/31off.html,"From New York to Las Vegas, several restaurants are opening, planning to open or closing.",Openings,D,2,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/31/dining/31offspan-1/31offspan-1-articleLarge.jpg', 'height': 376, 'width': 600, 'legacy': {'xlarge': 'images/2010/03/31/dining/31offspan-1/31offspan-1-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 376}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/31/dining/31offspan-1/31offspan-1-articleLarge.jpg', 'height': 376, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/31/dining/31offspan-1/31offspan-1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/03/31/dining/31offspan-1/31offspan-1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]",[],2010-03-30T23:28:18+0000,article,Dining,Food,News,nyt://article/f9fab871-384d-5a0e-8de0-a6c976ae5f59,311,nyt://article/f9fab871-384d-5a0e-8de0-a6c976ae5f59,Off the Menu,,,Off the Menu,,,,By Florence Fabricant,"[{'firstname': 'Florence', 'middlename': None, 'lastname': 'Fabricant', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
9,"Despite resembling the New York of 75 years ago, there are signs that NoLIta is now a changed neighborhood.",https://www.nytimes.com/2010/03/28/realestate/28Living.html,"Despite resembling the New York of 75 years ago, there are signs that NoLIta is now a changed neighborhood.","VISIT NoLIta early enough on a weekday, before all the boutiques stir to life at 11 or even noon, and you might feel as if you had traveled back in time 75 years. Weathered walk-up tenement buildings cast shadows over the side streets; homeless men trudge through on their way to the Bowery; pizza shop workers settle in for a day at the ovens.",RE,7,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/28/realestate/28Living_span/28Living_span-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {'xlarge': 'images/2010/03/28/realestate/28Living_span/28Living_span-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 315}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/28/realestate/28Living_span/28Living_span-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/28/realestate/28Living_span/28Living_span-sfSpan.jpg', 'height': 265, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/28/realestate/28Living_span/28Living_span-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/03/28/realestate/28Living_span/28Living_span-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Restaurants', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Housing and Real Estate', 'rank': 2, 'major': 'N'}]",2010-03-26T19:57:58+0000,article,RealEstate,Real Estate,News,nyt://article/6d7fa015-696a-5e2f-b12a-95bc0da45d90,1556,nyt://article/6d7fa015-696a-5e2f-b12a-95bc0da45d90,A Time Capsule Invaded,Living In | NoLIta,,A Time Capsule Invaded,,,,By Jake Mooney,"[{'firstname': 'Jake', 'middlename': None, 'lastname': 'Mooney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
