,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * ERIC ALEXANDER, Up Over Jazz Cafe, 351 Flatbush Avenue, near Seventh Avenue, Prospect Heights, Brooklyn, (718) 398-5413. Mr. Alexander, a young tenor saxophonist, absorbed not only the musical syntax of his heroes -- principally Sonny Stitt and John Coltrane -- but also the sound: he positions the microphone nearly inside the bell of his horn and gets a deep, rich glow, centering on the low midrange of the horn's notes. Tonight and tomorrow night at 9, 11 and 12:30; cover charge is $18, with a $5 minimum (Ben Ratliff).",https://www.nytimes.com/2003/12/26/movies/pop-and-jazz-guide-706493.html,,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,E,30,The New York Times,[],[],2003-12-26T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/0bbae6d4-4700-5037-8cf1-c562abda460f,1829,nyt://article/0bbae6d4-4700-5037-8cf1-c562abda460f,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,
1," ATTRACTIONS    Museums and Sites    AMERICAN MUSEUM OF THE MOVING IMAGE, 36-01 35th Avenue, at 36th Street, Astoria, Queens. One of the largest collections of moving-image artifacts. Through Jan. 4, a Judy Garland film series, with screenings of ''The Wizard of Oz'' (1939), directed by Victor Fleming, today and Wednesday at 2 p.m.; ''Meet Me in St. Louis'' (1944), directed by Vincente Minnelli (tomorrow, Sunday and Thursday at 2 p.m.); ''For Me and My Gal'' (1942), directed by Busby Berkeley, tomorrow at 4:30 p.m.; ''The Clock'' (1945), directed by Vincente Minnelli, Sunday at 4:30 p.m.; ''Babes in Arms'' (1939), directed by Busby Berkeley, Monday at 2 p.m.; ''Strike Up the Band'' (1940), directed by Busby Berkeley, Tuesday at 2 p.m. On view indefinitely, ''Tim Burton Drawings,'' an exhibition of more than 24 drawings, watercolors and sketches related to his films. Museum hours: Tuesdays through Thursdays, noon to 5 p.m.; Fridays, noon to 8 p.m.; Saturdays and Sundays, 11 a.m. to 6 p.m.; and by appointment. Film and video showings are free with admission unless otherwise noted. Museum admission: $10; 65+ and students, $7.50; ages 5 to 18, $5; free for members and children 4 and younger and for everyone on Fridays from 4 to 8 p.m.; Friday evenings, screenings are extra. Information: (718) 784-0077 or www.movingimage.us.",https://www.nytimes.com/2003/12/26/arts/spare-times-707368.html,,ATTRACTIONS,E,50,The New York Times,[],[],2003-12-26T05:00:00+0000,article,Leisure/Weekend Desk,Arts,Schedule,nyt://article/0d945fed-a527-54e9-ad31-f33bae31eb54,2294,nyt://article/0d945fed-a527-54e9-ad31-f33bae31eb54,SPARE TIMES,,,SPARE TIMES,,,,,[],,
2,"From local lounges to concert halls, New Years Eve is the occasion to crank up both the volume and the price. A list of musical events.",https://www.nytimes.com/2003/12/26/arts/music/riffing-rocking-and-jamming-pushing-the-clock-toward-midnight.html,"From local lounges to concert halls, New Years Eve is the occasion to crank up both the volume and the price. A list of musical events."," New Year's Eve isn't just a calendar date; it's an industry, a full-employment program for makers of Champagne, party hats and toothpicks, for waiters and taxi drivers and bouncers, and not least for disc jockeys and musicians. The urge to greet the new year with public songs and dancing may well be primordial, and from local lounges to concert halls, in places that have music every night and places that don't, New Year's Eve is the occasion to crank up both the volume and the price. In New York City the night's offerings run from introspective songwriters to jazz swingers to jam bands to thumping, pulsating dance music. In most cases it's a good idea to make reservations or buy tickets in advance. (* denotes a highly recommended performance; New Year's Eve cabaret shows are listed on Page 44.) ",,,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'New Year', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Bars', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'NIGHTCLUBS AND CABARETS', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Rock Music', 'rank': 6, 'major': 'N'}]",2003-12-26T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/16143221-fade-5bb2-8431-2d6add9ac2c3,3195,nyt://article/16143221-fade-5bb2-8431-2d6add9ac2c3,"Riffing, Rocking and Jamming, Pushing the Clock Toward Midnight",,,"Riffing, Rocking and Jamming, Pushing the Clock Toward Midnight",,,,By Jon Pareles,"[{'firstname': 'Jon', 'middlename': None, 'lastname': 'Pareles', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Music
3,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend.,https://www.nytimes.com/2003/12/26/arts/music/pop-and-jazz-listings.html,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend., Aselective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert. ,,,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Rock Music', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Jazz', 'rank': 4, 'major': 'N'}]",2003-12-26T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/d8bc8cca-4fa7-5aaf-abea-fad2b7ce337b,1825,nyt://article/d8bc8cca-4fa7-5aaf-abea-fad2b7ce337b,Pop and Jazz Listings,,,Pop and Jazz Listings,,,,,[],,Music
4,Guide to New Year's Eve musical performances in New York City; drawing (L),https://www.nytimes.com/2003/12/26/movies/riffing-rocking-and-jamming-pushing-the-clock-toward-midnight.html,Guide to New Year's Eve musical performances in New York City; drawing (L),"New Year's Eve isn't just a calendar date; it's an industry, a full-employment program for makers of Champagne, party hats and toothpicks, for waiters and taxi drivers and bouncers, and not least for disc jockeys and musicians. The urge to greet the new year with public songs and dancing may well be primordial, and from local lounges to concert halls, in places that have music every night and places that don't, New Year's Eve is the occasion to crank up both the volume and the price. In New York City the night's offerings run from introspective songwriters to jazz swingers to jam bands to thumping, pulsating dance music. In most cases it's a good idea to make reservations or buy tickets in advance. (* denotes a highly recommended performance; New Year's Eve cabaret shows are listed on Page 44.) JON PARELES",E,36,The New York Times,[],[],2003-12-26T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/1994448f-eed1-59bc-8ef1-81b1256169c2,3247,nyt://article/1994448f-eed1-59bc-8ef1-81b1256169c2,"Riffing, Rocking and Jamming, Pushing the Clock Toward Midnight",,,"Riffing, Rocking and Jamming, Pushing the Clock Toward Midnight",,,,By Jon Pareles,"[{'firstname': 'Jon', 'middlename': None, 'lastname': 'Pareles', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
5,Opera.,https://www.nytimes.com/2003/12/21/arts/music/music-listings.html,Opera., Opera ,,,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2003-12-21T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/7576dbbc-7527-5eb6-bfda-3110023cf4cf,2286,nyt://article/7576dbbc-7527-5eb6-bfda-3110023cf4cf,Music Listings,,,Music Listings,,,,,[],,Music
6," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * ANTIBALAS, Makor, 35 West 67th Street, Manhattan, (212) 601-1000. Antibalas delivers a New York makeover to Fela Kuti's Afrobeat, the Nigerian funk propelled by burly saxophones, fierce percussion and righteous anger. Performing constantly around New York has given the band a combined tightness and relaxation, the assurance that it can sustain and expand a groove until everyone is dancing. Tomorrow night at 9; admission is $15 (Jon Pareles).",https://www.nytimes.com/2003/12/19/movies/pop-and-jazz-guide-616397.html,,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,E,29,The New York Times,[],[],2003-12-19T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,Schedule,nyt://article/113e6dfe-b18e-54bb-97ce-a81e6342f268,2327,nyt://article/113e6dfe-b18e-54bb-97ce-a81e6342f268,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,
7," ATTRACTIONS    Museum    MOUNT VERNON HOTEL MUSEUM AND GARDEN, 421 East 61st Street, Manhattan. Built in 1799 as a carriage house for Abigail Adams and Col. William Smith, it was the Mount Vernon Hotel from 1826 to 1833. Hourly candlelight tours, tonight from 6 to 8 p.m. and tomorrow from 4 to 7 p.m. Tickets: $12, $6 for members; reservations, (212) 838-6878.",https://www.nytimes.com/2003/12/19/arts/spare-times-617458.html,,ATTRACTIONS,E,42,The New York Times,[],[],2003-12-19T05:00:00+0000,article,Leisure/Weekend Desk,Arts,Schedule,nyt://article/1e817f91-43ee-58c5-b186-a7c516bd48dd,1895,nyt://article/1e817f91-43ee-58c5-b186-a7c516bd48dd,SPARE TIMES,,,SPARE TIMES,,,,,[],,
8,Opera.,https://www.nytimes.com/2003/12/14/arts/music/music-listings.html,Opera., Opera ,,,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2003-12-14T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/b4bb03cb-365a-57e1-aea6-8dbbdbd78ba8,2343,nyt://article/b4bb03cb-365a-57e1-aea6-8dbbdbd78ba8,Music Listings,,,Music Listings,,,,,[],,Music
9,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend.,https://www.nytimes.com/2003/12/12/arts/music/pop-and-jazz-listings.html,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend., Aselective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert. ,,,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Rock Music', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 3, 'major': 'N'}]",2003-12-12T05:00:00+0000,article,Arts / Music,Arts,Results Listing,nyt://article/c3f0e01f-10ce-58f6-b9b4-ebec9cceb1a7,3220,nyt://article/c3f0e01f-10ce-58f6-b9b4-ebec9cceb1a7,Pop and Jazz Listings,,,Pop and Jazz Listings,,,,,[],,Music
