,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,soldiers and students exert pressure on Ft Jackson soldiers off post to make them doubt US role; US Army drops charges against Tater and Kline,https://www.nytimes.com/1968/02/24/archives/leaflets-bombard-fort-jackson-gis-off-post.html,soldiers and students exert pressure on Ft Jackson soldiers off post to make them doubt US role; US Army drops charges against Tater and Kline,,6,The New York Times,[],"[{'name': 'glocations', 'value': 'Vietnam', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ARMY', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL POLICIES OF BELLIGERENTS, OTHER MAJOR POWERS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'REACTIONS IN US', 'rank': 5, 'major': 'N'}]",1968-02-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/e682b85b-e639-5ac3-8eb3-c5c3b818eca3,0,nyt://article/e682b85b-e639-5ac3-8eb3-c5c3b818eca3,Leaflets Bombard Fort Jackson G.I.'s Off Post,,,Leaflets Bombard Fort Jackson G.I.'s Off Post,,,,By Douglas Robinsonspecial To the New York Times,"[{'firstname': 'Douglas', 'middlename': 'Robinsonspecial', 'lastname': 'To', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
1,,https://www.nytimes.com/1968/02/21/archives/obituary-1-no-title.html,,,47,The New York Times,[],[],1968-02-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/20589c25-2f2e-5f3d-a833-668c30cc8c7c,0,nyt://article/20589c25-2f2e-5f3d-a833-668c30cc8c7c,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
2,"Stanford U surgeons Stinson, Angell, Iben and Shumway rept successful transplants of human aortic valves in 35 of 40 patients; say deaths were of causes not related to valves",https://www.nytimes.com/1968/02/21/archives/35-heart-valve-transplants-in-40-worked-doctors-say.html,"Stanford U surgeons Stinson, Angell, Iben and Shumway rept successful transplants of human aortic valves in 35 of 40 patients; say deaths were of causes not related to valves",,51,The New York Times,[],"[{'name': 'organizations', 'value': 'SURGICAL ASSN, PACIFIC COAST', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Transplants', 'rank': 3, 'major': 'N'}]",1968-02-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/861de7d3-1f63-5706-92b0-2fb360e9d375,0,nyt://article/861de7d3-1f63-5706-92b0-2fb360e9d375,"35 Heart Valve Transplants In 40 Worked, Doctors Say",,,"35 Heart Valve Transplants In 40 Worked, Doctors Say",,,,,[],,
3,"Rosendale, William A (Mrs)",https://www.nytimes.com/1968/02/19/archives/obituary-1-no-title.html,"Rosendale, William A (Mrs)",,39,The New York Times,[],"[{'name': 'persons', 'value': 'ROSENDALE, WILLIAM A', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1968-02-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/f3bde92a-d8d0-5066-92fb-a86031f4210c,0,nyt://article/f3bde92a-d8d0-5066-92fb-a86031f4210c,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
4,"ROME, Feb. 18 -- The police repulsed a march on the United States Embassy today by several hundred demonstrators who oppose the war in Vietnam. The demonstrators later smashed the office windows of an American airline office and of a shipping company office.  ",https://www.nytimes.com/1968/02/19/archives/rome-marchers-driven-off.html,,,8,The New York Times,[],[],1968-02-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/c286a3db-8f57-521c-aaf9-340994e4f2dd,0,nyt://article/c286a3db-8f57-521c-aaf9-340994e4f2dd,Rome Marchers Driven Off,1,,Rome Marchers Driven Off,,,,,[],,
5,Stern Bros,https://www.nytimes.com/1968/02/18/archives/obituary-2-no-title.html,Stern Bros,,81,The New York Times,[],"[{'name': 'subject', 'value': 'NEW YORK TIMES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'SPECIAL SECTIONS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ADVERTISING SECTIONS', 'rank': 3, 'major': 'N'}]",1968-02-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/fd00dc87-3e50-5c9e-9ad1-96f5a9ae247a,0,nyt://article/fd00dc87-3e50-5c9e-9ad1-96f5a9ae247a,Obituary 2 -- No Title,,,Obituary 2 -- No Title,,,,,[],,
6,"Miller, Llewellyn: The Encyclopedia of Etiquette. A Guide to Good Manners in Today's World",https://www.nytimes.com/1968/02/18/archives/how-to-appear-better-than-you-are-the-encyclopedia-of-etiquette-a.html,"Miller, Llewellyn: The Encyclopedia of Etiquette. A Guide to Good Manners in Today's World",,8,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'MILLER, LLEWELLYN', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MANNERS AND CUSTOMS', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'BOOK REVIEWS', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': ""THE ENCYCLOPEDIA OF ETIQUETTE. A GUIDE TO GOOD MANNERS IN TODAY'S WORLD"", 'rank': 5, 'major': 'N'}]",1968-02-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/8f9e3002-5147-5dab-b3d8-9b952493479b,0,nyt://article/8f9e3002-5147-5dab-b3d8-9b952493479b,How to Appear Better Than You Are; THE ENCYCLOPEDIA OF ETIQUETTE. A Guide to Good Manners in Today's World. By Llewellyn Miller. Introduction by Cleveland Amory. 640 pp. New York: Crown Publishers. $12.50.,,,How to Appear Better Than You Are; THE ENCYCLOPEDIA OF ETIQUETTE. A Guide to Good Manners in Today's World. By Llewellyn Miller. Introduction by Cleveland Amory. 640 pp. New York: Crown Publishers. $12.50.,,,,By Andy Logan,"[{'firstname': 'Andy', 'middlename': None, 'lastname': 'Logan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,BR
7,,https://www.nytimes.com/1968/02/14/archives/obituary-1-no-title.html,,,47,The New York Times,[],[],1968-02-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/f62a0ee4-6dc3-5b83-a07b-dd06a4acab43,0,nyt://article/f62a0ee4-6dc3-5b83-a07b-dd06a4acab43,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
8,Women marines mark 25th yr of continous service; boot training described; illus,https://www.nytimes.com/1968/02/13/archives/marines-salute-their-women-marines-salute-womens-corps-25-years-old.html,Women marines mark 25th yr of continous service; boot training described; illus,,45,The New York Times,[],"[{'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MARINE CORPS', 'rank': 2, 'major': 'N'}]",1968-02-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/560133d8-a619-592c-9bd5-f3c954689672,0,nyt://article/560133d8-a619-592c-9bd5-f3c954689672,"Marines Salute Their Women; Marines Salute Women's Corps, 25 Years Old Today",,,"Marines Salute Their Women; Marines Salute Women's Corps, 25 Years Old Today",,,,By Nan Robertson,"[{'firstname': 'Nan', 'middlename': None, 'lastname': 'Robertson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
9,,https://www.nytimes.com/1968/02/13/archives/obituary-1-no-title.html,,,43,The New York Times,[],[],1968-02-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/d95b289f-413a-587a-8f95-a4fd436ba5e9,0,nyt://article/d95b289f-413a-587a-8f95-a4fd436ba5e9,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
