,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,This new history of Britain’s role in the American Civil War examines the battle the Union and the Confederacy waged for English support.,https://www.nytimes.com/2011/07/03/books/review/book-review-a-world-on-fire-by-amanda-foreman.html,This new history of Britain’s role in the American Civil War examines the battle the Union and the Confederacy waged for English support.,"Was it a civil war twice over? Not only did the “war between the states” divide the American people, it sundered the larger English-speaking community stretching across the Atlantic. The conflict was followed with consuming interest by the British, it affected them directly, many of them fought in it — and it split them into two camps, just as it did the Americans.",BR,1,The New York Times,"[{'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/03/books/review/Wheatcroft-1308677430079/Wheatcroft-1308677430079-blog480.jpg', 'height': 375, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/03/books/review/Wheatcroft-1308677430079/Wheatcroft-1308677430079-jumbo.jpg', 'height': 799, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/03/books/review/Wheatcroft-1308677430079/Wheatcroft-1308677430079-popup.jpg', 'height': 507, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/03/books/review/Wheatcroft-1308677430079/Wheatcroft-1308677430079-articleInline.jpg', 'height': 148, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/03/books/review/Wheatcroft-1308677430079/Wheatcroft-1308677430079-sfSpan.jpg', 'height': 308, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/03/books/review/Wheatcroft-1308677430079/Wheatcroft-1308677430079-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/07/03/books/review/Wheatcroft-1308677430079/Wheatcroft-1308677430079-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Foreman, Amanda', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Civil War (US) (1861-65)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Great Britain', 'rank': 5, 'major': 'N'}]",2011-07-01T01:54:42+0000,article,BookReview,Books,Book Review,Review,nyt://article/0bd5b108-b1f6-523f-9035-0f4202a90dac,1711,nyt://article/0bd5b108-b1f6-523f-9035-0f4202a90dac,How the British Nearly Supported the Confederacy,,,The Cousins’ War,,,,By Geoffrey Wheatcroft,"[{'firstname': 'Geoffrey', 'middlename': None, 'lastname': 'Wheatcroft', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,"A selected guide to pop, rock, folk and other music performances in New York and the area.",https://www.nytimes.com/2011/06/24/arts/music/pop-and-rock-listings-for-june-24-30.html,"A selected guide to pop, rock, folk and other music performances in New York and the area.",Pop,C,21,The New York Times,[],"[{'name': 'subject', 'value': 'Central Park Summerstage', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Prudential Center (Newark)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'National Parks, Monuments and Seashores', 'rank': 3, 'major': 'N'}]",2011-06-23T22:28:37+0000,article,Weekend,Arts,Music,Schedule,nyt://article/9b100415-90a4-5ec6-b837-a7b3280176e7,988,nyt://article/9b100415-90a4-5ec6-b837-a7b3280176e7,Pop and Rock Listings for June 24-30,,,The Listings,,,,,[],
2,What’s out there for Bloomsday.,https://6thfloor.blogs.nytimes.com/2011/06/16/bloomsday-machines/,What’s out there for Bloomsday.,"In the spirit of Bloomsday — which honors the James Joyce novel “Ulysses,” which takes place entirely on June 16 — here’s a not-entirely random roundup of how various media are marking the occasion.",,,The New York Times,[],[],2011-06-16T21:56:32+0000,article,,Magazine,,News,nyt://article/884d7cba-3f34-559c-85e5-fe9fea7f875c,218,nyt://article/884d7cba-3f34-559c-85e5-fe9fea7f875c,Bloomsday Machines,The 6th Floor,,,,,,By Wm. Ferguson,"[{'firstname': 'Wm', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,"A selected guide to exhibitions, show, walks, talks and other events in New York.",https://www.nytimes.com/2011/06/17/arts/spare-times-for-june-17-23.html,"A selected guide to exhibitions, show, walks, talks and other events in New York.",Around Town,C,24,The New York Times,[],"[{'name': 'subject', 'value': 'Writing and Writers', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Yoga', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Street Fairs and Festivals', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'River to River Festival (NYC)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Folk Music', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Historic Buildings and Sites', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Baseball', 'rank': 8, 'major': 'N'}]",2011-06-16T21:36:26+0000,article,Weekend,Arts,,Schedule,nyt://article/d189311c-d752-59ce-83af-b78ed194364a,2045,nyt://article/d189311c-d752-59ce-83af-b78ed194364a,Spare Times for June 17-23,,,Spare Times,,,,By Anne Mancuso,"[{'firstname': 'Anne', 'middlename': None, 'lastname': 'Mancuso', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"A selected guide to events in New York for, by and about children.",https://www.nytimes.com/2011/06/03/arts/spare-times-for-children-for-june-3-9.html,"A selected guide to events in New York for, by and about children.",KIDSFILMFEST,C,32,The New York Times,[],"[{'name': 'subject', 'value': 'Parks and Other Recreation Areas', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Jazz', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 5, 'major': 'N'}]",2011-06-02T21:55:12+0000,article,Weekend,Arts,,Schedule,nyt://article/e240995e-d5be-5980-b2f6-b704c5b67333,3123,nyt://article/e240995e-d5be-5980-b2f6-b704c5b67333,"Spare Times: For Children, for June 3-9",,,Spare Times,,,,By Laurel Graeber,"[{'firstname': 'Laurel', 'middlename': None, 'lastname': 'Graeber', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
5,Highlights from the DealBook newsletter.,https://dealbook.nytimes.com/2011/06/02/morning-take-out-256/,Highlights from the DealBook newsletter.,"SAC Capital Is Said to Face Insider Trading Inquiry | The Securities and Exchange Commission is investigating whether trades in health care stocks by the hedge fund SAC Capital Advisors as recently as last year were made using inside information, a person briefed on the matter said on Wednesday.",,,The New York Times,[],[],2011-06-02T13:32:26+0000,article,Business,Business Day,,News,nyt://article/8c909cf1-ee1b-5003-b4e1-73f4126618bd,1988,nyt://article/8c909cf1-ee1b-5003-b4e1-73f4126618bd,Morning Take-Out,DealBook,,,,,,By Dealbook,"[{'firstname': 'Dealbook', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,"Mr. Delaney was an Irish businessman who founded Intrade, an online exchange that allows customers to bet on world political, entertainment and financial events.",https://www.nytimes.com/2011/05/27/business/27delaney.html,"Mr. Delaney was an Irish businessman who founded Intrade, an online exchange that allows customers to bet on world political, entertainment and financial events.","John Delaney, an Irish businessman who founded Intrade, an online prediction market that allows customers to bet on world political, entertainment and financial events, died on Saturday after coming within 50 yards of the summit of Mount Everest. He was 42.",A,25,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/05/27/business/DELANEY-obit/DELANEY-obit-articleInline.jpg', 'height': 232, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/05/27/business/DELANEY-obit/DELANEY-obit-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/05/27/business/DELANEY-obit/DELANEY-obit-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mountain Climbing', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Intrade', 'rank': 3, 'major': 'N'}]",2011-05-27T02:22:32+0000,article,Business,Business Day,,Obituary (Obit),nyt://article/b9d81b4a-15b9-5514-9c6e-7b68c0adc819,656,nyt://article/b9d81b4a-15b9-5514-9c6e-7b68c0adc819,"John Delaney, Founder of Intrade, Dies at 42",,,"John Delaney, 42, Founder of Intrade",,,,By Julie Creswell,"[{'firstname': 'Julie', 'middlename': None, 'lastname': 'Creswell', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,"A selected guide to pop, rock and folk acts in New York and the area.",https://www.nytimes.com/2011/05/27/arts/music/pop-and-rock-listings-for-may-27-june-2.html,"A selected guide to pop, rock and folk acts in New York and the area.",Pop,C,16,The New York Times,[],"[{'name': 'subject', 'value': 'Guitars', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Nineteen Hundred Sixties', 'rank': 2, 'major': 'N'}]",2011-05-26T21:15:45+0000,article,Weekend,Arts,Music,Schedule,nyt://article/57d7d37e-f56d-5480-8408-d713c448f701,1121,nyt://article/57d7d37e-f56d-5480-8408-d713c448f701,Pop and Rock Listings for May 27-June 2,,,The Listings,,,,,[],
8,A selection of cultural events this week.,https://www.nytimes.com/2011/05/22/arts/may-22-28.html,A selection of cultural events this week.,Theater,,,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/05/22/arts/GUIDE-1/GUIDE-1-articleLarge.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2011/05/22/arts/GUIDE-1/GUIDE-1-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/05/22/arts/GUIDE-1/GUIDE-1-jumbo.jpg', 'height': 682, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/05/22/arts/GUIDE-1/GUIDE-1-articleLarge.jpg', 'height': 350, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/05/22/arts/GUIDE-1/GUIDE-1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/05/22/arts/GUIDE-1/GUIDE-1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]",[],2011-05-20T20:21:44+0000,article,Culture,Arts,,News,nyt://article/1a57bb6f-9c8f-5b36-8eb3-d3c925d32a87,1749,nyt://article/1a57bb6f-9c8f-5b36-8eb3-d3c925d32a87,May 22 — 28,The Week Ahead,,May 22--28,,,,,[],
9,"When Goldman went public in 1999, a group of 221 executives controlled the firm. Now, only 39 remain, with the others going to top jobs in finance, government and even sports.",https://dealbook.nytimes.com/2011/05/16/the-goldman-sachs-diaspora/,"When Goldman went public in 1999, a group of 221 executives controlled the firm. Now, only 39 remain, with the others going to top jobs in finance, government and even sports.","Retirement often conjures images of shuffleboard or fishing. But for most Goldman Sachs partners, it signals the start of another career. ",,,The New York Times,[],"[{'name': 'subject', 'value': 'Initial Public Offerings', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Corzine, Jon S', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Paulson, Henry M Jr', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Thain, John A', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Thornton, John', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Goldman Sachs Group Inc', 'rank': 6, 'major': 'N'}]",2011-05-17T01:16:22+0000,article,,Business Day,,,nyt://article/edf18e62-ad55-5999-aae5-d1b5b75056ea,2928,nyt://article/edf18e62-ad55-5999-aae5-d1b5b75056ea,The Goldman Sachs Diaspora,DealBook,,,,,,"By Susanne Craig, Ben Protess and Evelyn M. Rusli","[{'firstname': 'Susanne', 'middlename': None, 'lastname': 'Craig', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Ben', 'middlename': None, 'lastname': 'Protess', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}, {'firstname': 'Evelyn', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 3}]",
