,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"THE legend and the life of Woody Guthrie are intertwined by journalist Joe Klein into a su  perbly balanced biography of the folk hero and folk singer. In Guthrie Mr. Klein defines an essential character in the American dream. Whether the boy (he is always a boy, or a boy-man) is fictional, or has lived, doesn't matter.  ",https://www.nytimes.com/1980/12/07/archives/this-land-was-his-land-guthrie.html,,,T,1,The New York Times,[],[],1980-12-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/bad61443-938b-5bdf-8bb6-d3a957f60808,0,nyt://article/bad61443-938b-5bdf-8bb6-d3a957f60808,This Land Was His Land; Guthrie,2,,This Land Was His Land; Guthrie,,,,By Mary Lee Settle,"[{'firstname': 'Mary', 'middlename': 'Lee', 'lastname': 'Settle', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,,https://www.nytimes.com/1980/12/06/archives/obituary-6-no-title.html,,,,20,The New York Times,[],[],1980-12-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/3de609ff-6bce-5396-af49-b7a549089d4d,0,nyt://article/3de609ff-6bce-5396-af49-b7a549089d4d,Obituary 6 -- No Title,1,,Obituary 6 -- No Title,,,,,[],
2,,https://www.nytimes.com/1980/12/06/archives/notes-on-people-for-the-woman-who-has-everything-burros-blind-man-a.html,,,M,28,The New York Times,[],[],1980-12-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/14e02174-7e0c-5c7c-a2dc-0f0a2debad0d,0,nyt://article/14e02174-7e0c-5c7c-a2dc-0f0a2debad0d,"Notes on People; For the 'Woman Who Has Everything': Burros Blind Man Achieves a Lifelong Ambition A Senator Re-enlists The Best of Seaver, Bench and the Cincinnati Pops",1,,"Notes on People; For the 'Woman Who Has Everything': Burros Blind Man Achieves a Lifelong Ambition A Senator Re-enlists The Best of Seaver, Bench and the Cincinnati Pops",,,,Albin Krebs Robert McG. Thomas Jr,"[{'firstname': 'Albin', 'middlename': 'Krebs', 'lastname': 'Robert', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,"The Popovich Brothers--the Serbian tamburitza ensemble that has been playing for more than half a century at weddings, banquets and church events in the ethnic neighborhoods where the men have lived--are finding a new audience.  ",https://www.nytimes.com/1980/12/05/archives/for-ethnic-music-night-serbian-tamburitza-team-a-tamburitza.html,,,T,15,The New York Times,[],[],1980-12-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/b53795e0-bb66-5a97-a25e-4c5f24a43378,0,nyt://article/b53795e0-bb66-5a97-a25e-4c5f24a43378,"For Ethnic Music Night, Serbian Tamburitza Team; A Tamburitza Tradition Prim, Brach and Bugaria McCracken in Queens",1,,"For Ethnic Music Night, Serbian Tamburitza Team; A Tamburitza Tradition Prim, Brach and Bugaria McCracken in Queens",,,,By Eleanor Blau,"[{'firstname': 'Eleanor', 'middlename': None, 'lastname': 'Blau', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"WASHINGTON, Dec. 3--Representatives of the elderly recommended today that Congress use general tax revenues to fill the expected gap between Social Security payroll taxes and the benefits to be paid.  ",https://www.nytimes.com/1980/12/04/archives/spokesmen-for-elderly-urge-use-of-general-tax-money-to-fill-gap-in.html,,,A,18,The New York Times,[],[],1980-12-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/349fb850-6751-5f89-bac6-759000c68733,0,nyt://article/349fb850-6751-5f89-bac6-759000c68733,Spokesmen for Elderly Urge Use of General Tax Money to Fill Gap in Social Security Funds; Major Debate Expected Senator Expresses Reservation A Different Opinion Other Proposals Made,1,,Spokesmen for Elderly Urge Use of General Tax Money to Fill Gap in Social Security Funds; Major Debate Expected Senator Expresses Reservation A Different Opinion Other Proposals Made,,,,By Edward Cowan Special To the New York Times,"[{'firstname': 'Edward', 'middlename': 'Cowan', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
5,"ATLANTA, Dec. 3--Although mayors attending the National League of Cities convention here appear resigned to the prospect of some deep cuts in Federal assistance, even the most conservative ones say that an array of urban programs may be politically immune to elimination or drastic cuts under the incoming Reagan administration.  ",https://www.nytimes.com/1980/12/04/archives/mayors-see-hope-on-reagan-programs-urban-development-grants-promise.html,,,A,18,The New York Times,[],[],1980-12-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/ae72c623-7af7-564d-9e86-1c4cb3681a87,0,nyt://article/ae72c623-7af7-564d-9e86-1c4cb3681a87,Mayors See Hope on Reagan Programs; Urban Development Grants Promise on Bloc Programs League Becomes Lobby ,1,,Mayors See Hope on Reagan Programs; Urban Development Grants Promise on Bloc Programs League Becomes Lobby ,,,,By John Herbers Special To the New York Times,"[{'firstname': 'John', 'middlename': 'Herbers', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,,https://www.nytimes.com/1980/12/04/archives/television-of-special-interest.html,,,T,31,The New York Times,[],[],1980-12-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/0d9b496a-5170-5fed-b879-93b50675bb59,0,nyt://article/0d9b496a-5170-5fed-b879-93b50675bb59,Television; Of Special Interest,1,,Television; Of Special Interest,,,,,[],
7,"WASHINGTON, Dec. 2--Presidentelect Ronald Reagan, drawing on both the Eastern establishment and his West Coast political associates, has decided on the four men he wants to form the inner ring of his Cabinet, well-placed Republican sources said today.  ",https://www.nytimes.com/1980/12/03/archives/4-reported-chosen-as-the-inner-circle-of-reagan-cabinet-haig-at.html,,,A,1,The New York Times,[],[],1980-12-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/45a2e29a-fcdc-506a-816b-49a3f83dac0d,0,nyt://article/45a2e29a-fcdc-506a-816b-49a3f83dac0d,"4 REPORTED CHOSEN AS THE INNER CIRCLE OF REAGAN CABINET; Haig at State Dept.; Weinberger at Defense; Wriston at Treasury; Smith, Attorney General Caution on Clearances Casey and Stockman Listed 4 REPORTED CHOSEN FOR REAGAN CABINET Possible Agriculture Choice Blend of Old and New ",2,,"4 REPORTED CHOSEN AS THE INNER CIRCLE OF REAGAN CABINET; Haig at State Dept.; Weinberger at Defense; Wriston at Treasury; Smith, Attorney General Caution on Clearances Casey and Stockman Listed 4 REPORTED CHOSEN FOR REAGAN CABINET Possible Agriculture Choice Blend of Old and New ",,,,By Hedrick Smith Special To the New York Times,"[{'firstname': 'Hedrick', 'middlename': 'Smith', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,"OAKLAND, Calif., Dec. 2--In the aftermath of an unusual evening at the Oakland-Alameda County Coliseum, in which a demonstration by almost everyone in a crowd of 51,583 upstaged the football game, Al Davis accused Pete Rozelle, the commissioner of the National Football League, of ""undermining"" his team.  ",https://www.nytimes.com/1980/12/03/archives/davis-faults-rozelle-for-raiders-trouble-no-comment-from-rozelle.html,,,S,22,The New York Times,[],[],1980-12-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/1d785e0b-bc3a-596a-a7ca-b857fc36ea92,0,nyt://article/1d785e0b-bc3a-596a-a7ca-b857fc36ea92,Davis Faults Rozelle For Raiders' Trouble; No Comment From Rozelle Cheerleaders No Help ,1,,Davis Faults Rozelle For Raiders' Trouble; No Comment From Rozelle Cheerleaders No Help ,,,,By William N. Wallace Special To the New York Times,"[{'firstname': 'William', 'middlename': 'N.', 'lastname': 'Wallace', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,"The National Football League ruled yesterday that Walter Payton of the Chicago Bears did not lose control of the ball and fumble in a controversial play during a game on Nov. 23 that the Atlanta Falcons won, 28-17.  ",https://www.nytimes.com/1980/12/02/archives/league-admits-error-on-payton.html,,,S,20,The New York Times,[],[],1980-12-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/9235ebf7-8cc9-52b8-95f6-2aa8ff5f1888,0,nyt://article/9235ebf7-8cc9-52b8-95f6-2aa8ff5f1888,League Admits Error on Payton,1,,League Admits Error on Payton,,,,,[],
