,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,"Kolmer, Wm",https://www.nytimes.com/1967/08/09/archives/deaths.html,"Kolmer, Wm",,39,The New York Times,[],"[{'name': 'persons', 'value': 'KOLMER, WM', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1967-08-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/447de0be-4d62-5170-978d-e06b3a934208,0,nyt://article/447de0be-4d62-5170-978d-e06b3a934208,Deaths,,,Deaths,,,,,[],,
1,,https://www.nytimes.com/1967/08/09/archives/roosevelt-raceway-results.html,,,35,The New York Times,[],[],1967-08-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/6930782a-2816-5bab-b58e-caf461beab23,0,nyt://article/6930782a-2816-5bab-b58e-caf461beab23,Roosevelt Raceway Results,1,,Roosevelt Raceway Results,,,,,[],,S
2,,https://www.nytimes.com/1967/08/08/archives/roosevelt-raceway-entries.html,,,45,The New York Times,[],[],1967-08-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/d4548e0c-3da0-52ba-9eda-8bfeed277d7b,0,nyt://article/d4548e0c-3da0-52ba-9eda-8bfeed277d7b,Roosevelt Raceway Entries.,1,,Roosevelt Raceway Entries.,,,,,[],,S
3,"LARCHMONT, N.Y., Aug. 5 --Miss Mary Anne McDonald, daughter of Mr. and Mrs. Robert McDonald, was married today to Douglas Edward Zirkle, son of Mr. and Mrs. Samuel Edear Zirkle of Erie, Pa.  ",https://www.nytimes.com/1967/08/06/archives/nuptials-for-mary-mcdonald-and-douglas-edward-zirkle.html,,,75,The New York Times,[],[],1967-08-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/fc6db497-6890-5f42-9c73-c08085a20d63,0,nyt://article/fc6db497-6890-5f42-9c73-c08085a20d63,Nuptials for Mary McDonald And Douglas Edward Zirkle,1,,Nuptials for Mary McDonald And Douglas Edward Zirkle,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
4,"WASHINGTON, Aug. 4--On Thanksgiving Day, 1961,  Paul Robert Ignatius had just joined his wife and four children around the dinner table when the phone rang. It was the Pentagon calling.",https://www.nytimes.com/1967/08/05/archives/at-the-navys-helm-paul-robert-ignatius.html,,,7,The New York Times,[],"[{'name': 'persons', 'value': 'IGNATIUS, PAUL R.', 'rank': 1, 'major': 'N'}]",1967-08-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/4155dadb-43e4-5493-bfe8-3727b2a1e332,0,nyt://article/4155dadb-43e4-5493-bfe8-3727b2a1e332,At the Navy's Helm; Paul Robert Ignatius,,,At the Navy's Helm; Paul Robert Ignatius,,,,,[],,
5,article on party for those who paid $50 for opening performance,https://www.nytimes.com/1967/08/05/archives/1300-maryland-partygoers-refused-to-be-rained-out-again.html,article on party for those who paid $50 for opening performance,,15,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ORGANIZATION (ADMINISTRATION, FACILITIES, FINANCES, PERSONNEL)', 'rank': 2, 'major': 'N'}]",1967-08-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/71d24b86-26ad-5776-b378-0dd0c7eba5e0,0,nyt://article/71d24b86-26ad-5776-b378-0dd0c7eba5e0,"1,300 Maryland Partygoers Refused to Be Rained Out Again",,,"1,300 Maryland Partygoers Refused to Be Rained Out Again",,,,By Myra MacPherson Special To the New York Times,"[{'firstname': 'Myra', 'middlename': 'Macpherson', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
6,,https://www.nytimes.com/1967/08/05/archives/roosevelt-raceway-results.html,,,17,The New York Times,[],[],1967-08-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/365ba6d0-3662-5f73-90f9-110fdc73f251,0,nyt://article/365ba6d0-3662-5f73-90f9-110fdc73f251,Roosevelt Raceway Results,1,,Roosevelt Raceway Results,,,,,[],,S
7,,https://www.nytimes.com/1967/08/04/archives/deaths.html,,,29,The New York Times,[],[],1967-08-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/d40d2c9f-372a-5fe9-8f55-9f9f1bd318f3,0,nyt://article/d40d2c9f-372a-5fe9-8f55-9f9f1bd318f3,Deaths,1,,Deaths,,,,,[],,
8,,https://www.nytimes.com/1967/08/04/archives/roosevelt-raceway-entries.html,,,21,The New York Times,[],[],1967-08-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/0ff8c829-3bd2-5784-8d1c-f9f13f3ff6c8,0,nyt://article/0ff8c829-3bd2-5784-8d1c-f9f13f3ff6c8,Roosevelt Raceway Entries,1,,Roosevelt Raceway Entries,,,,,[],,S
9,"they are freed on bond, will be tried August 21",https://www.nytimes.com/1967/08/03/archives/deaths.html,"they are freed on bond, will be tried August 21",,33,The New York Times,[],"[{'name': 'glocations', 'value': 'Vietnam', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL POLICIES OF BELLIGERENTS, OTHER MAJOR POWERS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'REACTIONS IN UNITED STATES', 'rank': 3, 'major': 'N'}]",1967-08-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/291d68be-160e-521d-9b94-b8822e047d91,0,nyt://article/291d68be-160e-521d-9b94-b8822e047d91,Deaths,,,Deaths,,,,,[],,
