,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,"Here is how Michael Crichton describes Amy, the principal love object in ""Congo"": ""She could be coy, she responded to flattery, she was preoccupied with her appearance, loved makeup, and was very fussy about the collar of the sweaters she wore in the winter.""  ",https://www.nytimes.com/1980/11/15/archives/books-of-the-times-suspenseful-redemption-arcana-for-the-millions.html,,,15,The New York Times,[],[],1980-11-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/ff015e73-3c83-565b-8c9b-24f910be4adb,0,nyt://article/ff015e73-3c83-565b-8c9b-24f910be4adb,Books of The Times; Suspenseful Redemption Arcana for the Millions The Mercenary's Complaint,1,,Books of The Times; Suspenseful Redemption Arcana for the Millions The Mercenary's Complaint,,,,ANATOLE BROYARD,"[{'firstname': 'Anatole', 'middlename': None, 'lastname': 'BROYARD', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
1,"THERE are a couple of Saturday Night specials, of sorts. ""Satur  day Night Live"" returns to NBC at 11:30 tomorrow night for a sixth season. The performers and producers are all new. The host is Elliott Gould.  ",https://www.nytimes.com/1980/11/14/archives/tv-weekend-saturday-night-live-saturday-night-fever.html,,,30,The New York Times,[],[],1980-11-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/55b7b0a3-b77e-5579-87ea-e4d632cbd449,0,nyt://article/55b7b0a3-b77e-5579-87ea-e4d632cbd449,"TV Weekend 'Saturday Night Live,' 'Saturday Night Fever'",1,,"TV Weekend 'Saturday Night Live,' 'Saturday Night Fever'",,,,By John J. O'Connor,"[{'firstname': 'John', 'middlename': 'J.', 'lastname': ""O'Connor"", 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,T
2,"MARY HARRISON and Libby Dalton of Knoxville, Tenn., were sitting having a quiet drink in the oak-paneled lounge of the Algonquin Hotel Monday evening.  They knew that some pretty strange things happen in New York, but not until several people got down on their hands and knees in front of them, were they aware that the guest-of-honor at an adjoining party was underneath their chair.  ",https://www.nytimes.com/1980/11/12/archives/new-yorkers-etc.html,,,22,The New York Times,[],[],1980-11-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/081d8731-1ac1-55e8-9709-73defd4e5238,0,nyt://article/081d8731-1ac1-55e8-9709-73defd4e5238,"New Yorkers, etc.",1,,"New Yorkers, etc.",,,,Enid Nemy,"[{'firstname': 'Enid', 'middlename': None, 'lastname': 'Nemy', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,T
3,"WASHINGTON, Nov. 8--On Oct. 14, exactly three weeks before the election, Jimmy Carter's top political strategists assembled in Hamilton Jordan's Spartan campaign office to devise a plan to wiggle out of a debate with Ronald Reagan.  ",https://www.nytimes.com/1980/11/09/archives/carter-postmortem-debate-hurt-but-wasnt-only-cause-for-defeat-the.html,,,1,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/6967beed-dc10-5d17-97a0-44cbe1a9dbf7,0,nyt://article/6967beed-dc10-5d17-97a0-44cbe1a9dbf7,"Carter Post-Mortem: Debate Hurt But Wasn't Only Cause for Defeat; The Economy, 'Rose Garden Strategy' and Blunder on United Nations Vote Among Many Issues Cited Carter Post-Mortem: Debate Was One of Many Problems 'Rose Garden Strategy' War and Peace U.N. Vote on Israel The 'Meanness' Issue Billy Carter Absence of Vision Keeping 'Real Events' Out ",2,,"Carter Post-Mortem: Debate Hurt But Wasn't Only Cause for Defeat; The Economy, 'Rose Garden Strategy' and Blunder on United Nations Vote Among Many Issues Cited Carter Post-Mortem: Debate Was One of Many Problems 'Rose Garden Strategy' War and Peace U.N. Vote on Israel The 'Meanness' Issue Billy Carter Absence of Vision Keeping 'Real Events' Out ",,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
4,,https://www.nytimes.com/1980/11/09/archives/marriage-announcement-10-no-title.html,,,83,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/33bb88aa-fedc-5c27-a5a5-51ff46b8b981,0,nyt://article/33bb88aa-fedc-5c27-a5a5-51ff46b8b981,Marriage Announcement 10 -- No Title,1,,Marriage Announcement 10 -- No Title,,,,,[],,
5,,https://www.nytimes.com/1980/11/09/archives/television-this-week-channel-information-one-day-at-a-time-the-spy.html,,,5,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/505014b6-70a0-5dbd-a6ee-215eff349470,0,nyt://article/505014b6-70a0-5dbd-a6ee-215eff349470,TELEVISION THIS WEEK; CHANNEL INFORMATION 'One Day at a Time' The Spy Who Loved Me' Subscription TV Highlights 'The Graduate' 'The Desert Fox' Subscription TV Highlights 'The Promise of Love Subscription TV Highlights 'The Deer Hunter' Subscription TV Highlights Subscription TV Highlights 'The Godfather' Subscription TV Highlights 'Free Voices of Labor: The Jewish Anarchists' Subscription TV Highlights ,8,,TELEVISION THIS WEEK; CHANNEL INFORMATION 'One Day at a Time' The Spy Who Loved Me' Subscription TV Highlights 'The Graduate' 'The Desert Fox' Subscription TV Highlights 'The Promise of Love Subscription TV Highlights 'The Deer Hunter' Subscription TV Highlights Subscription TV Highlights 'The Godfather' Subscription TV Highlights 'Free Voices of Labor: The Jewish Anarchists' Subscription TV Highlights ,,,,,[],,T
6,"On Christmas day last year, the mother of an American hostage being held in Teheran agreed to let a television network spend two hours filming the hostage's family at home.  ",https://www.nytimes.com/1980/11/09/archives/hostages-families-discuss-news-media-many-awakened-by-night-calls.html,,,25,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/d73b598d-c3c6-50fd-805f-9e027de9467b,0,nyt://article/d73b598d-c3c6-50fd-805f-9e027de9467b,HOSTAGES' FAMILIES DISCUSS NEWS MEDIA; Many Awakened by Night Calls-- Others Have Had Reporters Sleeping in Their Homes Action Plans for Release A Double-Edged Rejection Newsmen Sleeping in Home ,1,,HOSTAGES' FAMILIES DISCUSS NEWS MEDIA; Many Awakened by Night Calls-- Others Have Had Reporters Sleeping in Their Homes Action Plans for Release A Double-Edged Rejection Newsmen Sleeping in Home ,,,,By Deirdre Carmody,"[{'firstname': 'Deirdre', 'middlename': None, 'lastname': 'Carmody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,"ALTHOUGH the voters made a clear decision in the contest between Christopher J. Dodd and James L. Buckley for the  United States Senate seat being vacated by Abraham A. Ribicoff, the candidates couldn't resist a few post-election gibes on Tuesday night.  ",https://www.nytimes.com/1980/11/09/archives/connecticut-weekly-connecticut-journal-postelection-gibes-energy.html,,,3,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/cd96eaf6-a8ae-54f2-a633-870875d7989a,0,nyt://article/cd96eaf6-a8ae-54f2-a633-870875d7989a,CONNECTICUT JOURNAL; Postelection Gibes ... Energy Audits ,1,,CONNECTICUT JOURNAL; Postelection Gibes ... Energy Audits ,,,,Richard L. Madden,"[{'firstname': 'Richard', 'middlename': 'L.', 'lastname': 'Madden', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C
8,"NOW that he is no longer a quarterback with a sense of drama, the real Roger Staubach has  stood up as a politician with a sense of humor.  ",https://www.nytimes.com/1980/11/09/archives/sports-of-the-times-roger-staubachs-political-football.html,,,7,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/626fce55-c847-59c4-9f4a-8d806ea71bd9,0,nyt://article/626fce55-c847-59c4-9f4a-8d806ea71bd9,Sports of The Times; Roger Staubach's Political Football ,1,,Sports of The Times; Roger Staubach's Political Football ,,,,DAVE ANDERSON,"[{'firstname': 'Dave', 'middlename': None, 'lastname': 'ANDERSON', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,S
9,,https://www.nytimes.com/1980/11/09/archives/three-notable-programs.html,,,34,The New York Times,[],[],1980-11-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/6b457ec3-4701-50b9-b4bf-f71bb7ec4273,0,nyt://article/6b457ec3-4701-50b9-b4bf-f71bb7ec4273,Three Notable Programs,1,,Three Notable Programs,,,,,[],,A
