,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"Robert A. Eckert, Mattel’s C.E.O., told Congress that the toy industry would work to prevent unsafe toys from entering the U.S.",https://www.nytimes.com/2007/09/13/business/13toys.html,"Robert A. Eckert, Mattel’s C.E.O., told Congress that the toy industry would work to prevent unsafe toys from entering the U.S.","WASHINGTON, Sept. 12 — Mattel’s chief executive apologized to Congress on Wednesday for failing to stop toys coated in lead paint from reaching consumers and vowed to take immediate steps to prevent it from happening again.",C,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/12/business/12cnd_mattel.600.jpg', 'height': 400, 'width': 600, 'legacy': {'xlarge': 'images/2007/09/12/business/12cnd_mattel.600.jpg', 'xlargewidth': 600, 'xlargeheight': 400}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/12/business/12cnd_mattel.600.jpg', 'height': 400, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/12/business/mattel.190.jpg', 'height': 129, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/12/business/mattel.757575.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/09/12/business/mattel.757575.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Senate', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Lead', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Mattel Inc', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Recalls and Bans of Products', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Eckert, Robert A', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Protection', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Toys', 'rank': 8, 'major': 'N'}]",2007-09-13T04:00:00+0000,article,Business,Business Day,News,nyt://article/2ab714cb-d352-5c27-8102-fc5f792ee5c1,884,nyt://article/2ab714cb-d352-5c27-8102-fc5f792ee5c1,Senators Urge More Stringent Rules for Toy Safety,,,Senators Urge More Stringent Rules for Toy Safety,,,,By Eric Lipton,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Lipton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
1,"WASHINGTON — The chief executive of Mattel apologized Wednesday to Congress for failing to stop lead-laced toys from entering the global marketplace, vowing to take immediate steps to join with others in the toy industry to prevent it from happening again.",https://www.nytimes.com/2007/09/12/business/worldbusiness/12iht-toys.4.7483725.html,,"WASHINGTON — The chief executive of Mattel apologized Wednesday to Congress for failing to stop lead-laced toys from entering the global marketplace, vowing to take immediate steps to join with others in the toy industry to prevent it from happening again.",,,International Herald Tribune,[],[],2007-09-12T05:00:00+0000,article,IHT News,Business Day,News,nyt://article/35867319-a023-5e00-b29a-f453bf5225fc,759,nyt://article/35867319-a023-5e00-b29a-f453bf5225fc,Mattel chief apologizes for failing to keep led-laced toys out of marketplace,,,Mattel chief apologizes for failing to keep led-laced toys out of marketplace,,,,By Eric Lipton,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Lipton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,International Business
2,Robert Eckert told Congress that the toy industry would work to prevent unsafe toys from entering the U.S.,https://www.nytimes.com/2007/09/12/business/12cnd-toys.html,Robert Eckert told Congress that the toy industry would work to prevent unsafe toys from entering the U.S.,"WASHINGTON, Sept. 12  Mattel’s chief executive officer apologized to Congress today for failing to stop lead-laced toys from entering the United States marketplace, vowing to take immediate steps and join with others in the toy industry to prevent it from happening again.",,,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/12/business/12cnd_mattel.600.jpg', 'height': 400, 'width': 600, 'legacy': {'xlarge': 'images/2007/09/12/business/12cnd_mattel.600.jpg', 'xlargewidth': 600, 'xlargeheight': 400}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/12/business/12cnd_mattel.600.jpg', 'height': 400, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/12/business/mattel.190.jpg', 'height': 129, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/12/business/mattel.757575.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/09/12/business/mattel.757575.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'MATTEL INCORPORATED', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Protection', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Toys', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': ""Toys 'R' Us Inc"", 'rank': 4, 'major': 'N'}]",2007-09-12T04:00:00+0000,article,Business,Business Day,News,nyt://article/22fbcf85-0aa8-5e50-b4ec-689451a7b92f,584,nyt://article/22fbcf85-0aa8-5e50-b4ec-689451a7b92f,Mattel Chief Apologizes for Flawed Toy Imports,,,,,,,By Eric Lipton,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Lipton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
3,"Amid a wave of increasing safety concerns about products made in China, Tuesday’s recall threatened to set the toy industry on its heels.",https://www.nytimes.com/2007/08/15/business/worldbusiness/15imports.html,"Amid a wave of increasing safety concerns about products made in China, Tuesday’s recall threatened to set the toy industry on its heels.","Mattel, the world’s largest toy company, yesterday announced the biggest recall in its history. ",A,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/14/business/14toys.1.600.jpg', 'height': 280, 'width': 600, 'legacy': {'xlarge': 'images/2007/08/14/business/14toys.1.600.jpg', 'xlargewidth': 600, 'xlargeheight': 280}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/14/business/14toys.1.600.jpg', 'height': 280, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/14/business/14toys.1.395.jpg', 'height': 220, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/14/business/14toys.1.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/08/14/business/14toys.1.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'glocations', 'value': 'China', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'MATTEL INCORPORATED', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Lead', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Toys', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Recalls and Bans of Products', 'rank': 5, 'major': 'N'}]",2007-08-15T04:00:00+0000,article,Business,Business Day,News,nyt://article/f200678b-6ae0-5545-8b51-9fa8273d33ab,1462,nyt://article/f200678b-6ae0-5545-8b51-9fa8273d33ab,Mattel Recalls 19 Million Toys Sent From China,,,Mattel Recalls 19 Million Toys Sent From China,,,,By Louise Story and David Barboza,"[{'firstname': 'Louise', 'middlename': None, 'lastname': 'Story', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'David', 'middlename': None, 'lastname': 'Barboza', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,World Business
4,"Mattel, the world's largest toy company, Tuesday announced the biggest recall in its history.",https://www.nytimes.com/2007/08/15/business/worldbusiness/15iht-15toy.7121081.html,,"Mattel, the world's largest toy company, Tuesday announced the biggest recall in its history.",,,International Herald Tribune,[],[],2007-08-14T05:00:00+0000,article,IHT News,Business Day,News,nyt://article/b2629f1f-31e8-53d2-b72c-b207066c117a,1403,nyt://article/b2629f1f-31e8-53d2-b72c-b207066c117a,Mattel recalls 19 million toys sent from China,,,Mattel recalls 19 million toys sent from China,,,,By Louise Story and David Barboza,"[{'firstname': 'Louise', 'middlename': None, 'lastname': 'Story', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'David', 'middlename': None, 'lastname': 'Barboza', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,International Business
5,"Mattel, the world's largest toy company, Tuesday announced the biggest recall in its history.",https://www.nytimes.com/2007/08/15/business/worldbusiness/15iht-15imports.7121081.html,,"Mattel, the world's largest toy company, Tuesday announced the biggest recall in its history.",,,International Herald Tribune,[],[],2007-08-14T05:00:00+0000,article,IHT News,Business Day,News,nyt://article/c4613640-898d-55a7-8135-245485da3a40,1403,nyt://article/c4613640-898d-55a7-8135-245485da3a40,Mattel recalls 19 million toys sent from China,,,Mattel recalls 19 million toys sent from China,,,,By Louise Story and David Barboza,"[{'firstname': 'Louise', 'middlename': None, 'lastname': 'Story', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'David', 'middlename': None, 'lastname': 'Barboza', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,International Business
6,Rescue workers were unable Thursday morning to begin recovering bodies from the scene of a bridge collapse over the Mississippi River in Minneapolis last night because officials were forced to continue to examine the site to make sure it was safe for them to work.,https://www.nytimes.com/2007/08/02/world/americas/02iht-bridge.3.6959543.html,,Rescue workers were unable Thursday morning to begin recovering bodies from the scene of a bridge collapse over the Mississippi River in Minneapolis last night because officials were forced to continue to examine the site to make sure it was safe for them to work.,,,International Herald Tribune,[],[],2007-08-03T05:00:00+0000,article,IHT News,World,News,nyt://article/a7b91571-7cf1-5adb-82ad-4154a48233b1,1001,nyt://article/a7b91571-7cf1-5adb-82ad-4154a48233b1,Recovery work delayed at scene of U.S. bridge collapse,,,Recovery work delayed at scene of U.S. bridge collapse,,,,By Libby Sander and Jon Elsen,"[{'firstname': 'Libby', 'middlename': None, 'lastname': 'Sander', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Jon', 'middlename': None, 'lastname': 'Elsen', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,Americas
7,Searching for the best sources on the Bridge collapse around the Web.,https://thelede.blogs.nytimes.com/2007/08/02/following-the-minneapolis-bridge-collapse/,Searching for the best sources on the Bridge collapse around the Web.,Searching for the best sources on the Bridge collapse around the Web. The full story from The Times is here.,,,The New York Times,[],[],2007-08-02T21:22:37+0000,article,,Blogs,News,nyt://article/1cd9223a-b61d-504d-af1d-01a4140691f5,1831,nyt://article/1cd9223a-b61d-504d-af1d-01a4140691f5,Following the Minneapolis Bridge Collapse,The Lede,,,,,,By Mike Nizza,"[{'firstname': 'Mike', 'middlename': None, 'lastname': 'Nizza', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
8,Rescue workers halted their efforts this afternoon to search the waters of the Mississippi River for dozens of people still missing after strong currents blocked their work.,https://www.nytimes.com/2007/08/02/us/02cnd-bridge.html,Rescue workers halted their efforts this afternoon to search the waters of the Mississippi River for dozens of people still missing after strong currents blocked their work.,Rescue workers halted their efforts this afternoon to search the waters of the Mississippi River in Minneapolis for dozens of people still missing in the wreckage of a collapsed highway bridge after strong currents blocked their work. ,,,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/02/us/02bridge.600.jpg', 'height': 296, 'width': 600, 'legacy': {'xlarge': 'images/2007/08/02/us/02bridge.600.jpg', 'xlargewidth': 600, 'xlargeheight': 296}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/02/us/02bridge.600.jpg', 'height': 296, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/02/us/Bridge-Collapse.395.jpg', 'height': 265, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'hpLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/02/us/02bridge5.511.jpg', 'height': 252, 'width': 511, 'legacy': {}, 'subType': 'hpLarge', 'crop_name': 'hpLarge'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/02/us/02bridge5.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/08/02/us/02bridge5.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Roads and Traffic', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ACCIDENTS AND SAFETY', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Mississippi River', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Minneapolis (Minn)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Bridges and Tunnels', 'rank': 5, 'major': 'N'}]",2007-08-02T04:00:00+0000,article,ContinuousNews,U.S.,News,nyt://article/45a62097-ad68-5299-93bc-37bda256864d,2150,nyt://article/45a62097-ad68-5299-93bc-37bda256864d,Dozens Missing as Minneapolis Search Efforts Are Halted,,,Search Efforts Halted on Minneapolis Bridge,,,,By Jon Elsen and Libby Sander,"[{'firstname': 'Jon', 'middlename': None, 'lastname': 'Elsen', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Libby', 'middlename': None, 'lastname': 'Sander', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
9,"An Interstate highway bridge in downtown Minneapolis loaded with rush-hour traffic dropped more than 60 feet into the Mississippi River, sending at least 50 vehicles and passengers into the water.",https://www.nytimes.com/2007/08/02/us/02bridge.html,"An Interstate highway bridge in downtown Minneapolis loaded with rush-hour traffic dropped more than 60 feet into the Mississippi River, sending at least 50 vehicles and passengers into the water.","An Interstate highway bridge in downtown Minneapolis loaded with rush-hour traffic dropped more than 60 feet into the Mississippi River last night, sending at least 50 vehicles and passengers into the water.",A,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/01/us/02bridge.2-600.jpg', 'height': 320, 'width': 600, 'legacy': {'xlarge': 'images/2007/08/01/us/02bridge.2-600.jpg', 'xlargewidth': 600, 'xlargeheight': 320}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/01/us/02bridge.2-600.jpg', 'height': 320, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/01/us/02bridge.2-395.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}]","[{'name': 'glocations', 'value': 'Minnesota', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Bridges and Tunnels', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ACCIDENTS AND SAFETY', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Minneapolis (Minn)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Roads and Traffic', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'St Paul (Minn)', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Mississippi River', 'rank': 7, 'major': 'N'}]",2007-08-02T04:00:00+0000,article,National,U.S.,News,nyt://article/4677a423-7b98-503e-b06e-7238f4ca91d7,949,nyt://article/4677a423-7b98-503e-b06e-7238f4ca91d7,Bridge Collapse in Minneapolis Kills at Least 7,,,Bridge Failure In Minnesota Kills 7 People,,,,By Libby Sander and Susan Saulny,"[{'firstname': 'Libby', 'middlename': None, 'lastname': 'Sander', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Susan', 'middlename': None, 'lastname': 'Saulny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
