,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section,print_page
0,"WASHINGTON — Nancy Larson's most difficult conversation was, by far, the one with Chelsea Clinton.",https://www.nytimes.com/2008/04/20/world/americas/20iht-clinton.1.12163779.html,,"WASHINGTON — Nancy Larson's most difficult conversation was, by far, the one with Chelsea Clinton.",International Herald Tribune,[],[],2008-04-20T05:00:00+0000,article,IHT News,World,Americas,News,nyt://article/7a77c3f3-b89d-59d3-90d8-70b0ab6c1d92,950,nyt://article/7a77c3f3-b89d-59d3-90d8-70b0ab6c1d92,Clinton defectors reveal fractures in Democratic Party,,,Clinton defectors reveal fractures in Democratic Party,,,,By Mark Leibovich,"[{'firstname': 'Mark', 'middlename': None, 'lastname': 'Leibovich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
1,"The decisions by some Democrats to turn away have been wrenching for the Clintons, friends say.",https://www.nytimes.com/2008/04/20/us/politics/20loyalty.html,"The decisions by some Democrats to turn away have been wrenching for the Clintons, friends say.","WASHINGTON  Nancy Larson’s most difficult conversation was, by far, the one with Chelsea Clinton.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/20/us/20loyalty.xlarge1.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2008/04/20/us/20loyalty.xlarge1.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/20/us/20loyalty.xlarge1.jpg', 'height': 350, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/20/us/20loyalty.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/04/20/us/20loyalty.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Clinton, Bill', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Clinton, Hillary Rodham', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Elections (US)', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Endorsements', 'rank': 8, 'major': 'N'}]",2008-04-20T04:00:00+0000,article,National,U.S.,Politics,News,nyt://article/18f38357-5958-572b-bf1b-a12fc57582b1,1523,nyt://article/18f38357-5958-572b-bf1b-a12fc57582b1,Clintons Sort Friends: Past and Present,,,Clintons Sort Friends: Past And Present,,,,By Mark Leibovich,"[{'firstname': 'Mark', 'middlename': None, 'lastname': 'Leibovich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1
2,Inncumbent Senator Frank R. Lautenberg faces an unexpected and unwelcome challenge from a Bergen County representative.,https://www.nytimes.com/2008/04/15/nyregion/15senate.html,Inncumbent Senator Frank R. Lautenberg faces an unexpected and unwelcome challenge from a Bergen County representative.,"TRENTON  One by one, the members of New Jersey’s Democratic Congressional delegation who were seated around the dining room table explicitly pledged support to their senior United States senator, Frank R. Lautenberg  and implicitly agreed to keep their ambitions for his seat in check as he seeks his fifth term this fall.",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/15/nyregion/15senate.enlarge.jpg', 'height': 450, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/15/nyregion/15senate.190.jpg', 'height': 126, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'persons', 'value': 'Lautenberg, Frank R', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Rothman, Steven R', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'New Jersey', 'rank': 5, 'major': 'N'}]",2008-04-15T04:00:00+0000,article,Metro,New York,,News,nyt://article/3e7a98ca-5e10-52f9-8ecb-b1e9cfbd6818,1430,nyt://article/3e7a98ca-5e10-52f9-8ecb-b1e9cfbd6818,"For New Jersey Democrats, Senate Race Turns Divisive",,,"For New Jersey Democrats, Senate Race Turns Divisive",,,,By David W. Chen,"[{'firstname': 'David', 'middlename': 'W.', 'lastname': 'Chen', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,4
3,"WASHINGTON — It is not easy to draw a straight line from the slumping economy to the war in Iraq and a trade deal with Colombia, but Democrats are trying to connect those dots.",https://www.nytimes.com/2008/04/09/world/americas/09iht-congress.1.11808034.html,,"WASHINGTON — It is not easy to draw a straight line from the slumping economy to the war in Iraq and a trade deal with Colombia, but Democrats are trying to connect those dots.",International Herald Tribune,[],[],2008-04-09T05:00:00+0000,article,IHT News,World,Americas,News,nyt://article/c7f2ecd0-98ae-56e6-acbe-3b3dffb67174,909,nyt://article/c7f2ecd0-98ae-56e6-acbe-3b3dffb67174,Democrats sense opportunity on economy,,,Democrats sense opportunity on economy,,,,By Carl Hulse,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
4,"It’s not easy to draw a straight line from the slumping economy to the war in Iraq and a trade deal with Colombia, but Democrats are trying to connect those dots.",https://www.nytimes.com/2008/04/09/washington/09cong.html,"It’s not easy to draw a straight line from the slumping economy to the war in Iraq and a trade deal with Colombia, but Democrats are trying to connect those dots.","WASHINGTON  It is not easy to draw a straight line from the slumping economy to the war in Iraq and a trade deal with Colombia, but Democrats are trying to connect those dots. ",The New York Times,[],"[{'name': 'subject', 'value': 'United States Economy', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'McCain, John', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 5, 'major': 'N'}]",2008-04-09T04:00:00+0000,article,National,Washington,,News Analysis,nyt://article/91c7a3d2-d195-5909-871c-4d86c8b8ea53,936,nyt://article/91c7a3d2-d195-5909-871c-4d86c8b8ea53,Democrats See Economic Fault Lines in War and Trade,News Analysis,,Democrats See Economic Fault Lines in War and Trade,,,,By Carl Hulse,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,22
5,"As a small chorus of superdelegates has announced a preference for Senator Barack Obama in recent weeks, a theme is emerging: their children made them do it.",https://www.nytimes.com/2008/04/08/world/americas/08iht-08kids.11755689.html,,"As a small chorus of superdelegates has announced a preference for Senator Barack Obama in recent weeks, a theme is emerging: their children made them do it.",International Herald Tribune,[],[],2008-04-08T05:00:00+0000,article,IHT News,World,Americas,News,nyt://article/e740d733-43cd-5f92-9445-fe593a0c80b1,1294,nyt://article/e740d733-43cd-5f92-9445-fe593a0c80b1,Obama's young backers twist parents' arms,,,Obama's young backers twist parents' arms,,,,By Jan Hoffman,"[{'firstname': 'Jan', 'middlename': None, 'lastname': 'Hoffman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
6,A theme has emerged among superdelegates endorsing Senator Barack Obama: their children made them do it.,https://www.nytimes.com/2008/04/08/us/politics/08kids.html,A theme has emerged among superdelegates endorsing Senator Barack Obama: their children made them do it.,"The daily phone calls. The midnight e-mail. And, when college lets out, those dinner table declamations? Oh, please.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/08/us/08kids01-600.jpg', 'height': 280, 'width': 600, 'legacy': {'xlarge': 'images/2008/04/08/us/08kids01-600.jpg', 'xlargewidth': 600, 'xlargeheight': 280}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/08/us/08kids01-600.jpg', 'height': 280, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/08/us/08kids01-395.jpg', 'height': 220, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/08/us/08kids01-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/04/08/us/08kids01-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Families and Family Life', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Doyle, James E', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'CASEY, BOB', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Youth', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'McCaskill, Claire', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Klobuchar, Amy', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Sebelius, Kathleen', 'rank': 11, 'major': 'N'}]",2008-04-08T04:00:00+0000,article,National,U.S.,Politics,News,nyt://article/f4423d43-8b33-5b0e-a288-69f506f0031d,1354,nyt://article/f4423d43-8b33-5b0e-a288-69f506f0031d,Young Obama Backers Twist Parents’ Arms,,,Obama’s Young Backers Get Chance to Twist Parents’ Arms,,,,By Jan Hoffman,"[{'firstname': 'Jan', 'middlename': None, 'lastname': 'Hoffman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1
7,"The longer Senator Barack Obama demonstrates that he can withstand the heat of a national campaign, aides say, the more willing party leaders seem to be to embrace him.",https://www.nytimes.com/2008/04/07/us/politics/07caucus.html,"The longer Senator Barack Obama demonstrates that he can withstand the heat of a national campaign, aides say, the more willing party leaders seem to be to embrace him."," The hill that Hillary Rodham Clinton must climb to beat Barack Obama for the Democratic presidential nomination will grow a little steeper on Monday, as it has most days lately. ",The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/07/us/20080407_CAUCUS_GRAPHIC.190.gif', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2008/04/07/us/20080407_CAUCUS_GRAPHIC.190.gif'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/07/us/20080407_CAUCUS_GRAPHIC.gif', 'height': 403, 'width': 369, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}]","[{'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic National Committee', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Montana', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Clinton, Hillary Rodham', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 6, 'major': 'N'}]",2008-04-07T04:00:00+0000,article,National,U.S.,Politics,News,nyt://article/cf72806f-213f-59d1-b90f-aff1f410d6ff,804,nyt://article/cf72806f-213f-59d1-b90f-aff1f410d6ff,"In Superdelegate Count, Tough Math for Clinton",The Caucus,,"In Superdelegate Count, Tough Math for Clinton",,,,By John Harwood,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Harwood', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,18
8,"The three senators vying for the presidency will be forced to vote on tough bills about mortgage lending, Iraq and immigration.",https://thecaucus.blogs.nytimes.com/2008/04/01/the-early-word-fooling-aside-congress-is-back-in-session/,"The three senators vying for the presidency will be forced to vote on tough bills about mortgage lending, Iraq and immigration.","Democratic party leaders met in a candlelit, locked room last night and emerged early this morning with their choice for president, thereby ending the 2008 nominating contest. ",The New York Times,[],[],2008-04-01T13:19:52+0000,article,National,U.S.,Politics,News,nyt://article/d418720b-943b-5688-8f74-8cf04216be6a,1262,nyt://article/d418720b-943b-5688-8f74-8cf04216be6a,"The Early Word: Fooling Aside, Congress Is Back in Session",The Caucus,,,,,,By Ariel Alexovich,"[{'firstname': 'Ariel', 'middlename': None, 'lastname': 'Alexovich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
9,"FAIRLESS HILLS, Pennsylvania — The Democratic campaign took on the feel of the early voting states on Monday, back when the candidates' buses would crisscross paths in a single state. Senators Hillary Rodham Clinton and Barack Obama were both in eastern Pennsylvania courting voters, on a day in which Obama gained a superdelegate.",https://www.nytimes.com/2008/04/01/world/americas/01iht-01campaign.11573669.html,,"FAIRLESS HILLS, Pennsylvania — The Democratic campaign took on the feel of the early voting states on Monday, back when the candidates' buses would crisscross paths in a single state. Senators Hillary Rodham Clinton and Barack Obama were both in eastern Pennsylvania courting voters, on a day in which Obama gained a superdelegate.",International Herald Tribune,[],[],2008-04-01T05:00:00+0000,article,IHT News,World,Americas,News,nyt://article/e72f820e-0023-5c1d-91ed-eec90070860a,647,nyt://article/e72f820e-0023-5c1d-91ed-eec90070860a,Democrats hit the campaign trail in Pennsylvania,,,Democrats hit the campaign trail in Pennsylvania,,,,By Katharine Q. Seelye,"[{'firstname': 'Katharine', 'middlename': 'Q.', 'lastname': 'Seelye', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
