,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section,print_page
0,Opera.,https://www.nytimes.com/2004/02/01/arts/music/music-listings.html,Opera., Opera ,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2004-02-01T05:00:00+0000,article,Arts / Music,Arts,Music,Results Listing,nyt://article/2cd912d9-1576-5ced-a48b-91d5c80d966c,2351,nyt://article/2cd912d9-1576-5ced-a48b-91d5c80d966c,Music Listings,,,Music Listings,,,,,[],,,
1," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * BADI ASSAD, Joe's Pub, at the Public Theater, 425 Lafayette Street, at Astor Place, East Village, (212) 539-8778 or (212) 239-6200. Badi Assad, the sister of Sergio and Odair Assad, is a member of a family of remarkable Brazilian guitarists. Unlike her siblings, she sings, too, adding one more level of melody and counterpoint as her fingers fly over her classical guitar. Tonight at 7; admission is $22 (Jon Pareles).",https://www.nytimes.com/2004/01/30/movies/pop-and-jazz-guide-165514.html,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * BADI ASSAD, Joe's Pub, at the Public Theater, 425 Lafayette Street,...",A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,The New York Times,[],[],2004-01-30T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,,Schedule,nyt://article/197cc534-d7be-5f29-83c0-068750ed63fe,6174,nyt://article/197cc534-d7be-5f29-83c0-068750ed63fe,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,E,6
2,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend.,https://www.nytimes.com/2004/01/30/arts/music/pop-and-jazz-listings.html,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend., Aselective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert. ,The New York Times,[],"[{'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 3, 'major': 'N'}]",2004-01-30T05:00:00+0000,article,Arts / Music,Arts,Music,Results Listing,nyt://article/6dacfa42-03d1-5ef7-9174-5022cc89dbc1,3087,nyt://article/6dacfa42-03d1-5ef7-9174-5022cc89dbc1,Pop and Jazz Listings,,,Pop and Jazz Listings,,,,,[],,,
3,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend.,https://www.nytimes.com/2004/01/30/arts/design/pop-and-jazz-listings.html,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend., Aselective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert. ,The New York Times,[],"[{'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 3, 'major': 'N'}]",2004-01-30T05:00:00+0000,article,Arts / Art & Design,Arts,Art & Design,Results Listing,nyt://article/21582345-7476-5d62-a982-8b5994e50e3f,3087,nyt://article/21582345-7476-5d62-a982-8b5994e50e3f,Pop and Jazz Listings,,,Pop and Jazz Listings,,,,,[],,,
4,Opera.,https://www.nytimes.com/2004/01/25/arts/music/music-listings.html,Opera., Opera ,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2004-01-25T05:00:00+0000,article,Arts / Music,Arts,Music,Results Listing,nyt://article/f9fc25bc-ea43-57e2-93e2-57f152c5c174,2451,nyt://article/f9fc25bc-ea43-57e2-93e2-57f152c5c174,Music Listings,,,Music Listings,,,,,[],,,
5," ATTRACTIONS    Museums and Sites    AMERICAN MUSEUM OF THE MOVING IMAGE, 36-01 35th Avenue, at 36th Street, Astoria, Queens. One of the largest collections of moving-image artifacts. Through Feb. 8, the Fifth New York Film Critics Circle Series, with screenings introduced by various film critics. Tomorrow at 2 p.m., ''Out of the Past'' (1947), directed by Jacques Tourneur, introduced by Andrew Sarris; at 4 p.m. ''The Long Goodbye'' (1973), directed by Robert Altman, introduced by Gene Seymour. Sunday at 2 p.m., ''On the Waterfront'' (1954), directed by Elia Kazan, introduced by Matt Zoller Seitz; at 4:30 p.m. ''In a Lonely Place'' (1950), directed by Nicholas Ray, introduced by Bob Campbell. Other screenings this weekend: tonight at 7:30, '' Musa: The Warrior'' (South Korea/China, 2001), directed by Sun-su Kim; tomorrow and Sunday at 6:30 p.m., ''Children of Paradise'' (''Les Enfants du Paradis'') (France, 1945), directed by Marcel Carné. On view through November, ''Tim Burton Drawings,'' an exhibition of more than 24 drawings, watercolors and sketches related to his films. Museum hours: Wednesdays through Thursdays, noon to 5 p.m.; Fridays, noon to 8 p.m.; Saturdays and Sundays, 11 a.m. to 6 p.m.; and by appointment. Film and video showings are free with admission unless otherwise noted. Museum admission: $10; 65+ and students, $7.50; ages 5 to 18, $5; free for members and children 4 and younger and for everyone, Fridays from 4 to 8 p.m.; Friday evenings screenings are extra. Information: (718) 784-0077 or www.movingimage.us.",https://www.nytimes.com/2004/01/23/arts/spare-times-070580.html,"ATTRACTIONS    Museums and Sites    AMERICAN MUSEUM OF THE MOVING IMAGE, 36-01 35th Avenue, at 36th Street, Astoria, Queens. One of the largest collections of moving-image artifacts. Through Feb. 8, the Fifth New York Film Critics Circle Series, w...",ATTRACTIONS,The New York Times,[],[],2004-01-23T05:00:00+0000,article,Leisure/Weekend Desk,Arts,,Schedule,nyt://article/59142fab-c70a-5d21-922d-3e2e5f2d1325,5095,nyt://article/59142fab-c70a-5d21-922d-3e2e5f2d1325,SPARE TIMES,,,SPARE TIMES,,,,,[],,E,35
6," A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    AHMED ABDULLAH'S EBONIC TONES, Up Over Jazz Cafe, 351 Flatbush Avenue, near Seventh Avenue, Prospect Heights, Brooklyn, (718) 398-5413. The trumpeter Ahmed Abdullah had a memorable niche in New York's underground jazz scene during the 1980's, as a free-jazz musician intrigued by rhythmic vamps that gave his work a cohesion. (He played briefly with the great drummer Ed Blackwell and with the tenor saxophonist David S. Ware.) This group includes two other noteworthy colleagues from that time and place: the violinist Billy Bang and the bassist Alex Blake. Sets are tonight and tomorrow night at 9, 11, and 12:30; cover charge is $18 and there is a $5 minimum (Ben Ratliff).",https://www.nytimes.com/2004/01/23/movies/pop-and-jazz-guide-070726.html,"A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    AHMED ABDULLAH'S EBONIC TONES, Up Over Jazz Cafe, 351 Flatbush Avenue...",A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,The New York Times,[],[],2004-01-23T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,,Schedule,nyt://article/8b4e7bdb-cd16-5f34-942f-a99b491388aa,6792,nyt://article/8b4e7bdb-cd16-5f34-942f-a99b491388aa,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,E,20
7,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend.,https://www.nytimes.com/2004/01/23/arts/music/pop-and-jazz-listings.html,A selective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend., Aselective listing by critics of The Times: New or noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert. ,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Jazz', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Rock Music', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 4, 'major': 'N'}]",2004-01-23T05:00:00+0000,article,Arts / Music,Arts,Music,Results Listing,nyt://article/4cc6763d-26ae-5a61-911c-cb306bc80567,3433,nyt://article/4cc6763d-26ae-5a61-911c-cb306bc80567,Pop and Jazz Listings,,,Pop and Jazz Listings,,,,,[],,,
8,Opera.,https://www.nytimes.com/2004/01/18/arts/music/music-listings.html,Opera., Opera ,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2004-01-18T05:00:00+0000,article,Arts / Music,Arts,Music,News,nyt://article/368ecc21-1231-5dc4-a301-08a7daa08933,2337,nyt://article/368ecc21-1231-5dc4-a301-08a7daa08933,Music Listings,,,Music Listings,,,,,[],,,
9," ATTRACTIONS    Museums and Sites    AMERICAN MUSEUM OF THE MOVING IMAGE, 36-01 35th Avenue, at 36th Street, Astoria, Queens. One of the largest collections of moving-image artifacts. Through Feb. 8, the Fifth New York Film Critics Circle Series, with screenings introduced by various film critics. Tomorrow at 2 p.m., ''To Die For'' (1995), by Gus Van Sant, starring Nicole Kidman and introduced by Megan Lehmann; at 4:15 p.m., ''Privilege'' (1967), by Peter Watkins, introduced by Armond White. Sunday at 2 p.m., ''Miami Blues'' (1990), by George Armitage, introduced by Mike D'Angelo; at 4 p.m. ''Dead Ringers'' (1988), by David Cronenberg, introduced by Nathan Lee. Other screenings this weekend: tonight at 7:30 p.m., and tomorrow and Sunday at 6:30 p.m., ''Nights of Cabiria'' (1957), by Federico Fellini. On view through November, ''Tim Burton Drawings,'' an exhibition of more than 24 drawings, watercolors and sketches related to his films. Museum hours: Wednesdays through Thursdays, noon to 5 p.m.; Fridays, noon to 8 p.m.; Saturdays and Sundays, 11 a.m. to 6 p.m.; and by appointment. Film and video showings are free with admission unless otherwise noted. Museum admission: $10; 65+ and students, $7.50; ages 5 to 18, $5; free for members and children 4 and younger and for everyone, Fridays from 4 to 8 p.m.; Friday evenings screenings are extra. Information: (718) 784-0077 or www.movingimage.us.",https://www.nytimes.com/2004/01/16/arts/spare-times-976997.html,"ATTRACTIONS    Museums and Sites    AMERICAN MUSEUM OF THE MOVING IMAGE, 36-01 35th Avenue, at 36th Street, Astoria, Queens. One of the largest collections of moving-image artifacts. Through Feb. 8, the Fifth New York Film Critics Circle Series, w...",ATTRACTIONS,The New York Times,[],[],2004-01-16T05:00:00+0000,article,Leisure/Weekend Desk,Arts,,Schedule,nyt://article/60efb775-ea4d-5ea7-bf28-abbc85225f1d,5801,nyt://article/60efb775-ea4d-5ea7-bf28-abbc85225f1d,SPARE TIMES,,,SPARE TIMES,,,,,[],,E,44
