,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,Richard Sa,https://www.nytimes.com/2006/06/22/sports/ncaafootball/big-ten-network-is-set-up-with-fox.html,Richard Sa,"The Big Ten Conference knows that the core appeal of its sports rests inside an eight-state realm (population: 66.7 million), but that is not stopping it from starting a national television network with Fox in 2007.",D,3,The New York Times,[],"[{'name': 'organizations', 'value': 'Big Ten Conference', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'FOX INC', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'BIG TEN CHANNEL', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'FOX ENTERTAINMENT GROUP', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'ESPN', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Athletics and Sports', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 8, 'major': 'N'}]",2006-06-22T05:00:00+0000,article,Sports Desk,Sports,News,nyt://article/549c564d-e1d1-5903-8440-1d95b70e7100,829,nyt://article/549c564d-e1d1-5903-8440-1d95b70e7100,Big Ten Network Is Set Up With Fox,TV SPORTS,,TV SPORTS; Big Ten Network Is Set Up With Fox,,,,By Richard Sandomir,"[{'firstname': 'Richard', 'middlename': None, 'lastname': 'Sandomir', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
1,The Big Ten appears well suited to exploit the apparently insatiable desire for college sports.,https://www.nytimes.com/2006/06/22/sports/ncaafootball/22tv.html,The Big Ten appears well suited to exploit the apparently insatiable desire for college sports.," The Big Ten Conference knows that the core appeal of its sports rests inside an eight-state realm (population: 66.7 million), but that is not stopping it from starting a national television network with Fox in 2007. ",D,3,The New York Times,[],"[{'name': 'organizations', 'value': 'FOX INC', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Big Ten Conference', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'ESPN', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 5, 'major': 'N'}]",2006-06-22T04:00:00+0000,article,Sports,Sports,News,nyt://article/4e155f68-7e35-5114-835c-f25105d72f41,838,nyt://article/4e155f68-7e35-5114-835c-f25105d72f41,Big Ten Network Is Set Up With Fox,Sports Media and Business,,Big Ten Network Is Set Up With Fox,,,,By Richard Sandomir,"[{'firstname': 'Richard', 'middlename': None, 'lastname': 'Sandomir', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,College Football
2,John Devaney letter says Pres Bush failed to capitalize on opportunity to display leadership and diplomatic initiative during his surprise trip to Baghdad (June 14 article),https://www.nytimes.com/2006/06/16/opinion/bush-lost-an-opportunity-870340.html,John Devaney letter says Pres Bush failed to capitalize on opportunity to display leadership and diplomatic initiative during his surprise trip to Baghdad (June 14 article),To the Editor:,A,30,The New York Times,[],"[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Baghdad (Iraq)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Devaney, John', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 6, 'major': 'N'}]",2006-06-16T05:00:00+0000,article,Editorial Desk,Opinion,Letter,nyt://article/2117e2f7-b1cd-5067-88ef-a6222f2a4028,155,nyt://article/2117e2f7-b1cd-5067-88ef-a6222f2a4028,Bush Lost an Opportunity,,,Bush Lost an Opportunity,,,,,[],,
