,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section,print_page
0,The recently elected Minnesota senator takes on policy/outreach duties at the campaign arm of the Senate Democrats.,https://thecaucus.blogs.nytimes.com/2007/06/05/klobuchar-gets-dscc-leadership-spot/,The recently elected Minnesota senator takes on policy/outreach duties at the campaign arm of the Senate Democrats.,"Just five months into her first term, Senator Amy Klobuchar, Democrat of Minnesota, has been given a leadership position within the Democratic Senatorial Campaign Committee.",The New York Times,[],[],2007-06-05T20:44:29+0000,article,National,U.S.,Politics,News,nyt://article/21900fc1-7a1f-5ce5-968b-b8f6a6336ce7,128,nyt://article/21900fc1-7a1f-5ce5-968b-b8f6a6336ce7,Klobuchar Gets D.S.C.C. Leadership Spot,The Caucus,,,,,,By Jacqueline Palank,"[{'firstname': 'Jacqueline', 'middlename': None, 'lastname': 'Palank', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
1,Republicans in the Senate argued that private insurers were already negotiating large discounts for Medicare beneficiaries.,https://www.nytimes.com/2007/04/19/washington/19drug.html,Republicans in the Senate argued that private insurers were already negotiating large discounts for Medicare beneficiaries.,"WASHINGTON, April 18 — A pillar of the Democrats’ program tumbled on Wednesday when the Senate blocked a proposal to let Medicare negotiate lower drug prices for millions of older Americans, a practice now forbidden by law.",The New York Times,[],"[{'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicare', 'rank': 4, 'major': 'N'}]",2007-04-19T04:00:00+0000,article,National,Washington,,News,nyt://article/318cb90a-dd8c-5b7e-bad8-636713837951,867,nyt://article/318cb90a-dd8c-5b7e-bad8-636713837951,Senate Bars Medicare Talks for Lower Drug Prices ,,,Senate Bars Medicare Talks For Lower Prices on Drugs,,,,By Robert Pear,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Pear', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,20
2,"While lawmakers say they are moved by their experiences, they almost always return with their convictions firmly reinforced.",https://www.nytimes.com/2007/04/03/world/middleeast/03visit.html,"While lawmakers say they are moved by their experiences, they almost always return with their convictions firmly reinforced.","WASHINGTON, March 30 — Visits to Iraq have become a required part of the political wardrobe for lawmakers hoping to be taken seriously in the debate over the future of the war.",The New York Times,[],"[{'name': 'organizations', 'value': 'Senate', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 5, 'major': 'N'}]",2007-04-03T04:00:00+0000,article,Foreign,World,Middle East,News,nyt://article/0f267ff8-9005-5824-a808-520c94fc7599,996,nyt://article/0f267ff8-9005-5824-a808-520c94fc7599,"Many Lawmakers Go to Iraq, but Few Change Their Minds",,,"Many Lawmakers Go to Iraq, but Few Change Their Minds",,,,By Michael Luo,"[{'firstname': 'Michael', 'middlename': None, 'lastname': 'Luo', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,12
3,"Al Franken, the humorist and founder of Air America, announced his candidacy for Senate in Minnesota.",https://thecaucus.blogs.nytimes.com/2007/02/14/franken-serious-about-senate/,"Al Franken, the humorist and founder of Air America, announced his candidacy for Senate in Minnesota.","Suddenly, the idea of Jon Stewart and Stephen Colbert on a presidential ticket doesn’t seem so far-fetched. Not now that Al Franken, the comedian, ex-Air America host (as of today) and author (“Rush Limbaugh is a Big, Fat Idiot”) is asking “Why Not Me?” for real.",The New York Times,[],[],2007-02-14T22:44:42+0000,article,National,U.S.,Politics,News,nyt://article/c2fa93c7-9a55-5ade-8c56-dc9d6369805f,355,nyt://article/c2fa93c7-9a55-5ade-8c56-dc9d6369805f,Franken Serious About Senate,,,,,,,By Sarah Wheaton,"[{'firstname': 'Sarah', 'middlename': None, 'lastname': 'Wheaton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
4,"WASHINGTON — At a time when even President George W. Bush acknowledges that the war in Iraq is sapping the nation's spirit, the Senate has tied itself up in procedural knots rather than engage in a debate on Iraq policy.",https://www.nytimes.com/2007/02/07/world/americas/07iht-web.0207congress.4501504.html,,"WASHINGTON — At a time when even President George W. Bush acknowledges that the war in Iraq is sapping the nation's spirit, the Senate has tied itself up in procedural knots rather than engage in a debate on Iraq policy.",International Herald Tribune,[],[],2007-02-07T05:00:00+0000,article,IHT News,World,Americas,News,nyt://article/85fce7da-18b3-5a09-86e0-7e7b8fd90272,1059,nyt://article/85fce7da-18b3-5a09-86e0-7e7b8fd90272,"News Analysis: Many voices, no debate - Americas - International Herald Tribune",,,"News Analysis: Many voices, no debate - Americas - International Herald Tribune",,,,By Carl Hulse,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
5,"WASHINGTON — At a time when even President George W. Bush acknowledges that the war in Iraq is sapping the nation's spirit, the Senate has tied itself up in procedural knots rather than engage in a debate on Iraq policy.",https://www.nytimes.com/2007/02/07/world/americas/07iht-congress.4509709.html,,"WASHINGTON — At a time when even President George W. Bush acknowledges that the war in Iraq is sapping the nation's spirit, the Senate has tied itself up in procedural knots rather than engage in a debate on Iraq policy.",International Herald Tribune,[],[],2007-02-07T05:00:00+0000,article,IHT News,World,Americas,News,nyt://article/e8c4164d-a176-596e-95ce-915cddd98ae1,1026,nyt://article/e8c4164d-a176-596e-95ce-915cddd98ae1,Politics ties up Iraq debate in Senate - Americas - International Herald Tribune,,,Politics ties up Iraq debate in Senate - Americas - International Herald Tribune,,,,By Carl Hulse,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
6,The Senate has tied itself up in procedural knots rather than engage in a debate on Iraq policy.,https://www.nytimes.com/2007/02/07/washington/07cong.html,The Senate has tied itself up in procedural knots rather than engage in a debate on Iraq policy.,"WASHINGTON, Feb. 6 — At a time when even President Bush acknowledges that the war in Iraq is sapping the nation’s spirit, the Senate has tied itself up in procedural knots rather than engage in a debate on Iraq policy.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/02/07/world/07cong.600.jpg', 'height': 280, 'width': 600, 'legacy': {'xlarge': 'images/2007/02/07/world/07cong.600.jpg', 'xlargewidth': 600, 'xlargeheight': 280}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/02/07/world/07cong.600.jpg', 'height': 280, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/02/07/world/07cong.395.jpg', 'height': 220, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/02/07/world/07cong.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/02/07/world/07cong.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Senate', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Washington (DC)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}]",2007-02-07T05:00:00+0000,article,Foreign,Washington,,News,nyt://article/f498ea30-0794-50e6-96a2-c0f5590ead99,1099,nyt://article/f498ea30-0794-50e6-96a2-c0f5590ead99,"Many Voices, No Debate, as Senate Is Stifled on War",News Analysis,,"Many Voices, But No Debate",,,,By Carl Hulse,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1
7,The Senate has tied itself up in procedural knots rather than engage in a debate on Iraq policy.,https://www.nytimes.com/2007/02/06/world/middleeast/06cnd-cong.html,The Senate has tied itself up in procedural knots rather than engage in a debate on Iraq policy.,"WASHINGTON, Feb. 6 — At a time when even President Bush acknowledges the war in Iraq is sapping the nation’s spirit, the Senate has tied itself up in procedural knots rather than engage in a debate on Iraq policy.",The New York Times,[],[],2007-02-06T05:00:00+0000,article,ContinuousNews,World,Middle East,News,nyt://article/fd9c493f-2430-5385-a542-4d3421ed7e09,1102,nyt://article/fd9c493f-2430-5385-a542-4d3421ed7e09,Dueling Agendas Stifle Critical Debate on War,News Analysis,,The Senate’s No Comment,,,,By Carl Hulse,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
8,Wages are high. Businesses are hiring. But Democrats bet that the middle class still feels insecure.,https://www.nytimes.com/2007/01/28/weekinreview/28leon.html,Wages are high. Businesses are hiring. But Democrats bet that the middle class still feels insecure.," IN his confrontational response to President Bush’s State of the Union address on Tuesday, Senator Jim Webb of Virginia said that he was going to focus on only two topics. One, as everyone knew it would be, was Iraq.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/28/weekinreview/28leon.600.jpg', 'height': 340, 'width': 600, 'legacy': {'xlarge': 'images/2007/01/28/weekinreview/28leon.600.jpg', 'xlargewidth': 600, 'xlargeheight': 340}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/28/weekinreview/28leon.600.jpg', 'height': 340, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/28/weekinreview/28leon.75.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/01/28/weekinreview/28leon.75.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Suburbs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Wages and Salaries', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Webb, James H Jr', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Economic Conditions and Trends', 'rank': 5, 'major': 'N'}]",2007-01-28T05:00:00+0000,article,WeekInReview,Week in Review,,News,nyt://article/7228c2c3-9e78-518f-a568-fb16c56648f8,1087,nyt://article/7228c2c3-9e78-518f-a568-fb16c56648f8,Looking for the Angry Populists in Suburbia,Middle-Class Appeal,,Looking for the Angry Populists in Suburbia,,,,By David Leonhardt,"[{'firstname': 'David', 'middlename': None, 'lastname': 'Leonhardt', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,WK,1
9,"WASHINGTON — The new Democratic majority in Congress is divided over how to assert its power in opposing President George W. Bush's plan to send more troops to Baghdad, as leaders explore ways to block financing for a military expansion without being accused of abandoning American forces already in Iraq.",https://www.nytimes.com/2007/01/09/world/americas/09iht-dems.4146646.html,,"WASHINGTON — The new Democratic majority in Congress is divided over how to assert its power in opposing President George W. Bush's plan to send more troops to Baghdad, as leaders explore ways to block financing for a military expansion without being accused of abandoning American forces already in Iraq.",International Herald Tribune,[],[],2007-01-09T05:00:00+0000,article,IHT News,World,Americas,News,nyt://article/1033f4f3-3a64-5ef8-bb15-60901c21a82b,939,nyt://article/1033f4f3-3a64-5ef8-bb15-60901c21a82b,Democrats split on how to rein in Bush on troop buildup - Americas - International Herald Tribune,,,Democrats split on how to rein in Bush on troop buildup - Americas - International Herald Tribune,,,,By Jeff Zeleny,"[{'firstname': 'Jeff', 'middlename': None, 'lastname': 'Zeleny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
