,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section,print_page
0,"WASHINGTON — The new Democratic majority in Congress is divided over how to assert its power in opposing the plan by President George W. Bush to send more troops to Baghdad, as leaders explore ways to block financing for a military expansion without being accused of abandoning American forces already in Iraq.",https://www.nytimes.com/2007/01/09/world/americas/09iht-dems.4150745.html,,"WASHINGTON — The new Democratic majority in Congress is divided over how to assert its power in opposing the plan by President George W. Bush to send more troops to Baghdad, as leaders explore ways to block financing for a military expansion without being accused of abandoning American forces already in Iraq.",International Herald Tribune,[],[],2007-01-09T05:00:00+0000,article,IHT News,World,Americas,News,nyt://article/2fb3e3c0-f59b-5271-aa2a-dc0feacc32b4,939,nyt://article/2fb3e3c0-f59b-5271-aa2a-dc0feacc32b4,Democrats split on how to rein in Bush on troop buildup - Americas - International Herald Tribune,,,Democrats split on how to rein in Bush on troop buildup - Americas - International Herald Tribune,,,,By Jeff Zeleny,"[{'firstname': 'Jeff', 'middlename': None, 'lastname': 'Zeleny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
1,Democrats are exploring ways to block financing for a military expansion without being accused of abandoning U.S. forces.,https://www.nytimes.com/2007/01/09/world/middleeast/09dems.html,Democrats are exploring ways to block financing for a military expansion without being accused of abandoning U.S. forces.,"WASHINGTON, Jan. 8 — The new Democratic majority in Congress is divided over how to assert its power in opposing President Bush’s plan to send more troops to Baghdad, as leaders explore ways to block financing for a military expansion without being accused of abandoning American forces already in Iraq. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/09/world/09dems.600.jpg', 'height': 320, 'width': 600, 'legacy': {'xlarge': 'images/2007/01/09/world/09dems.600.jpg', 'xlargewidth': 600, 'xlargeheight': 320}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/09/world/09dems.600.jpg', 'height': 320, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/09/world/09dems.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/01/09/world/09dems.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Kennedy, Edward M', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 8, 'major': 'N'}]",2007-01-09T05:00:00+0000,article,Foreign,World,Middle East,News,nyt://article/39d080bc-07c4-59a1-a432-684363a2a071,951,nyt://article/39d080bc-07c4-59a1-a432-684363a2a071,Democrats Split Over Iraq Approach,,,Democrats Split Over Their Approach to Iraq,,,,By Jeff Zeleny,"[{'firstname': 'Jeff', 'middlename': None, 'lastname': 'Zeleny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,9
2,"At breakfast at a greasy spoon in Minneapolis, still talking about the aftermath of the midterm elections.",https://www.nytimes.com/2007/01/07/opinion/07baxter.html,"At breakfast at a greasy spoon in Minneapolis, still talking about the aftermath of the midterm elections.",Minneapolis,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/06/opinion/07baxter-190.jpg', 'height': 125, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/06/opinion/07baxter-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/01/06/opinion/07baxter-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'glocations', 'value': 'Minnesota', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 4, 'major': 'N'}]",2007-01-07T05:00:00+0000,article,OpEd,Opinion,,Op-Ed,nyt://article/70805921-75b6-566b-919c-d971bd4dff6c,685,nyt://article/70805921-75b6-566b-919c-d971bd4dff6c,Breakfast of Champions,Op-Ed Contributor,,Breakfast of Champions,,,,By Charles Baxter,"[{'firstname': 'Charles', 'middlename': None, 'lastname': 'Baxter', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,WK,15
3,"As Democrats ascended in both chambers, people of both parties spoke of how committed they were to working together and changing the political tone.",https://www.nytimes.com/2007/01/05/washington/05scene.html,"As Democrats ascended in both chambers, people of both parties spoke of how committed they were to working together and changing the political tone.","WASHINGTON, Jan. 4  Capitol Hill observed a National Day of Comity on Thursday. Against the sober backdrop of war and as Democrats ascended in both chambers, people of both parties spoke of how committed they were to working together and changing the political tone. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/05/us/05scene_lg.jpg', 'height': 280, 'width': 600, 'legacy': {'xlarge': 'images/2007/01/05/us/05scene_lg.jpg', 'xlargewidth': 600, 'xlargeheight': 280}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/05/us/05scene_lg.jpg', 'height': 280, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/05/us/05scene_slg.jpg', 'height': 220, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/05/us/05scene_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/01/05/us/05scene_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Democratic Party', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Jefferson, Thomas', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Cheney, Dick', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Kennedy, Edward M', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Dodd, Christopher J', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Ellison, Keith', 'rank': 9, 'major': 'N'}]",2007-01-05T05:00:00+0000,article,National,Washington,,News,nyt://article/0fd7bd23-f5f5-501f-980f-aa4eb5f05606,852,nyt://article/0fd7bd23-f5f5-501f-980f-aa4eb5f05606,"Smiles, Backslaps, Even a Civility Meeting: For a Day, at Least, Bipartisanship Reigns",,,"Smiles, Backslaps, Even a Civility Meeting: For a Day, at Least, Bipartisanship Reigns",,,,By Mark Leibovich,"[{'firstname': 'Mark', 'middlename': None, 'lastname': 'Leibovich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,12
4,"The House voted overwhelmingly today to ban anonymous pet spending projects, known as earmarks, and to reinstate “pay as you go” spending rules.",https://www.nytimes.com/2007/01/05/washington/05cnd-ethics.html,"The House voted overwhelmingly today to ban anonymous pet spending projects, known as earmarks, and to reinstate “pay as you go” spending rules.","WASHINGTON, Jan. 5 — The House voted overwhelmingly today to ban anonymous pet spending projects, known as earmarks, and to reinstate “pay as you go” spending rules.",The New York Times,[],[],2007-01-05T05:00:00+0000,article,ContinuousNews,Washington,,News,nyt://article/4461c4b2-4eed-56fc-b239-cb311661b4de,1005,nyt://article/4461c4b2-4eed-56fc-b239-cb311661b4de,House Passes Ethics and Budget Measures,,,"House Passes Ethics, Budget Measures",,,,By David D. Kirkpatrick,"[{'firstname': 'David', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
5,Unexpectedly broad ethics rule changes that the House began passing Thursday are putting new pressure on the Senate.,https://www.nytimes.com/2007/01/05/washington/05ethics.html,Unexpectedly broad ethics rule changes that the House began passing Thursday are putting new pressure on the Senate.,"WASHINGTON, Jan. 4  Unexpectedly broad ethics rule changes that the House passed Thursday are putting new pressure on the Senate.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/05/us/05ethics_lg.jpg', 'height': 280, 'width': 600, 'legacy': {'xlarge': 'images/2007/01/05/us/05ethics_lg.jpg', 'xlargewidth': 600, 'xlargeheight': 280}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/05/us/05ethics_lg.jpg', 'height': 280, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/05/us/05ethics_slg.jpg', 'height': 220, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/05/us/05ethics_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/01/05/us/05ethics_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Ethics', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Lobbying and Lobbyists', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}]",2007-01-05T05:00:00+0000,article,National,Washington,,News,nyt://article/c0f10c12-3fc5-502f-b800-e5f2216f4f36,903,nyt://article/c0f10c12-3fc5-502f-b800-e5f2216f4f36,Senate Feels Heat as House Cranks Up Ethics Overhaul,,,Senate Feels Heat as House Cranks Up Ethics Overhaul,,,,By David D. Kirkpatrick,"[{'firstname': 'David', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,13
6,"The new Republican senator, Bob Corker of Tennessee, gets a hand from a leading Democrat.",https://thecaucus.blogs.nytimes.com/2007/01/04/a-guiding-hand-in-the-senate/,"The new Republican senator, Bob Corker of Tennessee, gets a hand from a leading Democrat.","You would have to forgive Senator Bob Corker of Tennessee if he felt a little lonely today. He was, after all, the only new Republican elected to the Senate in the 110th Congress.",The New York Times,[],[],2007-01-04T20:28:48+0000,article,National,U.S.,Politics,News,nyt://article/c4ab2581-cdc8-5b3e-b3e1-4fda90e74256,182,nyt://article/c4ab2581-cdc8-5b3e-b3e1-4fda90e74256,An Odd Couple,The Caucus,,,,,,By Jeff Zeleny,"[{'firstname': 'Jeff', 'middlename': None, 'lastname': 'Zeleny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
7,"WASHINGTON, Jan. 4 — Like baseball and nature, Washington runs in cycles, replete with power shifts, reversals of fortune and, of course, renewed vows of civility and bipartisanship.",https://www.nytimes.com/2007/01/04/washington/04cnd-scene.html,"WASHINGTON, Jan. 4 — Like baseball and nature, Washington runs in cycles, replete with power shifts, reversals of fortune and, of course, renewed vows of civility and bipartisanship.","WASHINGTON, Jan. 4 — Like baseball and nature, Washington runs in cycles, replete with power shifts, reversals of fortune and, of course, renewed vows of civility and bipartisanship. ",The New York Times,[],[],2007-01-04T05:00:00+0000,article,ContinuousNews,Washington,,News,nyt://article/623be023-228f-52c4-a61b-d65e966b3c26,542,nyt://article/623be023-228f-52c4-a61b-d65e966b3c26,Congress Renews Vows of Civility — for a Day,,,Congress Renews Vows of Civility — for a Day,,,,By Mark Leibovich,"[{'firstname': 'Mark', 'middlename': None, 'lastname': 'Leibovich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
8,"Senator Harry Reid, the majority leader-to-be, has announced the new Senate committee assignments.",https://thecaucus.blogs.nytimes.com/2006/11/14/new-democratic-committee-assignments/,"Senator Harry Reid, the majority leader-to-be, has announced the new Senate committee assignments.","Senator Harry Reid, the majority leader-to-be, has announced the new Senate committee assignments. Here are the anticipated chairmanships, assuming the future Republican leaders agree:",The New York Times,[],[],2006-11-14T22:26:23+0000,article,National,U.S.,Politics,News,nyt://article/23387e6e-c481-5cc5-aa84-21287631f7bf,261,nyt://article/23387e6e-c481-5cc5-aa84-21287631f7bf,New Democratic Committee Assignments,The Caucus,,,,,,By Sarah Wheaton,"[{'firstname': 'Sarah', 'middlename': None, 'lastname': 'Wheaton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
9,Bush administration says it would oppose one of Democrats' top priorities for new Congress: legislation authorizing government to negotiate with drug companies to secure lower drug prices for Medicare beneficiaires; secretary of health and human services Michael O Leavitt says what Democrats really want is government-run health care (M),https://www.nytimes.com/2006/11/13/washington/administration-opposes-democrats-plan-for-negotiating-medicare.html,Bush administration says it would oppose one of Democrats' top priorities for new Congress: legislation authorizing government to negotiate with drug companies to secure lower drug prices for Medicare beneficiaires; secretary of health and human s...,"WASHINGTON, Nov. 12 - The Bush administration said on Sunday that it would strenuously oppose one of the Democrats' top priorities for the new Congress: legislation authorizing the government to negotiate with drug companies to secure lower drug prices for Medicare beneficiaries.",The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Washington (DC)', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Anthem Incorporated', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Thompson, Tommy G', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Leavitt, Michael O', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Pelosi, Nancy', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'ANTHRAX', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'Prices (Fares, Fees and Rates)', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Medicare', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'Discount Selling', 'rank': 17, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 18, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 19, 'major': 'N'}, {'name': 'subject', 'value': 'Veterans', 'rank': 20, 'major': 'N'}]",2006-11-13T05:00:00+0000,article,National Desk,U.S.,Politics,News,nyt://article/7a92f284-0e12-51b0-82f8-02cc7bdef3cf,968,nyt://article/7a92f284-0e12-51b0-82f8-02cc7bdef3cf,Administration Opposes Democrats’ Plan for Negotiating Medicare Drug Prices,,,Administration Opposes Democrats' Plan for Negotiating Medicare Drug Prices,,,,By Robert Pear,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Pear', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,16
