,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section,print_page
0,Classical/Opera.,https://www.nytimes.com/2003/08/10/arts/music/music-listings.html,Classical/Opera., Classical/Opera ,The New York Times,[],[],2003-08-10T05:00:00+0000,article,Arts / Music,Arts,Music,News,nyt://article/36aa3334-f462-5c4e-84f5-a0d44305830e,2536,nyt://article/36aa3334-f462-5c4e-84f5-a0d44305830e,Music Listings,,,Music Listings,,,,,[],,,
1,"A selective listing by Times critics of noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    OLETA ADAMS, B. B. King Blues Club and Grill, 243 West 42nd Street, Manhattan, (212) 997-4144. The comfort and uplift of gospel music infuse Oleta Adams's secular and kindly songs. Tomorrow night at 8 and 10:30; tickets are $30 in advance, $35 tomorrow (Jon Pareles).",https://www.nytimes.com/2003/08/08/movies/pop-and-jazz-guide-818070.html,,A selective listing by Times critics of noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,The New York Times,[],[],2003-08-08T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,,Schedule,nyt://article/8feccdbd-d7c1-5ac5-963d-7fbc99305f34,3876,nyt://article/8feccdbd-d7c1-5ac5-963d-7fbc99305f34,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,E,26
2," EVENTS    ''SUNSET JAM ON THE HUDSON,'' Robert F. Wagner Jr. Park, Battery Park City, Lower Manhattan. Free interactive drumming workshop with Mary Knysh. Tonight at 6:30. Sponsored by the Battery Park City Parks Conservancy. Information: (212) 267-9700.",https://www.nytimes.com/2003/08/08/arts/spare-times-817503.html,,EVENTS,The New York Times,[],[],2003-08-08T05:00:00+0000,article,Leisure/Weekend Desk,Arts,,Schedule,nyt://article/da134b0d-53c9-5c59-8670-cbfe34b6ec64,2466,nyt://article/da134b0d-53c9-5c59-8670-cbfe34b6ec64,SPARE TIMES,,,SPARE TIMES,,,,,[],,E,33
3,Classical/Opera.,https://www.nytimes.com/2003/08/03/arts/music/music-listings.html,Classical/Opera., Classical/Opera ,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2003-08-03T05:00:00+0000,article,Arts / Music,Arts,Music,News,nyt://article/625cde9f-1309-5e3a-ab84-99c08b0d80a7,2488,nyt://article/625cde9f-1309-5e3a-ab84-99c08b0d80a7,Music Listings,,,Music Listings,,,,,[],,,
4," A selective listing by Times critics of noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    AMERICAN IDOLS LIVE, Nassau Coliseum, 1255 Hempstead Turnpike, Uniondale, N.Y., (631) 888-9000. The inevitable touring version of the television show. Expect to hear the winner (and lots of losers) croon and croon and croon. Tonight at 7:30; tickets are $25 to $45 (Kelefa Sanneh).",https://www.nytimes.com/2003/08/01/movies/pop-and-jazz-guide-728390.html,,A selective listing by Times critics of noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,The New York Times,[],[],2003-08-01T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,,Schedule,nyt://article/7c74aab3-0740-5fbe-ad7a-ac841cc11a2a,2649,nyt://article/7c74aab3-0740-5fbe-ad7a-ac841cc11a2a,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,E,28
5,Classical/Opera.,https://www.nytimes.com/2003/07/27/arts/music-listings.html,Classical/Opera., Classical/Opera ,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2003-07-27T05:00:00+0000,article,Arts,Arts,,News,nyt://article/5ff19abd-3047-5278-96fe-4381c5627b85,2542,nyt://article/5ff19abd-3047-5278-96fe-4381c5627b85,Music Listings,,,Music Listings,,,,,[],,,
6," A selective listing by Times critics of noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.    * AFRICAN FESTIVAL, Celebrate Brooklyn, Prospect Park Bandshell, Ninth Street and Prospect Park West, (718) 855-7882 extension 45. The annual marathon of African music returns tomorrow, headlined at 7 p.m. by Oliver Mtukudzi, the guitarist and singer from Zimbabwe whose thoughtful songs revolve around the hypnotic patterns derived from traditional music for mbira, or thumb piano. There is Congolese soukous, which twines endless guitar lines over a lilting rumba beat, from Diblo Dibala and Matchatcha at 5:30 and Dominic Kanza at 3:30; Kwaku Kwaakye Obeng, a Ghanaian drummer, starts the music at 2:30. Tomorrow from 2 to 9 p.m.; free, with a $3 donation requested (Jon Pareles).",https://www.nytimes.com/2003/07/25/movies/pop-and-jazz-guide-643394.html,,A selective listing by Times critics of noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly recommended concert.,The New York Times,[],[],2003-07-25T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,,Schedule,nyt://article/f307f715-8944-5218-acac-da14957c16ac,2611,nyt://article/f307f715-8944-5218-acac-da14957c16ac,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,E,26
7,Classical/Opera.,https://www.nytimes.com/2003/07/20/arts/music/music-listings.html,Classical/Opera., Classical/Opera ,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2003-07-20T05:00:00+0000,article,Arts / Music,Arts,Music,News,nyt://article/6a8cc26e-87db-5fe1-9210-97f153137a0a,2539,nyt://article/6a8cc26e-87db-5fe1-9210-97f153137a0a,Music Listings,,,Music Listings,,,,,[],,,
8," A selective listing by Times critics of noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly  recommended concert.    * ANTIBALAS, S.O.B.'s (Sounds of Brazil), 204 Varick Street, at Houston, South Village, (212) 243-4940. Antibalas delivers a New York makeover to Fela Kuti's Afrobeat, the Nigerian funk propelled by burly saxophones, fierce percussion and righteous anger. Performing constantly around New York has given the band a combined tightness and relaxation, the assurance that it can sustain and expand a groove until everyone is dancing. And watching it pack more than a dozen musicians on a small stage is a show in itself. Tonight at midnight; tickets are $12 (Jon Pareles).",https://www.nytimes.com/2003/07/18/movies/pop-and-jazz-guide-556122.html,,A selective listing by Times critics of noteworthy pop and jazz concerts in the New York metropolitan region this weekend. * denotes a highly,The New York Times,[],[],2003-07-18T05:00:00+0000,article,"Movies, Performing Arts/Weekend Desk",Movies,,Schedule,nyt://article/e675359f-8645-5137-bd48-95277041a763,3883,nyt://article/e675359f-8645-5137-bd48-95277041a763,POP AND JAZZ GUIDE,,,POP AND JAZZ GUIDE,,,,,[],,E,28
9,"Profile of Reno, Nev, and business travel destination; photo (M)",https://www.nytimes.com/2003/07/15/business/business-travel-ground-reno-city-known-for-gambling-works-reinvent-itself.html,"Profile of Reno, Nev, and business travel destination; photo (M)","Reno, Nev., the self-proclaimed ''biggest little city in the world,'' is trying to reinvent itself as a mecca for business travelers to make up for the gambling revenues it has lost to the Indian casinos that have sprung up in California near Sacramento. Last August, it doubled the size of its convention center and renovated the business district on the banks of the Truckee River. It is also advertising special promotions, like dinner and show packages at the local casinos.",The New York Times,[],"[{'name': 'glocations', 'value': 'Reno (Nev)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'GEOGRAPHIC PROFILES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 3, 'major': 'N'}]",2003-07-15T05:00:00+0000,article,Business/Financial Desk,Business Day,,News,nyt://article/cdc2ce02-7ae7-5b8e-931d-4d26afeda33a,672,nyt://article/cdc2ce02-7ae7-5b8e-931d-4d26afeda33a,BUSINESS TRAVEL: ON THE GROUND -- In Reno; City Known for Gambling Works to Reinvent Itself,,,BUSINESS TRAVEL: ON THE GROUND -- In Reno; City Known for Gambling Works to Reinvent Itself,,,,By Melinda Ligos,"[{'firstname': 'Melinda', 'middlename': None, 'lastname': 'Ligos', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C,6
