,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"R F Kennedy supporters end strategy session, Huron, SD, determined to support uncommitted delegations or favorite sons; interest in E M Kennedy indicated; Sorensen notes DiSalle move; Unruh says Calif delegation would support him; all laud SD endorsement of McGovern",https://www.nytimes.com/1968/07/15/archives/kennedy-supporters-awaiting-a-new-candidate-new-york-senators.html,"R F Kennedy supporters end strategy session, Huron, SD, determined to support uncommitted delegations or favorite sons; interest in E M Kennedy indicated; Sorensen notes DiSalle move; Unruh says Calif delegation would support him; all laud SD endo...",,22,The New York Times,[],"[{'name': 'organizations', 'value': 'Democratic Party', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'HUMPHREY, HUBERT HORATIO', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 1968', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'ASPIRANTS', 'rank': 4, 'major': 'N'}]",1968-07-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/5488efee-4152-5d96-ba19-94369e751aa6,0,nyt://article/5488efee-4152-5d96-ba19-94369e751aa6,Kennedy Supporters Awaiting a New Candidate; New York Senator's Backers Hope for Open Convention Edward Kennedy Favored by Some at Parley in Dakota,,,Kennedy Supporters Awaiting a New Candidate; New York Senator's Backers Hope for Open Convention Edward Kennedy Favored by Some at Parley in Dakota,,,,By Donald Jansonspecial To the New York Times,"[{'firstname': 'Donald', 'middlename': 'Jansonspecial', 'lastname': 'To', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,,https://www.nytimes.com/1968/07/14/archives/birth-notice-1-no-title.html,,,61,The New York Times,[],[],1968-07-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/2e4671de-61f6-56d4-9d12-ba336d33c08d,0,nyt://article/2e4671de-61f6-56d4-9d12-ba336d33c08d,Birth Notice 1 -- No Title,1,,Birth Notice 1 -- No Title,,,,,[],
2,,https://www.nytimes.com/1968/07/14/archives/marriage-announcement-2-no-title.html,,,61,The New York Times,[],[],1968-07-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/f300ca85-81c7-598b-a851-7ec22e71476a,0,nyt://article/f300ca85-81c7-598b-a851-7ec22e71476a,Marriage Announcement 2 -- No Title,1,,Marriage Announcement 2 -- No Title,,,,,[],
3,,https://www.nytimes.com/1968/07/14/archives/susan-parsons-and-i-m-wolfe-are-married-in-massachusetts.html,,,61,The New York Times,[],[],1968-07-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/698b5eb9-cde4-5499-8d14-974e5502cad6,0,nyt://article/698b5eb9-cde4-5499-8d14-974e5502cad6,Susan Parsons and I. M. Wolfe Are Married in Massachusetts,1,,Susan Parsons and I. M. Wolfe Are Married in Massachusetts,,,,pecl to The ew York TlmeJ,[],
4,"Thompson, John Fairfield (Dr)",https://www.nytimes.com/1968/07/14/archives/obituary-1-no-title.html,"Thompson, John Fairfield (Dr)",,65,The New York Times,[],"[{'name': 'persons', 'value': 'THOMPSON, JOHN FAIRFIELD', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1968-07-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/9c99d019-2aaf-5d6d-b7e6-c5184b99a34b,0,nyt://article/9c99d019-2aaf-5d6d-b7e6-c5184b99a34b,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],
5,"O'Regan, Charles H (Dr)",https://www.nytimes.com/1968/07/13/archives/obituary-1-no-title.html,"O'Regan, Charles H (Dr)",,27,The New York Times,[],"[{'name': 'persons', 'value': ""O'REGAN, CHARLES H"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1968-07-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/fdf8af79-da42-54a4-8724-3eac021ef159,0,nyt://article/fdf8af79-da42-54a4-8724-3eac021ef159,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],
6,,https://www.nytimes.com/1968/07/13/archives/mrs-r-b-nye-has-child.html,,,15,The New York Times,[],[],1968-07-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/24bcf0c6-0f17-567a-8661-307614175592,0,nyt://article/24bcf0c6-0f17-567a-8661-307614175592,Mrs. R. B. Nye Has Child,1,,Mrs. R. B. Nye Has Child,,,,,[],
7,"CENTURIES ago -- in the nineteen-twenties to be more specific -- the Russian impresario Serge Diaghilev had the bright idea of asking Igor Stravinsky to orchestrate some pieces by Pergolesi, and give them a contemporary accent.  ",https://www.nytimes.com/1968/07/12/archives/the-dance-ballet-theaters-pulcinella-variations-smuin-work.html,,,14,The New York Times,[],[],1968-07-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/a9ce81ae-eac2-5398-a85d-a8736a3e14ea,0,nyt://article/a9ce81ae-eac2-5398-a85d-a8736a3e14ea,The Dance: Ballet Theater's 'Pulcinella Variations'; Smuin Work Introduced at the Metropolitan Miss Fracci and Bruhn Star in 'Giselle' ,1,,The Dance: Ballet Theater's 'Pulcinella Variations'; Smuin Work Introduced at the Metropolitan Miss Fracci and Bruhn Star in 'Giselle' ,,,,By Clive Barnes,"[{'firstname': 'Clive', 'middlename': None, 'lastname': 'Barnes', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,,https://www.nytimes.com/1968/07/11/archives/obituary-1-no-title.html,,,37,The New York Times,[],[],1968-07-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/6c152020-19b6-51ed-9057-ea7da7bf3173,0,nyt://article/6c152020-19b6-51ed-9057-ea7da7bf3173,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
9,"Suez Gov Mahmoud charges Israelis deliberately shelled city of Suez residential areas without provocation, killing 43 civilians, wounding 67, news conf; sees effort to demoralize people and stop any peace settlement; city residents bitter; Israel says its troops returned fire of UAR troops in town; illus",https://www.nytimes.com/1968/07/10/archives/egyptians-at-suez-bitter-over-shelling-by-israeli-forces-israeli.html,"Suez Gov Mahmoud charges Israelis deliberately shelled city of Suez residential areas without provocation, killing 43 civilians, wounding 67, news conf; sees effort to demoralize people and stop any peace settlement; city residents bitter; Israel ...",,1,The New York Times,[],"[{'name': 'glocations', 'value': 'Middle East', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ISRAELI-ARAB CONFLICT', 'rank': 2, 'major': 'N'}]",1968-07-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/1938bb21-613a-5928-98c7-15a7915977e0,0,nyt://article/1938bb21-613a-5928-98c7-15a7915977e0,Egyptians at Suez Bitter Over Shelling By Israeli Forces; ISRAELI SHELLING EMBITTERS SUEZ,,,Egyptians at Suez Bitter Over Shelling By Israeli Forces; ISRAELI SHELLING EMBITTERS SUEZ,,,,By Eric Pacespecial To the New York Times,"[{'firstname': 'Eric', 'middlename': 'Pacespecial', 'lastname': 'To', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
