,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"A selected guide to indie rock, pop, R&B, folk-rok, metal and hip-hop performances in the New York area.",https://www.nytimes.com/2013/04/26/arts/music/pop-and-rock-listings-for-april-26-may-2.html,"A selected guide to indie rock, pop, R&B, folk-rok, metal and hip-hop performances in the New York area.",Pop,C,21,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Rock Music', 'rank': 2, 'major': 'N'}]",2013-04-25T21:29:29+0000,article,Weekend,Arts,Music,Schedule,nyt://article/1b7f22f3-32f6-521e-868f-0720403c4420,1306,nyt://article/1b7f22f3-32f6-521e-868f-0720403c4420,Pop and Rock Listings for April 26-May 2,,,The Listings,,,,,[],
1,A selected guide to jazz performances in New York City.,https://www.nytimes.com/2013/04/19/arts/music/jazz-listings-for-april-19-25.html,A selected guide to jazz performances in New York City.,Jazz,C,18,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Jazz', 'rank': 2, 'major': 'N'}]",2013-04-18T21:57:26+0000,article,Weekend,Arts,Music,Schedule,nyt://article/29fb42c8-a11c-53c4-a3b3-a878ca3506f9,2353,nyt://article/29fb42c8-a11c-53c4-a3b3-a878ca3506f9,Jazz Listings for April 19-25,,,The Listings,,,,,[],
2,"A selected guide to indie rock, electro, metal, country, folk-pop and rock performances in the New York area.",https://www.nytimes.com/2013/04/19/arts/music/pop-and-rock-listings-for-april-19-25.html,"A selected guide to indie rock, electro, metal, country, folk-pop and rock performances in the New York area.",Pop,C,17,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2013-04-18T21:51:02+0000,article,Weekend,Arts,Music,Schedule,nyt://article/0ec87b89-90a8-5c5e-bb3c-4d00adacac3e,1250,nyt://article/0ec87b89-90a8-5c5e-bb3c-4d00adacac3e,Pop and Rock Listings for April 19-25,,,The Listings,,,,,[],
3,"The Federal Trade Commission announced its first mobile cramming case, accusing a company of taking advantage of consumers by tacking unwarranted charges onto their phone bills.",https://www.nytimes.com/2013/04/18/business/ftc-takes-aim-at-unwarranted-cellphone-charges.html,"The Federal Trade Commission announced its first mobile cramming case, accusing a company of taking advantage of consumers by tacking unwarranted charges onto their phone bills.","WASHINGTON — Those surreptitious charges for flirting tips, yoga lessons and psychic services, long a problem on landlines, have become a costly nuisance for mobile phone users — and a new focus for regulators. ",B,1,The New York Times,[],"[{'name': 'persons', 'value': 'Wyatt, Edward', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Federal Trade Commission', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Cellular Telephones', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Wise Media LLC', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Wireless Communications', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Deloney, Winston, J', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Buckley, Brian M', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Concrete Marketing Research LLC', 'rank': 10, 'major': 'N'}]",2013-04-18T00:29:19+0000,article,Business,Business Day,,News,nyt://article/44e5ea20-dbec-53f1-8fd6-c6ddfef9d5fa,679,nyt://article/44e5ea20-dbec-53f1-8fd6-c6ddfef9d5fa,U.S. Accuses Company of Adding Mobile Fees,,,U.S. Accuses Company Of Adding Mobile Fees,,,,By Edward Wyatt,"[{'firstname': 'Edward', 'middlename': None, 'lastname': 'Wyatt', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,A guide to cultural and recreational events in New Jersey.,https://www.nytimes.com/2013/04/14/nyregion/events-in-new-jersey.html,A guide to cultural and recreational events in New Jersey.,A guide to cultural and recreational events in New Jersey. Items for the calendar should be sent at least three weeks in advance to njtowns@nytimes.com.,NJ,9,The New York Times,[],"[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Culture (Arts)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'New Jersey', 'rank': 3, 'major': 'N'}]",2013-04-12T23:22:11+0000,article,Metro,New York,,List,nyt://article/deaa7bf3-0ebd-5f5c-8bf1-136952cd9470,3135,nyt://article/deaa7bf3-0ebd-5f5c-8bf1-136952cd9470,Events in New Jersey,Calendar,,New Jersey,,,,,[],
5,A selected guide to jazz performances in the New York area.,https://www.nytimes.com/2013/04/12/arts/music/jazz-listings-for-april-12-18.html,A selected guide to jazz performances in the New York area.,Jazz,C,20,The New York Times,[],"[{'name': 'subject', 'value': 'Jazz', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}]",2013-04-11T22:03:03+0000,article,Weekend,Arts,Music,Schedule,nyt://article/6d2d1ff6-81ed-55d6-814e-c8a065fa085d,2844,nyt://article/6d2d1ff6-81ed-55d6-814e-c8a065fa085d,Jazz Listings for April 12-18,,,The Listings,,,,,[],
6,"A selected guide to indie rock, blues, electronica, pop, R&B hip-hop performances in the New York area.",https://www.nytimes.com/2013/04/12/arts/music/pop-and-rock-listings-for-april-12-18.html,"A selected guide to indie rock, blues, electronica, pop, R&B hip-hop performances in the New York area.",Pop,C,19,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2013-04-11T22:00:17+0000,article,Weekend,Arts,Music,Schedule,nyt://article/5d9ff604-7a1d-52b7-a20e-eae62f62a06d,1315,nyt://article/5d9ff604-7a1d-52b7-a20e-eae62f62a06d,Pop and Rock Listings for April 12-18,,,The Listings,,,,,[],
7,"Long before office pools and hours of television coverage, Eddie Einhorn thought college basketball might have a future as a national sport. So he founded a TV network.",https://www.nytimes.com/2013/04/07/sports/ncaabasketball/eddie-einhorn-seized-on-broadcasting-college-basketball-games-in-1960.html,"Long before office pools and hours of television coverage, Eddie Einhorn thought college basketball might have a future as a national sport. So he founded a TV network.","CHICAGO — Eddie Einhorn is not going to the men’s Final Four this year. There will be no buzzer-beaters for him, no monster dunks, no shining moments.",SP,3,The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-thumbWide.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-thumbWide.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'videoThumb', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-videoThumb.jpg', 'height': 50, 'width': 75, 'legacy': {}, 'subType': 'videoThumb', 'crop_name': 'videoThumb'}, {'rank': 0, 'subtype': 'videoLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-videoLarge.jpg', 'height': 507, 'width': 768, 'legacy': {}, 'subType': 'videoLarge', 'crop_name': 'videoLarge'}, {'rank': 0, 'subtype': 'miniMoth', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-miniMoth.jpg', 'height': 70, 'width': 151, 'legacy': {}, 'subType': 'miniMoth', 'crop_name': 'miniMoth'}, {'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-articleLarge.jpg', 'height': 413, 'width': 600, 'legacy': {'xlarge': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 413}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-blog480.jpg', 'height': 330, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'blog427', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-blog427.jpg', 'height': 294, 'width': 427, 'legacy': {}, 'subType': 'blog427', 'crop_name': 'blog427'}, {'rank': 0, 'subtype': 'tmagArticle', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-tmagArticle.jpg', 'height': 407, 'width': 592, 'legacy': {}, 'subType': 'tmagArticle', 'crop_name': 'tmagArticle'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-jumbo.jpg', 'height': 705, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'blog225', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-blog225.jpg', 'height': 155, 'width': 225, 'legacy': {}, 'subType': 'blog225', 'crop_name': 'blog225'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-popup.jpg', 'height': 447, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'blog533', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-blog533.jpg', 'height': 367, 'width': 533, 'legacy': {}, 'subType': 'blog533', 'crop_name': 'blog533'}, {'rank': 0, 'subtype': 'tmagSF', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-tmagSF.jpg', 'height': 249, 'width': 362, 'legacy': {}, 'subType': 'tmagSF', 'crop_name': 'tmagSF'}, {'rank': 0, 'subtype': 'slide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-slide.jpg', 'height': 413, 'width': 600, 'legacy': {}, 'subType': 'slide', 'crop_name': 'slide'}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-superJumbo.jpg', 'height': 1409, 'width': 2048, 'legacy': {}, 'subType': 'superJumbo', 'crop_name': 'superJumbo'}, {'rank': 0, 'subtype': 'square320', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-square320.jpg', 'height': 320, 'width': 320, 'legacy': {}, 'subType': 'square320', 'crop_name': 'square320'}, {'rank': 0, 'subtype': 'filmstrip', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-filmstrip.jpg', 'height': 190, 'width': 190, 'legacy': {}, 'subType': 'filmstrip', 'crop_name': 'filmstrip'}, {'rank': 0, 'subtype': 'square640', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-square640.jpg', 'height': 640, 'width': 640, 'legacy': {}, 'subType': 'square640', 'crop_name': 'square640'}, {'rank': 0, 'subtype': 'moth', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-moth.jpg', 'height': 151, 'width': 151, 'legacy': {}, 'subType': 'moth', 'crop_name': 'moth'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-articleInline.jpg', 'height': 131, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'hpSmall', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-hpSmall.jpg', 'height': 112, 'width': 163, 'legacy': {}, 'subType': 'hpSmall', 'crop_name': 'hpSmall'}, {'rank': 0, 'subtype': 'blogSmallInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-blogSmallInline.jpg', 'height': 104, 'width': 151, 'legacy': {}, 'subType': 'blogSmallInline', 'crop_name': 'blogSmallInline'}, {'rank': 0, 'subtype': 'mediumFlexible177', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-mediumFlexible177.jpg', 'height': 122, 'width': 177, 'legacy': {}, 'subType': 'mediumFlexible177', 'crop_name': 'mediumFlexible177'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-sfSpan.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'largeHorizontal375', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-largeHorizontal375.jpg', 'height': 250, 'width': 375, 'legacy': {}, 'subType': 'largeHorizontal375', 'crop_name': 'largeHorizontal375'}, {'rank': 0, 'subtype': 'hpLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-hpLarge.jpg', 'height': 256, 'width': 511, 'legacy': {}, 'subType': 'hpLarge', 'crop_name': 'hpLarge'}, {'rank': 0, 'subtype': 'largeWidescreen573', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-largeWidescreen573.jpg', 'height': 287, 'width': 573, 'legacy': {}, 'subType': 'largeWidescreen573', 'crop_name': 'largeWidescreen573'}, {'rank': 0, 'subtype': 'videoSmall', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-videoSmall.jpg', 'height': 281, 'width': 500, 'legacy': {}, 'subType': 'videoSmall', 'crop_name': 'videoSmall'}, {'rank': 0, 'subtype': 'videoHpMedium', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-videoHpMedium.jpg', 'height': 190, 'width': 337, 'legacy': {}, 'subType': 'videoHpMedium', 'crop_name': 'videoHpMedium'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-thumbLarge.jpg', 'height': 150, 'width': 150, 'legacy': {}, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge'}, {'rank': 0, 'subtype': 'blogSmallThumb', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2013/04/07/sports/dog-einhorn-1/dog-einhorn-1-blogSmallThumb.jpg', 'height': 50, 'width': 50, 'legacy': {}, 'subType': 'blogSmallThumb', 'crop_name': 'blogSmallThumb'}]","[{'name': 'subject', 'value': 'Basketball (College)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'NCAA Basketball Championships (Men)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Northwestern University', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Chicago White Sox', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'CBS Sports', 'rank': 7, 'major': 'N'}]",2013-04-06T18:41:46+0000,article,Sports,Sports,College Basketball,News,nyt://article/991ad65d-11b7-5dc5-835b-db60214522e3,1269,nyt://article/991ad65d-11b7-5dc5-835b-db60214522e3,College Games on Television? That Might Work,,,College Games On Television? That Might Work,,,,By Ben Strauss,"[{'firstname': 'Ben', 'middlename': None, 'lastname': 'Strauss', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,"The Web site, often referred to for its predicative abilities, warned in a statement that it may go out of business because of a $700,000 shortfall.",https://www.nytimes.com/2013/04/07/business/online-betting-site-intrade-faces-liquidation.html,"The Web site, often referred to for its predicative abilities, warned in a statement that it may go out of business because of a $700,000 shortfall.","The online betting Web site Intrade, which gained widespread notice for serving as a predictions platform for elections and events not related to sports, is facing liquidation because of a $700,000 cash shortfall, a development that comes a month after it halted trading and froze its customer accounts.",,,The New York Times,[],"[{'name': 'organizations', 'value': 'Intrade.com', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 2, 'major': 'N'}]",2013-04-06T05:28:24+0000,article,Business,Business Day,,News,nyt://article/bba74e2c-f1f8-577c-a191-fa50d2352a96,392,nyt://article/bba74e2c-f1f8-577c-a191-fa50d2352a96,Online Betting Site Intrade Faces Liquidation,,,,,,,By Gerry Mullany,"[{'firstname': 'Gerry', 'middlename': None, 'lastname': 'Mullany', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,A guide to cultural and recreational events in New Jersey.,https://www.nytimes.com/2013/04/07/nyregion/events-in-new-jersey.html,A guide to cultural and recreational events in New Jersey.,A guide to cultural and recreational events in New Jersey. Items for the calendar should be sent at least three weeks in advance to njtowns@nytimes.com.,NJ,9,The New York Times,[],"[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Culture (Arts)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'New Jersey', 'rank': 3, 'major': 'N'}]",2013-04-05T23:06:41+0000,article,Metro,New York,,List,nyt://article/6e6c357c-d19a-5767-b128-e410bbef8b04,3414,nyt://article/6e6c357c-d19a-5767-b128-e410bbef8b04,Events in New Jersey,Calendar,,New Jersey,,,,,[],
