,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"The Senate passed an anti-robocaller bill on Thursday, and President Donald Trump is expected to sign the measure aimed at cracking down on the billions of irritating and deceptive robocalls that Americans receive each month.",https://www.nytimes.com/reuters/2019/12/19/us/politics/19reuters-usa-robocall-congress.html,"The Senate passed an anti-robocaller bill on Thursday, and President Donald Trump is expected to sign the measure aimed at cracking down on the billions of irritating and deceptive robocalls that Americans receive each month.","WASHINGTON — The Senate passed an anti-robocaller bill on Thursday, and President Donald Trump is expected to sign the measure aimed at cracking down on the billions of irritating and deceptive robocalls that Americans receive each month.",Reuters,[],[],2019-12-19T23:57:57+0000,article,None,U.S.,Politics,News,nyt://article/a57d7dfa-f302-5e9a-8941-5310e3b097bb,218,nyt://article/a57d7dfa-f302-5e9a-8941-5310e3b097bb,Senate Passes Anti-Robocall Bill; President Expected to Sign It,,,Senate Passes Anti-Robocall Bill; President Expected to Sign It,,,,By Reuters,[],Reuters
1,"Democratic presidential contender Michael Bloomberg said on Thursday he would create a public option to provide health insurance coverage to Americans if elected, a plan his campaign called ""politically practical"" but which resembles those of other candidates in a crowded field. ",https://www.nytimes.com/reuters/2019/12/19/us/politics/19reuters-usa-election-bloomberg-healthcare.html,"Democratic presidential contender Michael Bloomberg said on Thursday he would create a public option to provide health insurance coverage to Americans if elected, a plan his campaign called ""politically practical"" but which resembles those of othe...","DETROIT — Democratic presidential contender Michael Bloomberg said on Thursday he would create a public option to provide health insurance coverage to Americans if elected, a plan his campaign called ""politically practical"" but which resembles those of other candidates in a crowded field. ",Reuters,[],[],2019-12-19T23:51:57+0000,article,None,U.S.,Politics,News,nyt://article/f878cac7-fcfc-5b32-a633-fbe01593bda3,420,nyt://article/f878cac7-fcfc-5b32-a633-fbe01593bda3,Bloomberg Adds His Own 'Public Option' to Crowded Field of Healthcare Plans,,,Bloomberg Adds His Own 'Public Option' to Crowded Field of Healthcare Plans,,,,By Reuters,[],Reuters
2,"The Consumer Product Safety Commission (CPSC), whose job is to assure products Americans buy are safe, is inappropriately deferential to companies it investigates, according to a report done for Democrats on the Senate Commerce Committee released on Thursday.",https://www.nytimes.com/reuters/2019/12/19/us/politics/19reuters-usa-consumers-congress.html,"The Consumer Product Safety Commission (CPSC), whose job is to assure products Americans buy are safe, is inappropriately deferential to companies it investigates, according to a report done for Democrats on the Senate Commerce Committee released ...","WASHINGTON — The Consumer Product Safety Commission (CPSC), whose job is to assure products Americans buy are safe, is inappropriately deferential to companies it investigates, according to a report done for Democrats on the Senate Commerce Committee released on Thursday.",Reuters,[],[],2019-12-19T23:45:58+0000,article,None,U.S.,Politics,News,nyt://article/76544f82-e652-56d1-aeb0-590f983fa323,459,nyt://article/76544f82-e652-56d1-aeb0-590f983fa323,Democrats Say Consumer Product Safety Commission Too Close to Companies,,,Democrats Say Consumer Product Safety Commission Too Close to Companies,,,,By Reuters,[],Reuters
3,"The U.S. Senate, rushing to meet a looming deadline, approved and sent to President Donald Trump a $1.4 trillion package of fiscal 2020 spending bills that would end prospects of government shutdowns at week's end when temporary funding expires.",https://www.nytimes.com/reuters/2019/12/19/us/politics/19reuters-usa-congress-budget.html,"The U.S. Senate, rushing to meet a looming deadline, approved and sent to President Donald Trump a $1.4 trillion package of fiscal 2020 spending bills that would end prospects of government shutdowns at week's end when temporary funding expires.","WASHINGTON — The U.S. Senate, rushing to meet a looming deadline, approved and sent to President Donald Trump a $1.4 trillion package of fiscal 2020 spending bills that would end prospects of government shutdowns at week's end when temporary funding expires.",Reuters,[],[],2019-12-19T23:43:00+0000,article,None,U.S.,Politics,News,nyt://article/61c64ea4-e269-56b1-af7c-1c6874a53779,479,nyt://article/61c64ea4-e269-56b1-af7c-1c6874a53779,U.S. Congress Approves Massive Funding Bills to Avert Government Shutdowns,,,U.S. Congress Approves Massive Funding Bills to Avert Government Shutdowns,,,,By Reuters,[],Reuters
4,"The Trump administration finalized U.S. biofuel blending requirements for 2020 on Thursday, leaving a key part of the rule unchanged from an earlier proposal that the corn lobby had criticized as inadequate to help struggling farmers.",https://www.nytimes.com/reuters/2019/12/19/us/politics/19reuters-usa-biofuels.html,"The Trump administration finalized U.S. biofuel blending requirements for 2020 on Thursday, leaving a key part of the rule unchanged from an earlier proposal that the corn lobby had criticized as inadequate to help struggling farmers.","NEW YORK — The Trump administration finalized U.S. biofuel blending requirements for 2020 on Thursday, leaving a key part of the rule unchanged from an earlier proposal that the corn lobby had criticized as inadequate to help struggling farmers.",Reuters,[],[],2019-12-19T23:39:57+0000,article,None,U.S.,Politics,News,nyt://article/f6c35176-7bf5-564b-bb98-b5759631badb,607,nyt://article/f6c35176-7bf5-564b-bb98-b5759631badb,"Trump EPA Finalizes 2020 Biofuel Rule, Corn Lobby Objects",,,"Trump EPA Finalizes 2020 Biofuel Rule, Corn Lobby Objects",,,,By Reuters,[],Reuters
5,"The House Ethics Committee has rebuked Republican Rep. Cathy McMorris Rodgers of Washington state for misusing taxpayer money and ordered her to reimburse more than $7,500 to the U.S. Treasury.",https://www.nytimes.com/aponline/2019/12/19/us/politics/ap-us-congress-ethics-mcmorris-rodgers.html,"The House Ethics Committee has rebuked Republican Rep. Cathy McMorris Rodgers of Washington state for misusing taxpayer money and ordered her to reimburse more than $7,500 to the U.S. Treasury.","WASHINGTON — The House Ethics Committee has rebuked Republican Rep. Cathy McMorris Rodgers of Washington state for misusing taxpayer money and ordered her to reimburse more than $7,500 to the U.S. Treasury.",AP,[],[],2019-12-19T23:39:30+0000,article,None,U.S.,Politics,News,nyt://article/5d9f6de0-d8ba-56d6-a9b3-d548077d09b1,350,nyt://article/5d9f6de0-d8ba-56d6-a9b3-d548077d09b1,Ethics Panel Rebukes Rep. McMorris Rodgers for Misused Funds,,,Ethics Panel Rebukes Rep. McMorris Rodgers for Misused Funds,,,,By The Associated Press,[],The Associated Press
6,Longshot presidential candidate Tulsi Gabbard is facing some heat in her heavily Democratic home state of Hawaii for voting “present” on two articles of impeachment against President Donald Trump.,https://www.nytimes.com/aponline/2019/12/19/us/ap-us-election-2020-gabbard-impeachment.html,Longshot presidential candidate Tulsi Gabbard is facing some heat in her heavily Democratic home state of Hawaii for voting “present” on two articles of impeachment against President Donald Trump.,HONOLULU — Longshot presidential candidate Tulsi Gabbard is facing some heat in her heavily Democratic home state of Hawaii for voting “present” on two articles of impeachment against President Donald Trump.,AP,[],[],2019-12-19T23:39:29+0000,article,None,U.S.,,News,nyt://article/f24c09ba-b595-5d3c-8592-0d9e358260eb,422,nyt://article/f24c09ba-b595-5d3c-8592-0d9e358260eb,Gabbard Faces Heat Back Home for Present Vote on Impeachment,,,Gabbard Faces Heat Back Home for Present Vote on Impeachment,,,,By The Associated Press,[],The Associated Press
7,A Georgia jury Thursday found a former aide to former Atlanta Mayor Kasim Reed guilty of violating the state's open records laws. ,https://www.nytimes.com/aponline/2019/12/19/us/ap-us-open-records-atlanta.html,A Georgia jury Thursday found a former aide to former Atlanta Mayor Kasim Reed guilty of violating the state's open records laws. ,ATLANTA — A Georgia jury Thursday found a former aide to former Atlanta Mayor Kasim Reed guilty of violating the state's open records laws. ,AP,[],[],2019-12-19T23:33:33+0000,article,None,U.S.,,News,nyt://article/c3344ba0-2c3a-552a-bf63-7715e430f524,229,nyt://article/c3344ba0-2c3a-552a-bf63-7715e430f524,Reed Aide Guilty in Records Case,,,Reed Aide Guilty in Records Case,,,,By The Associated Press,[],The Associated Press
8,"Less than half of all Americans say President Donald Trump should be removed from office following his impeachment by the U.S. House of Representatives, according to a Reuters/Ipsos opinion poll released on Thursday, presenting a challenge for Democrats who will seek his ouster in a U.S. Senate trial.",https://www.nytimes.com/reuters/2019/12/19/us/19reuters-usa-trump-impeachment-poll-exclusive.html,"Less than half of all Americans say President Donald Trump should be removed from office following his impeachment by the U.S. House of Representatives, according to a Reuters/Ipsos opinion poll released on Thursday, presenting a challenge for Dem...","NEW YORK — Less than half of all Americans say President Donald Trump should be removed from office following his impeachment by the U.S. House of Representatives, according to a Reuters/Ipsos opinion poll released on Thursday, presenting a challenge for Democrats who will seek his ouster in a U.S. Senate trial.",Reuters,[],[],2019-12-19T23:25:04+0000,article,None,U.S.,,News,nyt://article/f5ebe390-b2fa-5723-b777-955f37eff171,506,nyt://article/f5ebe390-b2fa-5723-b777-955f37eff171,Less Than Half of All Americans Want Trump Ousted Post-Impeachment: Reuters/Ipsos Poll,,,Less Than Half of All Americans Want Trump Ousted Post-Impeachment: Reuters/Ipsos Poll,,,,By Reuters,[],Reuters
9,A federal judge on Thursday rejected Southwest Airlines Co's bid to dismiss a discrimination lawsuit by an American of Iraqi descent who was removed from a 2016 flight after another passenger heard him speak in Arabic and feared he might be a terrorist.,https://www.nytimes.com/reuters/2019/12/19/world/middleeast/19reuters-southwest-passenger.html,A federal judge on Thursday rejected Southwest Airlines Co's bid to dismiss a discrimination lawsuit by an American of Iraqi descent who was removed from a 2016 flight after another passenger heard him speak in Arabic and feared he might be a terr...,(Reuters) - A federal judge on Thursday rejected Southwest Airlines Co's bid to dismiss a discrimination lawsuit by an American of Iraqi descent who was removed from a 2016 flight after another passenger heard him speak in Arabic and feared he might be a terrorist.,Reuters,[],[],2019-12-19T23:19:29+0000,article,None,World,Middle East,News,nyt://article/e6446382-5dec-5551-b167-15f228704aaa,424,nyt://article/e6446382-5dec-5551-b167-15f228704aaa,Southwest Can Be Sued for Bumping Passenger Who Spoke Arabic: U.S. Judge,,,Southwest Can Be Sued for Bumping Passenger Who Spoke Arabic: U.S. Judge,,,,By Reuters,[],Reuters
