,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"An investigation found that deaths at the track during the 12-month period ending in June had occurred at a rate higher than the national average, but lower than in some years in the past decade.",https://www.nytimes.com/2019/12/19/sports/horse-racing/santa-anita-horse-racing.html,"An investigation found that deaths at the track during the 12-month period ending in June had occurred at a rate higher than the national average, but lower than in some years in the past decade.","A California prosecutor found no evidence of animal cruelty or other crimes during an investigation into a spike in horse deaths at Santa Anita Park racetrack over the past year, according to a report issued Thursday.",B,11,The New York Times,[],"[{'name': 'subject', 'value': 'Horse Racing', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Animal Abuse, Rights and Welfare', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'People for the Ethical Treatment of Animals', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Santa Anita Park (Calif)', 'rank': 4, 'major': 'N'}]",2019-12-19T23:40:27+0000,article,Sports,Sports,Horse Racing,News,nyt://article/dad6bf4a-ac6a-5fc0-aa38-52565f360cf0,530,nyt://article/dad6bf4a-ac6a-5fc0-aa38-52565f360cf0,California Prosecutor Finds No Crime in Santa Anita Horse Racing Deaths,,,No Crime Found in Santa Anita Deaths,,,,By The Associated Press,[],The Associated Press
1,"The Trump administration finalized U.S. biofuel blending requirements for 2020 on Thursday, leaving a key part of the rule unchanged from an earlier proposal that the corn lobby had criticized as inadequate to help struggling farmers.",https://www.nytimes.com/reuters/2019/12/19/us/politics/19reuters-usa-biofuels.html,"The Trump administration finalized U.S. biofuel blending requirements for 2020 on Thursday, leaving a key part of the rule unchanged from an earlier proposal that the corn lobby had criticized as inadequate to help struggling farmers.","NEW YORK — The Trump administration finalized U.S. biofuel blending requirements for 2020 on Thursday, leaving a key part of the rule unchanged from an earlier proposal that the corn lobby had criticized as inadequate to help struggling farmers.",,,Reuters,[],[],2019-12-19T23:39:57+0000,article,None,U.S.,Politics,News,nyt://article/f6c35176-7bf5-564b-bb98-b5759631badb,607,nyt://article/f6c35176-7bf5-564b-bb98-b5759631badb,"Trump EPA Finalizes 2020 Biofuel Rule, Corn Lobby Objects",,,"Trump EPA Finalizes 2020 Biofuel Rule, Corn Lobby Objects",,,,By Reuters,[],Reuters
2,"The House Ethics Committee has rebuked Republican Rep. Cathy McMorris Rodgers of Washington state for misusing taxpayer money and ordered her to reimburse more than $7,500 to the U.S. Treasury.",https://www.nytimes.com/aponline/2019/12/19/us/politics/ap-us-congress-ethics-mcmorris-rodgers.html,"The House Ethics Committee has rebuked Republican Rep. Cathy McMorris Rodgers of Washington state for misusing taxpayer money and ordered her to reimburse more than $7,500 to the U.S. Treasury.","WASHINGTON — The House Ethics Committee has rebuked Republican Rep. Cathy McMorris Rodgers of Washington state for misusing taxpayer money and ordered her to reimburse more than $7,500 to the U.S. Treasury.",,,AP,[],[],2019-12-19T23:39:30+0000,article,None,U.S.,Politics,News,nyt://article/5d9f6de0-d8ba-56d6-a9b3-d548077d09b1,350,nyt://article/5d9f6de0-d8ba-56d6-a9b3-d548077d09b1,Ethics Panel Rebukes Rep. McMorris Rodgers for Misused Funds,,,Ethics Panel Rebukes Rep. McMorris Rodgers for Misused Funds,,,,By The Associated Press,[],The Associated Press
3,Longshot presidential candidate Tulsi Gabbard is facing some heat in her heavily Democratic home state of Hawaii for voting “present” on two articles of impeachment against President Donald Trump.,https://www.nytimes.com/aponline/2019/12/19/us/ap-us-election-2020-gabbard-impeachment.html,Longshot presidential candidate Tulsi Gabbard is facing some heat in her heavily Democratic home state of Hawaii for voting “present” on two articles of impeachment against President Donald Trump.,HONOLULU — Longshot presidential candidate Tulsi Gabbard is facing some heat in her heavily Democratic home state of Hawaii for voting “present” on two articles of impeachment against President Donald Trump.,,,AP,[],[],2019-12-19T23:39:29+0000,article,None,U.S.,,News,nyt://article/f24c09ba-b595-5d3c-8592-0d9e358260eb,422,nyt://article/f24c09ba-b595-5d3c-8592-0d9e358260eb,Gabbard Faces Heat Back Home for Present Vote on Impeachment,,,Gabbard Faces Heat Back Home for Present Vote on Impeachment,,,,By The Associated Press,[],The Associated Press
4,Australia's competition regulator said the federal court has penalized Volkswagen AG a record A$125 million ($86 million) for allegedly making false representations about compliance with the country's diesel emission standards.,https://www.nytimes.com/reuters/2019/12/19/business/19reuters-australia-regulator-volkswagen.html,Australia's competition regulator said the federal court has penalized Volkswagen AG a record A$125 million ($86 million) for allegedly making false representations about compliance with the country's diesel emission standards.,(Reuters) - Australia's competition regulator said the federal court has penalized Volkswagen AG a record A$125 million ($86 million) for allegedly making false representations about compliance with the country's diesel emission standards.,,,Reuters,[],[],2019-12-19T23:37:35+0000,article,None,Business Day,,News,nyt://article/db38f7c6-063e-57f6-abf8-dc1bcc071074,208,nyt://article/db38f7c6-063e-57f6-abf8-dc1bcc071074,Australia Fines Volkswagen Record $86 Million for Emissions Breach: Regulator,,,Australia Fines Volkswagen Record $86 Million for Emissions Breach: Regulator,,,,By Reuters,[],Reuters
5,"A U.S. congressional committee will ask Wells Fargo & Co’s  board of directors to testify about the bank's sales scandal next year, a senior Democrat told Reuters on Thursday.",https://www.nytimes.com/reuters/2019/12/19/business/19reuters-wells-fargo-congress-scandal.html,"A U.S. congressional committee will ask Wells Fargo & Co’s  board of directors to testify about the bank's sales scandal next year, a senior Democrat told Reuters on Thursday.","WASHINGTON — A U.S. congressional committee will ask Wells Fargo & Co’s board of directors to testify about the bank's sales scandal next year, a senior Democrat told Reuters on Thursday.",,,Reuters,[],[],2019-12-19T23:37:18+0000,article,None,Business Day,,News,nyt://article/5eb950c9-9e63-5079-a58b-fb2a9b489fe2,396,nyt://article/5eb950c9-9e63-5079-a58b-fb2a9b489fe2,Senior U.S. Lawmaker to Seek Testimony of Wells Fargo's Board,,,Senior U.S. Lawmaker to Seek Testimony of Wells Fargo's Board,,,,By Reuters,[],Reuters
6,"U.S. companies' borrowings for capital investments fell about 3% in November from a year earlier, the Equipment Leasing and Finance Association (ELFA) said on Thursday.",https://www.nytimes.com/reuters/2019/12/19/business/19reuters-usa-economy-elfa.html,"U.S. companies' borrowings for capital investments fell about 3% in November from a year earlier, the Equipment Leasing and Finance Association (ELFA) said on Thursday.","(Reuters) - U.S. companies' borrowings for capital investments fell about 3% in November from a year earlier, the Equipment Leasing and Finance Association (ELFA) said on Thursday.",,,Reuters,[],[],2019-12-19T23:37:14+0000,article,None,Business Day,,News,nyt://article/5e8c53bd-b481-5e79-ad95-d93e5b307316,241,nyt://article/5e8c53bd-b481-5e79-ad95-d93e5b307316,U.S. Business Borrowing for Equipment Falls 3% in November: ELFA,,,U.S. Business Borrowing for Equipment Falls 3% in November: ELFA,,,,By Reuters,[],Reuters
7,The U.S. Securities and Exchange Commission on Wednesday proposed changes to its decades-old definition of a professional investor in order to allow more Americans to buy shares in private companies.,https://www.nytimes.com/reuters/2019/12/19/business/19reuters-usa-sec-investors.html,The U.S. Securities and Exchange Commission on Wednesday proposed changes to its decades-old definition of a professional investor in order to allow more Americans to buy shares in private companies.,WASHINGTON — The U.S. Securities and Exchange Commission on Wednesday proposed changes to its decades-old definition of a professional investor in order to allow more Americans to buy shares in private companies.,,,Reuters,[],[],2019-12-19T23:37:07+0000,article,None,Business Day,,News,nyt://article/f3e184be-5a9a-5792-adc7-06aed6618338,540,nyt://article/f3e184be-5a9a-5792-adc7-06aed6618338,SEC Proposes Allowing More Investors Access to Private Companies,,,SEC Proposes Allowing More Investors Access to Private Companies,,,,By Reuters,[],Reuters
8,A Georgia jury Thursday found a former aide to former Atlanta Mayor Kasim Reed guilty of violating the state's open records laws. ,https://www.nytimes.com/aponline/2019/12/19/us/ap-us-open-records-atlanta.html,A Georgia jury Thursday found a former aide to former Atlanta Mayor Kasim Reed guilty of violating the state's open records laws. ,ATLANTA — A Georgia jury Thursday found a former aide to former Atlanta Mayor Kasim Reed guilty of violating the state's open records laws. ,,,AP,[],[],2019-12-19T23:33:33+0000,article,None,U.S.,,News,nyt://article/c3344ba0-2c3a-552a-bf63-7715e430f524,229,nyt://article/c3344ba0-2c3a-552a-bf63-7715e430f524,Reed Aide Guilty in Records Case,,,Reed Aide Guilty in Records Case,,,,By The Associated Press,[],The Associated Press
9,"A group of Pakistani doctors blames a recent outbreak of HIV among children in a southern city on poor healthcare practices such as using dirty needles and contaminated blood, according to a statement released Friday. ",https://www.nytimes.com/aponline/2019/12/19/world/asia/ap-as-pakistan-hiv-.html,"A group of Pakistani doctors blames a recent outbreak of HIV among children in a southern city on poor healthcare practices such as using dirty needles and contaminated blood, according to a statement released Friday. ","ISLAMABAD — A group of Pakistani doctors blames a recent outbreak of HIV among children in a southern city on poor healthcare practices such as using dirty needles and contaminated blood, according to a statement released Friday. ",,,AP,[],[],2019-12-19T23:33:31+0000,article,None,World,Asia Pacific,News,nyt://article/ebddf4ec-1a39-54a3-9e08-bf38890ae2be,407,nyt://article/ebddf4ec-1a39-54a3-9e08-bf38890ae2be,Pakistan Study Blames HIV Outbreak in Kids on Bad Healthcare,,,Pakistan Study Blames HIV Outbreak in Kids on Bad Healthcare,,,,By The Associated Press,[],The Associated Press
